s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 9.4000000E-001, 1.1000000E+003, 1.1000000E+003, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 5.4900000E+000, 1.0969775E+003, 1.0969775E+003, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 5.4900000E+000, 1.0910738E+003, 1.0910738E+003, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 5.4900000E+000, 1.0851519E+003, 1.0851519E+003, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 5.4900000E+000, 1.0792115E+003, 1.0792115E+003, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 5.4900000E+000, 1.0732525E+003, 1.0732525E+003, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 5.4900000E+000, 1.0672746E+003, 1.0672746E+003, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 5.4900000E+000, 1.0612775E+003, 1.0612775E+003, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 5.4900000E+000, 1.0552611E+003, 1.0552611E+003, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 5.4900000E+000, 1.0492251E+003, 1.0492251E+003, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 5.4900000E+000, 1.0431693E+003, 1.0431693E+003, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 5.4900000E+000, 1.0369412E+003, 1.0369412E+003, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 5.4900000E+000, 1.0306918E+003, 1.0306918E+003, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 5.4900000E+000, 1.0245739E+003, 1.0245739E+003, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 5.4900000E+000, 1.0184351E+003, 1.0184351E+003, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 5.4900000E+000, 1.0122751E+003, 1.0122751E+003, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 5.4900000E+000, 1.0060937E+003, 1.0060937E+003, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 5.4900000E+000, 9.9989053E+002, 9.9989053E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 5.4900000E+000, 9.9366534E+002, 9.9366534E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 5.4900000E+000, 9.8741783E+002, 9.8741783E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 5.4900000E+000, 9.8114768E+002, 9.8114768E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 5.4900000E+000, 9.7485457E+002, 9.7485457E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 5.4900000E+000, 9.6853819E+002, 9.6853819E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 5.4900000E+000, 9.6219820E+002, 9.6219820E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 5.4900000E+000, 9.5583427E+002, 9.5583427E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 5.4900000E+000, 9.4944604E+002, 9.4944604E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 5.4900000E+000, 9.4303315E+002, 9.4944604E+002, 4.9150000E+000, 6.0596974E-008
 5.4100000E+000, 5.4900000E+000, 9.3659525E+002, 9.4944604E+002, 4.9150000E+000, 6.0508339E-008
 5.6100000E+000, 5.4900000E+000, 9.3013196E+002, 9.4944604E+002, 4.9150000E+000, 6.0419152E-008
 5.8100000E+000, 5.4900000E+000, 9.2364289E+002, 9.4944604E+002, 4.9150000E+000, 6.0329482E-008
 6.0100000E+000, 5.4900000E+000, 9.1712765E+002, 9.4944604E+002, 4.9150000E+000, 6.0239338E-008
 6.2100000E+000, 5.4900000E+000, 9.1058583E+002, 9.4944604E+002, 4.9150000E+000, 6.0148717E-008
 6.4100000E+000, 5.4900000E+000, 9.0401701E+002, 9.4944604E+002, 4.9150000E+000, 6.0057615E-008
