s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.4100000E+001, 8.5000000E+002, 8.5000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.3977441E+001, 8.4939734E+002, 8.4939734E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.3771173E+001, 8.4825817E+002, 8.4825817E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.3599426E+001, 8.4712993E+002, 8.4712993E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.3456321E+001, 8.4601057E+002, 8.4601057E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.3337377E+001, 8.4489876E+002, 8.4489876E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.3239442E+001, 8.4379410E+002, 8.4379410E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.3157861E+001, 8.4269411E+002, 8.4269411E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.3089799E+001, 8.4159774E+002, 8.4159774E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.3033016E+001, 8.4050421E+002, 8.4050421E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.2985643E+001, 8.3941287E+002, 8.3941287E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.2945255E+001, 8.3829598E+002, 8.3829598E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.2911671E+001, 8.3718036E+002, 8.3718036E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.2884435E+001, 8.3609279E+002, 8.3609279E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.2861729E+001, 8.3500576E+002, 8.3500576E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.2842805E+001, 8.3391900E+002, 8.3391900E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.2827401E+001, 8.3283256E+002, 8.3283256E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.2819270E+001, 8.3174961E+002, 8.3174961E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.2813893E+001, 8.3066723E+002, 8.3066723E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.2809415E+001, 8.2958415E+002, 8.2958415E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 2.2805689E+001, 8.2850031E+002, 8.2850031E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 2.2802588E+001, 8.2741568E+002, 8.2741568E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 2.2800011E+001, 8.2633021E+002, 8.2633021E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 2.2797868E+001, 8.2524388E+002, 8.2524388E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 2.2796089E+001, 8.2415665E+002, 8.2415665E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 2.2794612E+001, 8.2306850E+002, 8.2306850E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 2.2793387E+001, 8.2197942E+002, 8.2306850E+002, 4.9150000E+000, 8.9560073E-009
 5.4100000E+000, 2.2792371E+001, 8.2088938E+002, 8.2306850E+002, 4.9150000E+000, 8.9540441E-009
 5.6100000E+000, 2.2791530E+001, 8.1979837E+002, 8.2306850E+002, 4.9150000E+000, 8.9520939E-009
 5.8100000E+000, 2.2790834E+001, 8.1870638E+002, 8.2306850E+002, 4.9150000E+000, 8.9501641E-009
 6.0100000E+000, 2.2790258E+001, 8.1761339E+002, 8.2306850E+002, 4.9150000E+000, 8.9482536E-009
 6.2100000E+000, 2.2789783E+001, 8.1651939E+002, 8.2306850E+002, 4.9150000E+000, 8.9463605E-009
 6.4100000E+000, 2.2789391E+001, 8.1542439E+002, 8.2306850E+002, 4.9150000E+000, 8.9444824E-009
 6.6100000E+000, 2.2789068E+001, 8.1432836E+002, 8.2306850E+002, 4.9150000E+000, 8.9426176E-009
 6.8100000E+000, 2.2788802E+001, 8.1323129E+002, 8.2306850E+002, 4.9150000E+000, 8.9407642E-009
 7.0100000E+000, 2.2788585E+001, 8.1213320E+002, 8.2306850E+002, 4.9150000E+000, 8.9389206E-009
 7.2100000E+000, 2.2788406E+001, 8.1103406E+002, 8.2306850E+002, 4.9150000E+000, 8.9370854E-009
 7.4100000E+000, 2.2788260E+001, 8.0993387E+002, 8.2306850E+002, 4.9150000E+000, 8.9352575E-009
 7.6100000E+000, 2.2788142E+001, 8.0883263E+002, 8.2306850E+002, 4.9150000E+000, 8.9334359E-009
 7.8100000E+000, 2.2788046E+001, 8.0773032E+002, 8.2306850E+002, 4.9150000E+000, 8.9316195E-009
 8.0100000E+000, 2.2787968E+001, 8.0662696E+002, 8.2306850E+002, 4.9150000E+000, 8.9298075E-009
 8.2100000E+000, 2.2787906E+001, 8.0552252E+002, 8.2306850E+002, 4.9150000E+000, 8.9279994E-009
 8.4100000E+000, 2.2787857E+001, 8.0441701E+002, 8.2306850E+002, 4.9150000E+000, 8.9261943E-009
 8.6100000E+000, 2.2787818E+001, 8.0331043E+002, 8.2306850E+002, 4.9150000E+000, 8.9243918E-009
 8.8100000E+000, 2.2787788E+001, 8.0220276E+002, 8.2306850E+002, 4.9150000E+000, 8.9225915E-009
