s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 8.1000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 8.0968351E+000, 9.5385805E+002, 9.5385805E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 8.0910535E+000, 9.5358770E+002, 9.5358770E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 8.0856165E+000, 9.5331739E+002, 9.5331739E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 8.0805036E+000, 9.5304711E+002, 9.5304711E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 8.0756958E+000, 9.5277686E+002, 9.5277686E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 8.0711748E+000, 9.5250662E+002, 9.5250662E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 8.0669238E+000, 9.5223640E+002, 9.5223640E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 8.0629267E+000, 9.5196620E+002, 9.5196620E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 8.0591683E+000, 9.5169600E+002, 9.5169600E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 8.0556347E+000, 9.5142580E+002, 9.5142580E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 8.0522327E+000, 9.5114885E+002, 9.5114885E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 8.0490376E+000, 9.5087189E+002, 9.5087189E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 8.0461100E+000, 9.5060168E+002, 9.5060168E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 8.0433578E+000, 9.5033146E+002, 9.5033146E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 8.0407705E+000, 9.5006123E+002, 9.5006123E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 8.0383383E+000, 9.4979098E+002, 9.4979098E+002, 3.1150000E+000, 0.0000000E+000
