s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.8000000E+001, 8.5000000E+002, 8.5000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.8075494E+001, 8.4875119E+002, 8.4875119E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.8189191E+001, 8.4635852E+002, 8.4635852E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.8268838E+001, 8.4394902E+002, 8.4394902E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.8324481E+001, 8.4152634E+002, 8.4152634E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.8362061E+001, 8.3909160E+002, 8.3909160E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.8386497E+001, 8.3664594E+002, 8.3664594E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.8403436E+001, 8.3419299E+002, 8.3419299E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.8415168E+001, 8.3173356E+002, 8.3173356E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.8423279E+001, 8.2926820E+002, 8.2926820E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.8428876E+001, 8.2679729E+002, 8.2679729E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.8432805E+001, 8.2425906E+002, 8.2425906E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.8435491E+001, 8.2171546E+002, 8.2171546E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.8437277E+001, 8.1922877E+002, 8.1922877E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.8438502E+001, 8.1673708E+002, 8.1673708E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.8439340E+001, 8.1424042E+002, 8.1424042E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.8439914E+001, 8.1173880E+002, 8.1173880E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.8440306E+001, 8.0923222E+002, 8.0923222E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.8440574E+001, 8.0672066E+002, 8.0672066E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.8440758E+001, 8.0420409E+002, 8.0420409E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 2.8440883E+001, 8.0168250E+002, 8.0168250E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 2.8440970E+001, 7.9915584E+002, 7.9915584E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 2.8441031E+001, 7.9662410E+002, 7.9662410E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 2.8441073E+001, 7.9408722E+002, 7.9408722E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 2.8441103E+001, 7.9154518E+002, 7.9154518E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 2.8441125E+001, 7.8899794E+002, 7.8899794E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 2.8441142E+001, 7.8644545E+002, 7.8899794E+002, 4.9150000E+000, 2.0095090E-008
 5.4100000E+000, 2.8441155E+001, 7.8388769E+002, 7.8899794E+002, 4.9150000E+000, 2.0083240E-008
 5.6100000E+000, 2.8441165E+001, 7.8132460E+002, 7.8899794E+002, 4.9150000E+000, 2.0071325E-008
 5.8100000E+000, 2.8441174E+001, 7.7875615E+002, 7.8899794E+002, 4.9150000E+000, 2.0059372E-008
 6.0100000E+000, 2.8441182E+001, 7.7618230E+002, 7.8899794E+002, 4.9150000E+000, 2.0047385E-008
 6.2100000E+000, 2.8441189E+001, 7.7360301E+002, 7.8899794E+002, 4.9150000E+000, 2.0035366E-008
 6.4100000E+000, 2.8441196E+001, 7.7101823E+002, 7.8899794E+002, 4.9150000E+000, 2.0023315E-008
 6.6100000E+000, 2.8441202E+001, 7.6842791E+002, 7.8899794E+002, 4.9150000E+000, 2.0011233E-008
 6.8100000E+000, 2.8441208E+001, 7.6583202E+002, 7.8899794E+002, 4.9150000E+000, 1.9999119E-008
 7.0100000E+000, 2.8441214E+001, 7.6323052E+002, 7.8899794E+002, 4.9150000E+000, 1.9986974E-008
 7.2100000E+000, 2.8441220E+001, 7.6062334E+002, 7.8899794E+002, 4.9150000E+000, 1.9974798E-008
 7.4100000E+000, 2.8441226E+001, 7.5801046E+002, 7.8899794E+002, 4.9150000E+000, 1.9962590E-008
