s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 7.7000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 7.7205664E+000, 9.5371913E+002, 9.5371913E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 7.7566128E+000, 9.5318317E+002, 9.5318317E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 7.7884827E+000, 9.5264587E+002, 9.5264587E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.8166536E+000, 9.5210738E+002, 9.5210738E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.8415496E+000, 9.5156781E+002, 9.5156781E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.8635473E+000, 9.5102726E+002, 9.5102726E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.8829801E+000, 9.5048581E+002, 9.5048581E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.9001442E+000, 9.4994355E+002, 9.4994355E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.9153018E+000, 9.4940055E+002, 9.4940055E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.9286852E+000, 9.4885687E+002, 9.4885687E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.9407713E+000, 9.4829895E+002, 9.4829895E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.9514172E+000, 9.4774044E+002, 9.4774044E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.9605640E+000, 9.4719501E+002, 9.4719501E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.9686353E+000, 9.4664908E+002, 9.4664908E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.9757566E+000, 9.4610271E+002, 9.4610271E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.9820390E+000, 9.4555590E+002, 9.4555590E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.9875805E+000, 9.4500869E+002, 9.4500869E+002, 3.3150000E+000, 0.0000000E+000
