s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.8000000E+001, 8.5000000E+002, 8.5000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.7689914E+001, 8.4905405E+002, 8.4905405E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.7201758E+001, 8.4729100E+002, 8.4729100E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.6828304E+001, 8.4556896E+002, 8.4556896E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.6540258E+001, 8.4387560E+002, 8.4387560E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.6318494E+001, 8.4220437E+002, 8.4220437E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.6154963E+001, 8.4055582E+002, 8.4055582E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.6030591E+001, 8.3892019E+002, 8.3892019E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.5934156E+001, 8.3729236E+002, 8.3729236E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.5859377E+001, 8.3567008E+002, 8.3567008E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.5801399E+001, 8.3405162E+002, 8.3405162E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.5755519E+001, 8.3239528E+002, 8.3239528E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.5720123E+001, 8.3074042E+002, 8.3074042E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.5693504E+001, 8.2912656E+002, 8.2912656E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.5672902E+001, 8.2751270E+002, 8.2751270E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.5656970E+001, 8.2589835E+002, 8.2589835E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.5644657E+001, 8.2428314E+002, 8.2428314E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.5635148E+001, 8.2266678E+002, 8.2266678E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.5627812E+001, 8.2104904E+002, 8.2104904E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.5622156E+001, 8.1942974E+002, 8.1942974E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 2.5617799E+001, 8.1780874E+002, 8.1780874E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 2.5614447E+001, 8.1618592E+002, 8.1618592E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 2.5611870E+001, 8.1456120E+002, 8.1456120E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 2.5609891E+001, 8.1293451E+002, 8.1293451E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 2.5608373E+001, 8.1130579E+002, 8.1130579E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 2.5607210E+001, 8.0967499E+002, 8.0967499E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 2.5606321E+001, 8.0804208E+002, 8.0967499E+002, 4.9150000E+000, 1.3203448E-008
 5.4100000E+000, 2.5605642E+001, 8.0640701E+002, 8.0967499E+002, 4.9150000E+000, 1.3198842E-008
 5.6100000E+000, 2.5605125E+001, 8.0476977E+002, 8.0967499E+002, 4.9150000E+000, 1.3194247E-008
 5.8100000E+000, 2.5604731E+001, 8.0313033E+002, 8.0967499E+002, 4.9150000E+000, 1.3189672E-008
 6.0100000E+000, 2.5604433E+001, 8.0148867E+002, 8.0967499E+002, 4.9150000E+000, 1.3185116E-008
 6.2100000E+000, 2.5604207E+001, 7.9984478E+002, 8.0967499E+002, 4.9150000E+000, 1.3180573E-008
 6.4100000E+000, 2.5604037E+001, 7.9819862E+002, 8.0967499E+002, 4.9150000E+000, 1.3176042E-008
 6.6100000E+000, 2.5603910E+001, 7.9655019E+002, 8.0967499E+002, 4.9150000E+000, 1.3171519E-008
 6.8100000E+000, 2.5603815E+001, 7.9489948E+002, 8.0967499E+002, 4.9150000E+000, 1.3167002E-008
 7.0100000E+000, 2.5603745E+001, 7.9324646E+002, 8.0967499E+002, 4.9150000E+000, 1.3162489E-008
 7.2100000E+000, 2.5603694E+001, 7.9159113E+002, 8.0967499E+002, 4.9150000E+000, 1.3157977E-008
 7.4100000E+000, 2.5603658E+001, 7.8993348E+002, 8.0967499E+002, 4.9150000E+000, 1.3153466E-008
