s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 2.9400000E+001, 4.6000000E+002, 4.6000000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 2.8919926E+001, 4.5897656E+002, 4.5897656E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 2.8278606E+001, 4.5708082E+002, 4.5708082E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 2.7904891E+001, 4.5523656E+002, 4.5523656E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 2.7679338E+001, 4.5341585E+002, 4.5341585E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 2.7542958E+001, 4.5160681E+002, 4.5160681E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 2.7460574E+001, 4.4980245E+002, 4.4980245E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 2.7410909E+001, 4.4799858E+002, 4.4799858E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 2.7381049E+001, 4.4619261E+002, 4.4619261E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 2.7363154E+001, 4.4438298E+002, 4.4438298E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 2.7352543E+001, 4.4256874E+002, 4.4256874E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 2.7348918E+001, 4.4070553E+002, 4.4070553E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 2.7347977E+001, 4.3883711E+002, 4.3883711E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 2.7347444E+001, 4.3700802E+002, 4.3700802E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 2.7347135E+001, 4.3517268E+002, 4.3517268E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 2.7346958E+001, 4.3333102E+002, 4.3333102E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 2.7346859E+001, 4.3148295E+002, 4.3148295E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 2.7346805E+001, 4.2962839E+002, 4.2962839E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 2.7346778E+001, 4.2776726E+002, 4.2776726E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 2.7346767E+001, 4.2589947E+002, 4.2589947E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 2.7346765E+001, 4.2402495E+002, 4.2402495E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 2.7346768E+001, 4.2214362E+002, 4.2214362E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 2.7346775E+001, 4.2025539E+002, 4.2025539E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 2.7346783E+001, 4.1836017E+002, 4.1836017E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 2.7346792E+001, 4.1645789E+002, 4.1645789E+002, 4.7150000E+000, 0.0000000E+000
