s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 8.0000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 7.9962610E+000, 9.5383966E+002, 9.5383966E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 7.9894682E+000, 9.5353430E+002, 9.5353430E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 7.9831323E+000, 9.5322900E+002, 9.5322900E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.9772228E+000, 9.5292374E+002, 9.5292374E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.9717111E+000, 9.5261851E+002, 9.5261851E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.9665706E+000, 9.5231332E+002, 9.5231332E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.9617764E+000, 9.5200815E+002, 9.5200815E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.9573055E+000, 9.5170300E+002, 9.5170300E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.9531360E+000, 9.5139786E+002, 9.5139786E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.9492479E+000, 9.5109272E+002, 9.5109272E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.9455359E+000, 9.5077996E+002, 9.5077996E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.9420787E+000, 9.5046719E+002, 9.5046719E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.9389374E+000, 9.5016204E+002, 9.5016204E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.9360086E+000, 9.4985688E+002, 9.4985688E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.9332778E+000, 9.4955169E+002, 9.4955169E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.9307320E+000, 9.4924649E+002, 9.4924649E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.9283585E+000, 9.4894126E+002, 9.4894126E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 7.9261459E+000, 9.4863601E+002, 9.4863601E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 7.9240834E+000, 9.4833072E+002, 9.4833072E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 7.9221608E+000, 9.4802540E+002, 9.4802540E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 7.9203687E+000, 9.4772005E+002, 9.4772005E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 7.9186984E+000, 9.4741465E+002, 9.4741465E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 7.9171416E+000, 9.4710921E+002, 9.4710921E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 7.9156908E+000, 9.4680373E+002, 9.4680373E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 7.9143387E+000, 9.4649821E+002, 9.4649821E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 7.9130787E+000, 9.4619263E+002, 9.4619263E+002, 5.1150000E+000, 0.0000000E+000
 5.4100000E+000, 7.9119046E+000, 9.4588701E+002, 9.4588701E+002, 5.3150000E+000, 0.0000000E+000
 5.6100000E+000, 7.9108106E+000, 9.4558134E+002, 9.4558134E+002, 5.5150000E+000, 0.0000000E+000
 5.8100000E+000, 7.9097913E+000, 9.4527562E+002, 9.4527562E+002, 5.7150000E+000, 0.0000000E+000
 6.0100000E+000, 7.9088417E+000, 9.4496984E+002, 9.4496984E+002, 5.9150000E+000, 0.0000000E+000
 6.2100000E+000, 7.9079570E+000, 9.4466401E+002, 9.4466401E+002, 6.1150000E+000, 0.0000000E+000
 6.4100000E+000, 7.9071328E+000, 9.4435812E+002, 9.4435812E+002, 6.3150000E+000, 0.0000000E+000
 6.6100000E+000, 7.9063651E+000, 9.4405217E+002, 9.4405217E+002, 6.5150000E+000, 0.0000000E+000
 6.8100000E+000, 7.9056501E+000, 9.4374617E+002, 9.4374617E+002, 6.7150000E+000, 0.0000000E+000
 7.0100000E+000, 7.9049841E+000, 9.4344010E+002, 9.4344010E+002, 6.9150000E+000, 0.0000000E+000
 7.2100000E+000, 7.9043638E+000, 9.4313398E+002, 9.4313398E+002, 7.1150000E+000, 0.0000000E+000
 7.4100000E+000, 7.9037862E+000, 9.4282779E+002, 9.4282779E+002, 7.3150000E+000, 0.0000000E+000
 7.6100000E+000, 7.9032484E+000, 9.4252154E+002, 9.4252154E+002, 7.5150000E+000, 0.0000000E+000
 7.8100000E+000, 7.9027476E+000, 9.4221523E+002, 9.4221523E+002, 7.7150000E+000, 0.0000000E+000
 8.0100000E+000, 7.9022813E+000, 9.4190886E+002, 9.4190886E+002, 7.9150000E+000, 0.0000000E+000
 8.2100000E+000, 7.9018473E+000, 9.4160242E+002, 9.4160242E+002, 8.1150000E+000, 0.0000000E+000
 8.4100000E+000, 7.9014432E+000, 9.4129592E+002, 9.4129592E+002, 8.3150000E+000, 0.0000000E+000
 8.6100000E+000, 7.9010671E+000, 9.4098935E+002, 9.4098935E+002, 8.5150000E+000, 0.0000000E+000
 8.8100000E+000, 7.9007171E+000, 9.4068271E+002, 9.4068271E+002, 8.7150000E+000, 0.0000000E+000
 9.0100000E+000, 7.9003914E+000, 9.4037601E+002, 9.4037601E+002, 8.9150000E+000, 0.0000000E+000
 9.2100000E+000, 7.9000883E+000, 9.4006924E+002, 9.4006924E+002, 9.1150000E+000, 0.0000000E+000
 9.4100000E+000, 7.8998063E+000, 9.3976240E+002, 9.3976240E+002, 9.3150000E+000, 0.0000000E+000
 9.6100000E+000, 7.8995440E+000, 9.3945550E+002, 9.3945550E+002, 9.5150000E+000, 0.0000000E+000
 9.8100000E+000, 7.8993000E+000, 9.3914852E+002, 9.3914852E+002, 9.7150000E+000, 0.0000000E+000
 1.0010000E+001, 7.8990730E+000, 9.3884148E+002, 9.3884148E+002, 9.9150000E+000, 0.0000000E+000
 1.0210000E+001, 7.8988620E+000, 9.3853437E+002, 9.3884148E+002, 9.9150000E+000, 2.8826737E-009
 1.0410000E+001, 7.8986658E+000, 9.3822719E+002, 9.3884148E+002, 9.9150000E+000, 2.8825369E-009
 1.0610000E+001, 7.8984833E+000, 9.3791993E+002, 9.3884148E+002, 9.9150000E+000, 2.8823962E-009
 1.0810000E+001, 7.8983138E+000, 9.3761261E+002, 9.3884148E+002, 9.9150000E+000, 2.8822550E-009
 1.1010000E+001, 7.8981562E+000, 9.3730522E+002, 9.3884148E+002, 9.9150000E+000, 2.8821141E-009
 1.1210000E+001, 7.8980098E+000, 9.3699776E+002, 9.3884148E+002, 9.9150000E+000, 2.8819736E-009
 1.1410000E+001, 7.8978737E+000, 9.3669022E+002, 9.3884148E+002, 9.9150000E+000, 2.8818336E-009
 1.1610000E+001, 7.8977474E+000, 9.3638261E+002, 9.3884148E+002, 9.9150000E+000, 2.8816941E-009
 1.1810000E+001, 7.8976301E+000, 9.3607493E+002, 9.3884148E+002, 9.9150000E+000, 2.8815551E-009
 1.2010000E+001, 7.8975211E+000, 9.3576718E+002, 9.3884148E+002, 9.9150000E+000, 2.8814167E-009
 1.2210000E+001, 7.8974200E+000, 9.3545936E+002, 9.3884148E+002, 9.9150000E+000, 2.8812787E-009
 1.2410000E+001, 7.8973262E+000, 9.3515147E+002, 9.3884148E+002, 9.9150000E+000, 2.8811412E-009
 1.2610000E+001, 7.8972392E+000, 9.3484350E+002, 9.3884148E+002, 9.9150000E+000, 2.8810042E-009
 1.2810000E+001, 7.8971585E+000, 9.3453546E+002, 9.3884148E+002, 9.9150000E+000, 2.8808676E-009
 1.3010000E+001, 7.8970836E+000, 9.3422735E+002, 9.3884148E+002, 9.9150000E+000, 2.8807314E-009
 1.3210000E+001, 7.8970143E+000, 9.3391916E+002, 9.3884148E+002, 9.9150000E+000, 2.8805955E-009
 1.3410000E+001, 7.8969501E+000, 9.3361090E+002, 9.3884148E+002, 9.9150000E+000, 2.8804601E-009
 1.3610000E+001, 7.8968906E+000, 9.3330257E+002, 9.3884148E+002, 9.9150000E+000, 2.8803249E-009
 1.3810000E+001, 7.8968355E+000, 9.3299416E+002, 9.3884148E+002, 9.9150000E+000, 2.8801902E-009
 1.4010000E+001, 7.8967846E+000, 9.3268568E+002, 9.3884148E+002, 9.9150000E+000, 2.8800557E-009
 1.4210000E+001, 7.8967375E+000, 9.3237713E+002, 9.3884148E+002, 9.9150000E+000, 2.8799215E-009
 1.4410000E+001, 7.8966939E+000, 9.3206850E+002, 9.3884148E+002, 9.9150000E+000, 2.8797876E-009
 1.4610000E+001, 7.8966537E+000, 9.3175980E+002, 9.3884148E+002, 9.9150000E+000, 2.8796539E-009
 1.4810000E+001, 7.8966166E+000, 9.3145102E+002, 9.3884148E+002, 9.9150000E+000, 2.8795206E-009
 1.5000000E+001, 7.8965831E+000, 9.3114989E+002, 9.3884148E+002, 9.9150000E+000, 2.8793941E-009
