s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000,-1.1000000E+000, 1.1000000E+003, 1.1000000E+003, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 5.4900000E+000, 1.0976960E+003, 1.0976960E+003, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 5.4900000E+000, 1.0931567E+003, 1.0931567E+003, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 5.4900000E+000, 1.0886062E+003, 1.0886062E+003, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 5.4900000E+000, 1.0840444E+003, 1.0840444E+003, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 5.4900000E+000, 1.0794712E+003, 1.0794712E+003, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 5.4900000E+000, 1.0748864E+003, 1.0748864E+003, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 5.4900000E+000, 1.0702899E+003, 1.0702899E+003, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 5.4900000E+000, 1.0656817E+003, 1.0656817E+003, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 5.4900000E+000, 1.0610616E+003, 1.0610616E+003, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 5.4900000E+000, 1.0564294E+003, 1.0564294E+003, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 5.4900000E+000, 1.0516689E+003, 1.0516689E+003, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 5.4900000E+000, 1.0468956E+003, 1.0468956E+003, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 5.4900000E+000, 1.0422261E+003, 1.0422261E+003, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 5.4900000E+000, 1.0375442E+003, 1.0375442E+003, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 5.4900000E+000, 1.0328496E+003, 1.0328496E+003, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 5.4900000E+000, 1.0281423E+003, 1.0281423E+003, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 5.4900000E+000, 1.0234221E+003, 1.0234221E+003, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 5.4900000E+000, 1.0186888E+003, 1.0186888E+003, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 5.4900000E+000, 1.0139425E+003, 1.0139425E+003, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 5.4900000E+000, 1.0091828E+003, 1.0091828E+003, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 5.4900000E+000, 1.0044097E+003, 1.0044097E+003, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 5.4900000E+000, 9.9962308E+002, 9.9962308E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 5.4900000E+000, 9.9482271E+002, 9.9482271E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 5.4900000E+000, 9.9000847E+002, 9.9000847E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 5.4900000E+000, 9.8518021E+002, 9.8518021E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 5.4900000E+000, 9.8033778E+002, 9.8518021E+002, 4.9150000E+000, 4.7544236E-008
 5.4100000E+000, 5.4900000E+000, 9.7548102E+002, 9.8518021E+002, 4.9150000E+000, 4.7496880E-008
 5.6100000E+000, 5.4900000E+000, 9.7060977E+002, 9.8518021E+002, 4.9150000E+000, 4.7449266E-008
 5.8100000E+000, 5.4900000E+000, 9.6572386E+002, 9.8518021E+002, 4.9150000E+000, 4.7401453E-008
 6.0100000E+000, 5.4900000E+000, 9.6082313E+002, 9.8518021E+002, 4.9150000E+000, 4.7353450E-008
 6.2100000E+000, 5.4900000E+000, 9.5590741E+002, 9.8518021E+002, 4.9150000E+000, 4.7305260E-008
 6.4100000E+000, 5.4900000E+000, 9.5097653E+002, 9.8518021E+002, 4.9150000E+000, 4.7256882E-008
 6.6100000E+000, 5.4900000E+000, 9.4603030E+002, 9.8518021E+002, 4.9150000E+000, 4.7208315E-008
 6.8100000E+000, 5.4900000E+000, 9.4106855E+002, 9.8518021E+002, 4.9150000E+000, 4.7159557E-008
 7.0100000E+000, 5.4900000E+000, 9.3609109E+002, 9.8518021E+002, 4.9150000E+000, 4.7110607E-008
 7.2100000E+000, 5.4900000E+000, 9.3109774E+002, 9.8518021E+002, 4.9150000E+000, 4.7061463E-008
 7.4100000E+000, 5.4900000E+000, 9.2608830E+002, 9.8518021E+002, 4.9150000E+000, 4.7012122E-008
 7.6100000E+000, 5.4900000E+000, 9.2106258E+002, 9.8518021E+002, 4.9150000E+000, 4.6962583E-008
 7.8100000E+000, 5.4900000E+000, 9.1602037E+002, 9.8518021E+002, 4.9150000E+000, 4.6912843E-008
 8.0100000E+000, 5.4900000E+000, 9.1096148E+002, 9.8518021E+002, 4.9150000E+000, 4.6862901E-008
 8.2100000E+000, 5.4900000E+000, 9.0588569E+002, 9.8518021E+002, 4.9150000E+000, 4.6812752E-008
 8.4100000E+000, 5.4900000E+000, 9.0079279E+002, 9.8518021E+002, 4.9150000E+000, 4.6762397E-008
 8.6100000E+000, 5.4900000E+000, 8.9568257E+002, 9.8518021E+002, 4.9150000E+000, 4.6711831E-008
 8.8100000E+000, 5.4900000E+000, 8.9055479E+002, 9.8518021E+002, 4.9150000E+000, 4.6661053E-008
 9.0100000E+000, 5.4900000E+000, 8.8540924E+002, 9.8518021E+002, 4.9150000E+000, 4.6610059E-008
 9.2100000E+000, 5.4900000E+000, 8.8024567E+002, 9.8518021E+002, 4.9150000E+000, 4.6558848E-008
 9.4100000E+000, 5.4900000E+000, 8.7506385E+002, 9.8518021E+002, 4.9150000E+000, 4.6507417E-008
 9.6100000E+000, 5.4900000E+000, 8.6986355E+002, 9.8518021E+002, 4.9150000E+000, 4.6455763E-008
 9.8100000E+000, 5.4900000E+000, 8.6464449E+002, 9.8518021E+002, 4.9150000E+000, 4.6403883E-008
 1.0000000E+001, 5.4900000E+000, 8.5953771E+002, 9.8518021E+002, 4.9150000E+000, 4.6354385E-008
