s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000,-4.0000000E-001, 1.1000000E+003, 1.1000000E+003, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 5.4900000E+000, 1.0987344E+003, 1.0987344E+003, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 5.4900000E+000, 1.0962498E+003, 1.0962498E+003, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 5.4900000E+000, 1.0937614E+003, 1.0937614E+003, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 5.4900000E+000, 1.0912690E+003, 1.0912690E+003, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 5.4900000E+000, 1.0887728E+003, 1.0887728E+003, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 5.4900000E+000, 1.0862727E+003, 1.0862727E+003, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 5.4900000E+000, 1.0837686E+003, 1.0837686E+003, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 5.4900000E+000, 1.0812606E+003, 1.0812606E+003, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 5.4900000E+000, 1.0787486E+003, 1.0787486E+003, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 5.4900000E+000, 1.0762327E+003, 1.0762327E+003, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 5.4900000E+000, 1.0736496E+003, 1.0736496E+003, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 5.4900000E+000, 1.0710623E+003, 1.0710623E+003, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 5.4900000E+000, 1.0685340E+003, 1.0685340E+003, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 5.4900000E+000, 1.0660016E+003, 1.0660016E+003, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 5.4900000E+000, 1.0634651E+003, 1.0634651E+003, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 5.4900000E+000, 1.0609245E+003, 1.0609245E+003, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 5.4900000E+000, 1.0583797E+003, 1.0583797E+003, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 5.4900000E+000, 1.0558307E+003, 1.0558307E+003, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 5.4900000E+000, 1.0532775E+003, 1.0532775E+003, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 5.4900000E+000, 1.0507201E+003, 1.0507201E+003, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 5.4900000E+000, 1.0481584E+003, 1.0481584E+003, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 5.4900000E+000, 1.0455924E+003, 1.0455924E+003, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 5.4900000E+000, 1.0430221E+003, 1.0430221E+003, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 5.4900000E+000, 1.0404475E+003, 1.0404475E+003, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 5.4900000E+000, 1.0378685E+003, 1.0378685E+003, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 5.4900000E+000, 1.0352851E+003, 1.0378685E+003, 4.9150000E+000, 2.6768635E-008
 5.4100000E+000, 5.4900000E+000, 1.0326973E+003, 1.0378685E+003, 4.9150000E+000, 2.6758128E-008
 5.6100000E+000, 5.4900000E+000, 1.0301050E+003, 1.0378685E+003, 4.9150000E+000, 2.6747556E-008
 5.8100000E+000, 5.4900000E+000, 1.0275083E+003, 1.0378685E+003, 4.9150000E+000, 2.6736951E-008
 6.0100000E+000, 5.4900000E+000, 1.0249071E+003, 1.0378685E+003, 4.9150000E+000, 2.6726319E-008
 6.2100000E+000, 5.4900000E+000, 1.0223013E+003, 1.0378685E+003, 4.9150000E+000, 2.6715664E-008
 6.4100000E+000, 5.4900000E+000, 1.0196910E+003, 1.0378685E+003, 4.9150000E+000, 2.6704986E-008
 6.6100000E+000, 5.4900000E+000, 1.0170761E+003, 1.0378685E+003, 4.9150000E+000, 2.6694285E-008
 6.8100000E+000, 5.4900000E+000, 1.0144566E+003, 1.0378685E+003, 4.9150000E+000, 2.6683562E-008
 7.0100000E+000, 5.4900000E+000, 1.0118325E+003, 1.0378685E+003, 4.9150000E+000, 2.6672816E-008
 7.2100000E+000, 5.4900000E+000, 1.0092037E+003, 1.0378685E+003, 4.9150000E+000, 2.6662047E-008
 7.4100000E+000, 5.4900000E+000, 1.0065701E+003, 1.0378685E+003, 4.9150000E+000, 2.6651256E-008
 7.6100000E+000, 5.4900000E+000, 1.0039319E+003, 1.0378685E+003, 4.9150000E+000, 2.6640442E-008
 7.8100000E+000, 5.4900000E+000, 1.0012889E+003, 1.0378685E+003, 4.9150000E+000, 2.6629605E-008
 8.0100000E+000, 5.4900000E+000, 9.9864106E+002, 1.0378685E+003, 4.9150000E+000, 2.6618745E-008
 8.2100000E+000, 5.4900000E+000, 9.9598842E+002, 1.0378685E+003, 4.9150000E+000, 2.6607863E-008
 8.4100000E+000, 5.4900000E+000, 9.9333093E+002, 1.0378685E+003, 4.9150000E+000, 2.6596957E-008
 8.6100000E+000, 5.4900000E+000, 9.9066855E+002, 1.0378685E+003, 4.9150000E+000, 2.6586027E-008
 8.8100000E+000, 5.4900000E+000, 9.8800125E+002, 1.0378685E+003, 4.9150000E+000, 2.6575075E-008
 9.0100000E+000, 5.4900000E+000, 9.8532899E+002, 1.0378685E+003, 4.9150000E+000, 2.6564098E-008
 9.2100000E+000, 5.4900000E+000, 9.8265175E+002, 1.0378685E+003, 4.9150000E+000, 2.6553098E-008
 9.4100000E+000, 5.4900000E+000, 9.7996949E+002, 1.0378685E+003, 4.9150000E+000, 2.6542075E-008
 9.6100000E+000, 5.4900000E+000, 9.7728218E+002, 1.0378685E+003, 4.9150000E+000, 2.6531027E-008
 9.8100000E+000, 5.4900000E+000, 9.7458978E+002, 1.0378685E+003, 4.9150000E+000, 2.6519955E-008
 1.0000000E+001, 5.4900000E+000, 9.7195978E+002, 1.0378685E+003, 4.9150000E+000, 2.6509414E-008
