s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 6.9000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 6.9243815E+000, 9.5367868E+002, 9.5367868E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 6.9643880E+000, 9.5306350E+002, 9.5306350E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 6.9985518E+000, 9.5244626E+002, 9.5244626E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.0280787E+000, 9.5182755E+002, 9.5182755E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.0535913E+000, 9.5120753E+002, 9.5120753E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.0756296E+000, 9.5058634E+002, 9.5058634E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.0946624E+000, 9.4996411E+002, 9.4996411E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.1110957E+000, 9.4934094E+002, 9.4934094E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.1252816E+000, 9.4871693E+002, 9.4871693E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.1375249E+000, 9.4809215E+002, 9.4809215E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.1483281E+000, 9.4745103E+002, 9.4745103E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.1576254E+000, 9.4680925E+002, 9.4680925E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.1654294E+000, 9.4618253E+002, 9.4618253E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.1721597E+000, 9.4555527E+002, 9.4555527E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.1779631E+000, 9.4492752E+002, 9.4492752E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.1829665E+000, 9.4429930E+002, 9.4429930E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.1872794E+000, 9.4367064E+002, 9.4367064E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 7.1909966E+000, 9.4304157E+002, 9.4304157E+002, 3.5150000E+000, 0.0000000E+000
