s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 8.0000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 8.0152996E+000, 9.5374929E+002, 9.5374929E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 8.0423724E+000, 9.5327108E+002, 9.5327108E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 8.0666529E+000, 9.5279195E+002, 9.5279195E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 8.0884255E+000, 9.5231197E+002, 9.5231197E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 8.1079463E+000, 9.5183122E+002, 9.5183122E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 8.1254455E+000, 9.5134975E+002, 9.5134975E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 8.1411303E+000, 9.5086763E+002, 9.5086763E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 8.1551869E+000, 9.5038491E+002, 9.5038491E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 8.1677827E+000, 9.4990162E+002, 9.4990162E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 8.1790680E+000, 9.4941781E+002, 9.4941781E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 8.1894123E+000, 9.4892141E+002, 9.4892141E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 8.1986611E+000, 9.4842454E+002, 9.4842454E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 8.2067275E+000, 9.4793936E+002, 9.4793936E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 8.2139513E+000, 9.4745379E+002, 9.4745379E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 8.2204198E+000, 9.4696786E+002, 9.4696786E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 8.2262114E+000, 9.4648157E+002, 9.4648157E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 8.2313964E+000, 9.4599496E+002, 9.4599496E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 8.2360380E+000, 9.4550803E+002, 9.4550803E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 8.2401926E+000, 9.4502081E+002, 9.4502081E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 8.2439110E+000, 9.4453331E+002, 9.4453331E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 8.2472387E+000, 9.4404554E+002, 9.4404554E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 8.2502166E+000, 9.4355750E+002, 9.4355750E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 8.2528812E+000, 9.4306922E+002, 9.4306922E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 8.2552652E+000, 9.4258070E+002, 9.4258070E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 8.2573981E+000, 9.4209194E+002, 9.4209194E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 8.2593061E+000, 9.4160296E+002, 9.4160296E+002, 5.1150000E+000, 0.0000000E+000
 5.4100000E+000, 8.2610129E+000, 9.4111376E+002, 9.4111376E+002, 5.3150000E+000, 0.0000000E+000
 5.6100000E+000, 8.2625396E+000, 9.4062434E+002, 9.4062434E+002, 5.5150000E+000, 0.0000000E+000
 5.8100000E+000, 8.2639051E+000, 9.4013471E+002, 9.4013471E+002, 5.7150000E+000, 0.0000000E+000
 6.0100000E+000, 8.2651264E+000, 9.3964488E+002, 9.3964488E+002, 5.9150000E+000, 0.0000000E+000
 6.2100000E+000, 8.2662187E+000, 9.3915485E+002, 9.3915485E+002, 6.1150000E+000, 0.0000000E+000
 6.4100000E+000, 8.2671955E+000, 9.3866462E+002, 9.3866462E+002, 6.3150000E+000, 0.0000000E+000
 6.6100000E+000, 8.2680691E+000, 9.3817420E+002, 9.3817420E+002, 6.5150000E+000, 0.0000000E+000
 6.8100000E+000, 8.2688503E+000, 9.3768358E+002, 9.3768358E+002, 6.7150000E+000, 0.0000000E+000
 7.0100000E+000, 8.2695489E+000, 9.3719278E+002, 9.3719278E+002, 6.9150000E+000, 0.0000000E+000
 7.2100000E+000, 8.2701736E+000, 9.3670179E+002, 9.3670179E+002, 7.1150000E+000, 0.0000000E+000
 7.4100000E+000, 8.2707323E+000, 9.3621061E+002, 9.3621061E+002, 7.3150000E+000, 0.0000000E+000
 7.6100000E+000, 8.2712320E+000, 9.3571925E+002, 9.3571925E+002, 7.5150000E+000, 0.0000000E+000
 7.8100000E+000, 8.2716788E+000, 9.3522771E+002, 9.3522771E+002, 7.7150000E+000, 0.0000000E+000
 8.0100000E+000, 8.2720785E+000, 9.3473598E+002, 9.3473598E+002, 7.9150000E+000, 0.0000000E+000
 8.2100000E+000, 8.2724359E+000, 9.3424408E+002, 9.3424408E+002, 8.1150000E+000, 0.0000000E+000
 8.4100000E+000, 8.2727557E+000, 9.3375200E+002, 9.3375200E+002, 8.3150000E+000, 0.0000000E+000
 8.6100000E+000, 8.2730418E+000, 9.3325974E+002, 9.3325974E+002, 8.5150000E+000, 0.0000000E+000
 8.8100000E+000, 8.2732978E+000, 9.3276731E+002, 9.3276731E+002, 8.7150000E+000, 0.0000000E+000
 9.0100000E+000, 8.2735269E+000, 9.3227469E+002, 9.3227469E+002, 8.9150000E+000, 0.0000000E+000
 9.2100000E+000, 8.2737320E+000, 9.3178191E+002, 9.3178191E+002, 9.1150000E+000, 0.0000000E+000
 9.4100000E+000, 8.2739157E+000, 9.3128894E+002, 9.3128894E+002, 9.3150000E+000, 0.0000000E+000
 9.6100000E+000, 8.2740801E+000, 9.3079581E+002, 9.3079581E+002, 9.5150000E+000, 0.0000000E+000
 9.8100000E+000, 8.2742275E+000, 9.3030249E+002, 9.3030249E+002, 9.7150000E+000, 0.0000000E+000
 1.0010000E+001, 8.2743595E+000, 9.2980901E+002, 9.2980901E+002, 9.9150000E+000, 0.0000000E+000
 1.0210000E+001, 8.2744780E+000, 9.2931535E+002, 9.2980901E+002, 9.9150000E+000, 4.5884701E-009
 1.0410000E+001, 8.2745842E+000, 9.2882151E+002, 9.2980901E+002, 9.9150000E+000, 4.5880694E-009
 1.0610000E+001, 8.2746795E+000, 9.2832750E+002, 9.2980901E+002, 9.9150000E+000, 4.5876599E-009
 1.0810000E+001, 8.2747652E+000, 9.2783332E+002, 9.2980901E+002, 9.9150000E+000, 4.5872472E-009
 1.1010000E+001, 8.2748422E+000, 9.2733897E+002, 9.2980901E+002, 9.9150000E+000, 4.5868328E-009
 1.1210000E+001, 8.2749114E+000, 9.2684444E+002, 9.2980901E+002, 9.9150000E+000, 4.5864170E-009
 1.1410000E+001, 8.2749738E+000, 9.2634973E+002, 9.2980901E+002, 9.9150000E+000, 4.5860000E-009
 1.1610000E+001, 8.2750300E+000, 9.2585486E+002, 9.2980901E+002, 9.9150000E+000, 4.5855821E-009
 1.1810000E+001, 8.2750807E+000, 9.2535981E+002, 9.2980901E+002, 9.9150000E+000, 4.5851632E-009
 1.2010000E+001, 8.2751265E+000, 9.2486459E+002, 9.2980901E+002, 9.9150000E+000, 4.5847436E-009
 1.2210000E+001, 8.2751679E+000, 9.2436919E+002, 9.2980901E+002, 9.9150000E+000, 4.5843231E-009
 1.2410000E+001, 8.2752054E+000, 9.2387362E+002, 9.2980901E+002, 9.9150000E+000, 4.5839020E-009
 1.2610000E+001, 8.2752395E+000, 9.2337787E+002, 9.2980901E+002, 9.9150000E+000, 4.5834801E-009
 1.2810000E+001, 8.2752704E+000, 9.2288196E+002, 9.2980901E+002, 9.9150000E+000, 4.5830577E-009
 1.3010000E+001, 8.2752986E+000, 9.2238586E+002, 9.2980901E+002, 9.9150000E+000, 4.5826347E-009
 1.3210000E+001, 8.2753244E+000, 9.2188960E+002, 9.2980901E+002, 9.9150000E+000, 4.5822111E-009
 1.3410000E+001, 8.2753479E+000, 9.2139316E+002, 9.2980901E+002, 9.9150000E+000, 4.5817870E-009
 1.3610000E+001, 8.2753695E+000, 9.2089654E+002, 9.2980901E+002, 9.9150000E+000, 4.5813624E-009
 1.3810000E+001, 8.2753894E+000, 9.2039975E+002, 9.2980901E+002, 9.9150000E+000, 4.5809373E-009
 1.4010000E+001, 8.2754077E+000, 9.1990278E+002, 9.2980901E+002, 9.9150000E+000, 4.5805118E-009
 1.4210000E+001, 8.2754246E+000, 9.1940564E+002, 9.2980901E+002, 9.9150000E+000, 4.5800858E-009
 1.4410000E+001, 8.2754403E+000, 9.1890833E+002, 9.2980901E+002, 9.9150000E+000, 4.5796595E-009
 1.4610000E+001, 8.2754548E+000, 9.1841084E+002, 9.2980901E+002, 9.9150000E+000, 4.5792327E-009
 1.4810000E+001, 8.2754685E+000, 9.1791317E+002, 9.2980901E+002, 9.9150000E+000, 4.5788055E-009
 1.5000000E+001, 8.2754809E+000, 9.1742777E+002, 9.2980901E+002, 9.9150000E+000, 4.5783994E-009
