s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000,-1.8000000E+000, 1.1000000E+003, 1.1000000E+003, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 5.4900000E+000, 1.0982500E+003, 1.0982500E+003, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 5.4900000E+000, 1.0947936E+003, 1.0947936E+003, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 5.4900000E+000, 1.0913304E+003, 1.0913304E+003, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 5.4900000E+000, 1.0878602E+003, 1.0878602E+003, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 5.4900000E+000, 1.0843831E+003, 1.0843831E+003, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 5.4900000E+000, 1.0808991E+003, 1.0808991E+003, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 5.4900000E+000, 1.0774079E+003, 1.0774079E+003, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 5.4900000E+000, 1.0739097E+003, 1.0739097E+003, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 5.4900000E+000, 1.0704043E+003, 1.0704043E+003, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 5.4900000E+000, 1.0668917E+003, 1.0668917E+003, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 5.4900000E+000, 1.0632837E+003, 1.0632837E+003, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 5.4900000E+000, 1.0596681E+003, 1.0596681E+003, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 5.4900000E+000, 1.0561331E+003, 1.0561331E+003, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 5.4900000E+000, 1.0525908E+003, 1.0525908E+003, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 5.4900000E+000, 1.0490409E+003, 1.0490409E+003, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 5.4900000E+000, 1.0454835E+003, 1.0454835E+003, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 5.4900000E+000, 1.0419184E+003, 1.0419184E+003, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 5.4900000E+000, 1.0383457E+003, 1.0383457E+003, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 5.4900000E+000, 1.0347653E+003, 1.0347653E+003, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 5.4900000E+000, 1.0311770E+003, 1.0311770E+003, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 5.4900000E+000, 1.0275809E+003, 1.0275809E+003, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 5.4900000E+000, 1.0239769E+003, 1.0239769E+003, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 5.4900000E+000, 1.0203649E+003, 1.0203649E+003, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 5.4900000E+000, 1.0167448E+003, 1.0167448E+003, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 5.4900000E+000, 1.0131166E+003, 1.0131166E+003, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 5.4900000E+000, 1.0094802E+003, 1.0131166E+003, 4.9150000E+000, 3.6751189E-008
 5.4100000E+000, 5.4900000E+000, 1.0058356E+003, 1.0131166E+003, 4.9150000E+000, 3.6726646E-008
 5.6100000E+000, 5.4900000E+000, 1.0021826E+003, 1.0131166E+003, 4.9150000E+000, 3.6701974E-008
 5.8100000E+000, 5.4900000E+000, 9.9852123E+002, 1.0131166E+003, 4.9150000E+000, 3.6677216E-008
 6.0100000E+000, 5.4900000E+000, 9.9485139E+002, 1.0131166E+003, 4.9150000E+000, 3.6652382E-008
 6.2100000E+000, 5.4900000E+000, 9.9117301E+002, 1.0131166E+003, 4.9150000E+000, 3.6627474E-008
 6.4100000E+000, 5.4900000E+000, 9.8748601E+002, 1.0131166E+003, 4.9150000E+000, 3.6602494E-008
 6.6100000E+000, 5.4900000E+000, 9.8379032E+002, 1.0131166E+003, 4.9150000E+000, 3.6577440E-008
 6.8100000E+000, 5.4900000E+000, 9.8008587E+002, 1.0131166E+003, 4.9150000E+000, 3.6552313E-008
 7.0100000E+000, 5.4900000E+000, 9.7637257E+002, 1.0131166E+003, 4.9150000E+000, 3.6527113E-008
 7.2100000E+000, 5.4900000E+000, 9.7265035E+002, 1.0131166E+003, 4.9150000E+000, 3.6501839E-008
 7.4100000E+000, 5.4900000E+000, 9.6891912E+002, 1.0131166E+003, 4.9150000E+000, 3.6476491E-008
 7.6100000E+000, 5.4900000E+000, 9.6517882E+002, 1.0131166E+003, 4.9150000E+000, 3.6451067E-008
 7.8100000E+000, 5.4900000E+000, 9.6142935E+002, 1.0131166E+003, 4.9150000E+000, 3.6425568E-008
 8.0100000E+000, 5.4900000E+000, 9.5767064E+002, 1.0131166E+003, 4.9150000E+000, 3.6399993E-008
 8.2100000E+000, 5.4900000E+000, 9.5390259E+002, 1.0131166E+003, 4.9150000E+000, 3.6374341E-008
 8.4100000E+000, 5.4900000E+000, 9.5012512E+002, 1.0131166E+003, 4.9150000E+000, 3.6348611E-008
 8.6100000E+000, 5.4900000E+000, 9.4633816E+002, 1.0131166E+003, 4.9150000E+000, 3.6322804E-008
 8.8100000E+000, 5.4900000E+000, 9.4254159E+002, 1.0131166E+003, 4.9150000E+000, 3.6296917E-008
 9.0100000E+000, 5.4900000E+000, 9.3873535E+002, 1.0131166E+003, 4.9150000E+000, 3.6270952E-008
 9.2100000E+000, 5.4900000E+000, 9.3491933E+002, 1.0131166E+003, 4.9150000E+000, 3.6244906E-008
 9.4100000E+000, 5.4900000E+000, 9.3109344E+002, 1.0131166E+003, 4.9150000E+000, 3.6218780E-008
 9.6100000E+000, 5.4900000E+000, 9.2725759E+002, 1.0131166E+003, 4.9150000E+000, 3.6192572E-008
 9.8100000E+000, 5.4900000E+000, 9.2341169E+002, 1.0131166E+003, 4.9150000E+000, 3.6166282E-008
 1.0000000E+001, 5.4900000E+000, 9.1965220E+002, 1.0131166E+003, 4.9150000E+000, 3.6141230E-008
