s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 8.0000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 7.9985501E+000, 9.5386303E+002, 9.5386303E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 7.9958980E+000, 9.5360212E+002, 9.5360212E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 7.9933992E+000, 9.5334121E+002, 9.5334121E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.9910449E+000, 9.5308027E+002, 9.5308027E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.9888269E+000, 9.5281932E+002, 9.5281932E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.9867373E+000, 9.5255835E+002, 9.5255835E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.9847687E+000, 9.5229736E+002, 9.5229736E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.9829142E+000, 9.5203634E+002, 9.5203634E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.9811672E+000, 9.5177530E+002, 9.5177530E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.9795216E+000, 9.5151423E+002, 9.5151423E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.9779343E+000, 9.5124660E+002, 9.5124660E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.9764407E+000, 9.5097894E+002, 9.5097894E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.9750696E+000, 9.5071778E+002, 9.5071778E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.9737782E+000, 9.5045658E+002, 9.5045658E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.9725620E+000, 9.5019535E+002, 9.5019535E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.9714165E+000, 9.4993408E+002, 9.4993408E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.9703378E+000, 9.4967278E+002, 9.4967278E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 7.9693220E+000, 9.4941143E+002, 9.4941143E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 7.9683654E+000, 9.4915005E+002, 9.4915005E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 7.9674646E+000, 9.4888863E+002, 9.4888863E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 7.9666165E+000, 9.4862717E+002, 9.4862717E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 7.9658179E+000, 9.4836566E+002, 9.4836566E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 7.9650661E+000, 9.4810411E+002, 9.4810411E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 7.9643582E+000, 9.4784252E+002, 9.4784252E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 7.9636918E+000, 9.4758088E+002, 9.4758088E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 7.9630645E+000, 9.4731920E+002, 9.4731920E+002, 5.1150000E+000, 0.0000000E+000
 5.4100000E+000, 7.9624740E+000, 9.4705747E+002, 9.4705747E+002, 5.3150000E+000, 0.0000000E+000
 5.6100000E+000, 7.9619181E+000, 9.4679570E+002, 9.4679570E+002, 5.5150000E+000, 0.0000000E+000
 5.8100000E+000, 7.9613949E+000, 9.4653387E+002, 9.4653387E+002, 5.7150000E+000, 0.0000000E+000
 6.0100000E+000, 7.9609025E+000, 9.4627201E+002, 9.4627201E+002, 5.9150000E+000, 0.0000000E+000
 6.2100000E+000, 7.9604391E+000, 9.4601009E+002, 9.4601009E+002, 6.1150000E+000, 0.0000000E+000
 6.4100000E+000, 7.9600029E+000, 9.4574812E+002, 9.4574812E+002, 6.3150000E+000, 0.0000000E+000
 6.6100000E+000, 7.9595925E+000, 9.4548611E+002, 9.4548611E+002, 6.5150000E+000, 0.0000000E+000
 6.8100000E+000, 7.9592063E+000, 9.4522404E+002, 9.4522404E+002, 6.7150000E+000, 0.0000000E+000
 7.0100000E+000, 7.9588430E+000, 9.4496193E+002, 9.4496193E+002, 6.9150000E+000, 0.0000000E+000
 7.2100000E+000, 7.9585011E+000, 9.4469977E+002, 9.4469977E+002, 7.1150000E+000, 0.0000000E+000
 7.4100000E+000, 7.9581794E+000, 9.4443755E+002, 9.4443755E+002, 7.3150000E+000, 0.0000000E+000
 7.6100000E+000, 7.9578769E+000, 9.4417528E+002, 9.4417528E+002, 7.5150000E+000, 0.0000000E+000
 7.8100000E+000, 7.9575923E+000, 9.4391297E+002, 9.4391297E+002, 7.7150000E+000, 0.0000000E+000
 8.0100000E+000, 7.9573246E+000, 9.4365060E+002, 9.4365060E+002, 7.9150000E+000, 0.0000000E+000
 8.2100000E+000, 7.9570728E+000, 9.4338818E+002, 9.4338818E+002, 8.1150000E+000, 0.0000000E+000
 8.4100000E+000, 7.9568360E+000, 9.4312570E+002, 9.4312570E+002, 8.3150000E+000, 0.0000000E+000
 8.6100000E+000, 7.9566134E+000, 9.4286318E+002, 9.4286318E+002, 8.5150000E+000, 0.0000000E+000
 8.8100000E+000, 7.9564040E+000, 9.4260060E+002, 9.4260060E+002, 8.7150000E+000, 0.0000000E+000
 9.0100000E+000, 7.9562072E+000, 9.4233797E+002, 9.4233797E+002, 8.9150000E+000, 0.0000000E+000
 9.2100000E+000, 7.9560221E+000, 9.4207528E+002, 9.4207528E+002, 9.1150000E+000, 0.0000000E+000
 9.4100000E+000, 7.9558482E+000, 9.4181254E+002, 9.4181254E+002, 9.3150000E+000, 0.0000000E+000
 9.6100000E+000, 7.9556847E+000, 9.4154975E+002, 9.4154975E+002, 9.5150000E+000, 0.0000000E+000
 9.8100000E+000, 7.9555311E+000, 9.4128690E+002, 9.4128690E+002, 9.7150000E+000, 0.0000000E+000
 1.0010000E+001, 7.9553867E+000, 9.4102400E+002, 9.4102400E+002, 9.9150000E+000, 0.0000000E+000
 1.0210000E+001, 7.9552511E+000, 9.4076104E+002, 9.4102400E+002, 9.9150000E+000, 2.4740316E-009
 1.0410000E+001, 7.9551237E+000, 9.4049803E+002, 9.4102400E+002, 9.9150000E+000, 2.4739490E-009
 1.0610000E+001, 7.9550040E+000, 9.4023497E+002, 9.4102400E+002, 9.9150000E+000, 2.4738627E-009
 1.0810000E+001, 7.9548916E+000, 9.3997185E+002, 9.4102400E+002, 9.9150000E+000, 2.4737756E-009
 1.1010000E+001, 7.9547860E+000, 9.3970867E+002, 9.4102400E+002, 9.9150000E+000, 2.4736885E-009
 1.1210000E+001, 7.9546869E+000, 9.3944544E+002, 9.4102400E+002, 9.9150000E+000, 2.4736016E-009
 1.1410000E+001, 7.9545939E+000, 9.3918216E+002, 9.4102400E+002, 9.9150000E+000, 2.4735148E-009
 1.1610000E+001, 7.9545066E+000, 9.3891882E+002, 9.4102400E+002, 9.9150000E+000, 2.4734283E-009
 1.1810000E+001, 7.9544247E+000, 9.3865542E+002, 9.4102400E+002, 9.9150000E+000, 2.4733420E-009
 1.2010000E+001, 7.9543478E+000, 9.3839197E+002, 9.4102400E+002, 9.9150000E+000, 2.4732559E-009
 1.2210000E+001, 7.9542757E+000, 9.3812846E+002, 9.4102400E+002, 9.9150000E+000, 2.4731701E-009
 1.2410000E+001, 7.9542081E+000, 9.3786490E+002, 9.4102400E+002, 9.9150000E+000, 2.4730846E-009
 1.2610000E+001, 7.9541447E+000, 9.3760128E+002, 9.4102400E+002, 9.9150000E+000, 2.4729992E-009
 1.2810000E+001, 7.9540853E+000, 9.3733760E+002, 9.4102400E+002, 9.9150000E+000, 2.4729141E-009
 1.3010000E+001, 7.9540297E+000, 9.3707387E+002, 9.4102400E+002, 9.9150000E+000, 2.4728291E-009
 1.3210000E+001, 7.9539775E+000, 9.3681008E+002, 9.4102400E+002, 9.9150000E+000, 2.4727444E-009
 1.3410000E+001, 7.9539287E+000, 9.3654623E+002, 9.4102400E+002, 9.9150000E+000, 2.4726598E-009
 1.3610000E+001, 7.9538830E+000, 9.3628233E+002, 9.4102400E+002, 9.9150000E+000, 2.4725755E-009
 1.3810000E+001, 7.9538402E+000, 9.3601837E+002, 9.4102400E+002, 9.9150000E+000, 2.4724913E-009
 1.4010000E+001, 7.9538002E+000, 9.3575435E+002, 9.4102400E+002, 9.9150000E+000, 2.4724073E-009
 1.4210000E+001, 7.9537627E+000, 9.3549028E+002, 9.4102400E+002, 9.9150000E+000, 2.4723234E-009
 1.4410000E+001, 7.9537277E+000, 9.3522615E+002, 9.4102400E+002, 9.9150000E+000, 2.4722397E-009
 1.4610000E+001, 7.9536951E+000, 9.3496197E+002, 9.4102400E+002, 9.9150000E+000, 2.4721562E-009
 1.4810000E+001, 7.9536645E+000, 9.3469772E+002, 9.4102400E+002, 9.9150000E+000, 2.4720728E-009
 1.5000000E+001, 7.9536367E+000, 9.3444003E+002, 9.4102400E+002, 9.9150000E+000, 2.4719937E-009
