m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.185E+01, 2.000E-02, 1.438E+01,-8.522E-01
 6.860E-02, 3.148E+01, 6.865E-02, 1.388E+01,-8.712E-01
 1.172E-01, 3.211E+01, 1.173E-01, 1.380E+01,-8.658E-01
 1.658E-01, 3.302E+01, 1.659E-01, 1.383E+01,-8.600E-01
 2.144E-01, 3.429E+01, 2.146E-01, 1.388E+01,-8.533E-01
 2.630E-01, 3.573E+01, 2.632E-01, 1.393E+01,-8.508E-01
 3.116E-01, 3.734E+01, 3.119E-01, 1.398E+01,-8.364E-01
 3.602E-01, 3.862E+01, 3.605E-01, 1.401E+01,-8.341E-01
 4.088E-01, 3.935E+01, 4.092E-01, 1.402E+01,-8.312E-01
 4.574E-01, 4.046E+01, 4.578E-01, 1.402E+01,-8.191E-01
 5.060E-01, 4.215E+01, 5.065E-01, 1.401E+01,-8.054E-01
 5.547E-01, 4.396E+01, 5.551E-01, 1.402E+01,-7.789E-01
 6.033E-01, 4.750E+01, 6.038E-01, 1.402E+01,-7.540E-01
 6.519E-01, 5.175E+01, 6.524E-01, 1.403E+01,-7.241E-01
 7.005E-01, 5.709E+01, 7.011E-01, 1.405E+01,-6.907E-01
 7.491E-01, 6.530E+01, 7.497E-01, 1.408E+01,-6.678E-01
 7.977E-01, 7.374E+01, 7.984E-01, 1.421E+01,-6.159E-01
 8.463E-01, 8.196E+01, 8.470E-01, 1.539E+01,-5.553E-01
 8.949E-01, 9.066E+01, 8.957E-01, 2.013E+01,-4.605E-01
 9.435E-01, 9.674E+01, 9.443E-01, 3.209E+01,-2.379E-01
 9.921E-01, 1.008E+02, 9.930E-01, 4.914E+01, 8.122E-02
 1.041E+00, 1.043E+02, 1.042E+00, 6.721E+01, 4.137E-01
 1.089E+00, 1.057E+02, 1.090E+00, 8.373E+01, 6.981E-01
 1.138E+00, 1.073E+02, 1.139E+00, 9.318E+01, 8.272E-01
 1.187E+00, 1.094E+02, 1.188E+00, 9.837E+01, 9.292E-01
 1.235E+00, 1.117E+02, 1.236E+00, 1.022E+02, 1.011E+00
 1.284E+00, 1.131E+02, 1.285E+00, 1.050E+02, 1.081E+00
 1.332E+00, 1.138E+02, 1.334E+00, 1.071E+02, 1.170E+00
 1.381E+00, 1.144E+02, 1.382E+00, 1.083E+02, 1.259E+00
 1.430E+00, 1.150E+02, 1.431E+00, 1.087E+02, 1.329E+00
 1.478E+00, 1.159E+02, 1.479E+00, 1.087E+02, 1.387E+00
 1.527E+00, 1.163E+02, 1.528E+00, 1.095E+02, 1.437E+00
 1.575E+00, 1.166E+02, 1.577E+00, 1.107E+02, 1.498E+00
 1.624E+00, 1.167E+02, 1.625E+00, 1.119E+02, 1.601E+00
 1.673E+00, 1.168E+02, 1.674E+00, 1.131E+02, 1.768E+00
 1.721E+00, 1.172E+02, 1.723E+00, 1.145E+02, 1.980E+00
 1.770E+00, 1.177E+02, 1.771E+00, 1.155E+02, 2.012E+00
 1.818E+00, 1.182E+02, 1.820E+00, 1.150E+02, 1.056E+00
 1.867E+00, 1.189E+02,NaN,NaN,NaN
 1.916E+00, 1.194E+02,NaN,NaN,NaN
 1.964E+00, 1.196E+02,NaN,NaN,NaN
 2.013E+00, 1.193E+02,NaN,NaN,NaN
 2.061E+00, 1.191E+02,NaN,NaN,NaN
 2.110E+00, 1.181E+02,NaN,NaN,NaN
