m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 8.984E+01, 2.000E-02, 2.300E+01,-2.861E-06
 6.860E-02, 9.155E+01, 6.865E-02, 2.300E+01,-2.793E-07
 1.172E-01, 9.332E+01, 1.173E-01, 2.300E+01, 2.352E-06
 1.658E-01, 9.386E+01, 1.659E-01, 2.300E+01, 4.013E-06
 2.144E-01, 9.430E+01, 2.146E-01, 2.300E+01, 6.496E-06
 2.630E-01, 9.553E+01, 2.632E-01, 2.300E+01, 7.657E-06
 3.116E-01, 9.865E+01, 3.119E-01, 2.300E+01, 4.781E-06
 3.602E-01, 1.032E+02, 3.605E-01, 2.300E+01, 1.229E-06
 4.088E-01, 1.098E+02, 4.092E-01, 2.300E+01,-2.530E-07
 4.574E-01, 1.169E+02, 4.578E-01, 2.300E+01,-1.233E-06
 5.060E-01, 1.251E+02, 5.065E-01, 2.300E+01,-1.865E-06
 5.547E-01, 1.395E+02, 5.551E-01, 2.300E+01,-2.967E-06
 6.033E-01, 1.555E+02, 6.038E-01, 2.300E+01,-3.860E-06
 6.519E-01, 1.648E+02, 6.524E-01, 2.300E+01,-4.930E-06
 7.005E-01, 1.717E+02, 7.011E-01, 2.300E+01,-8.317E-06
 7.491E-01, 1.763E+02, 7.497E-01, 2.300E+01,-8.219E-06
 7.977E-01, 1.788E+02, 7.984E-01, 2.300E+01,-5.818E-06
 8.463E-01, 1.806E+02, 8.470E-01, 2.300E+01,-6.610E-07
 8.949E-01, 1.824E+02, 8.957E-01, 2.300E+01, 6.854E-06
 9.435E-01, 1.838E+02, 9.443E-01, 2.533E+01,-7.418E-01
 9.921E-01, 1.847E+02, 9.930E-01, 2.505E+01,-1.208E+00
 1.041E+00, 1.852E+02, 1.042E+00, 2.513E+01,-1.119E+00
 1.089E+00, 1.860E+02, 1.090E+00, 2.532E+01,-9.149E-01
 1.138E+00, 1.862E+02, 1.139E+00, 2.548E+01,-7.741E-01
 1.187E+00, 1.862E+02, 1.188E+00, 2.564E+01,-6.889E-01
 1.235E+00, 1.863E+02, 1.236E+00, 2.594E+01,-6.137E-01
 1.284E+00, 1.868E+02, 1.285E+00, 3.083E+01,-5.241E-01
 1.332E+00, 1.874E+02, 1.334E+00, 5.700E+01,-2.604E-01
 1.381E+00, 1.878E+02, 1.382E+00, 9.523E+01, 2.305E-01
 1.430E+00, 1.882E+02, 1.431E+00, 1.256E+02, 5.925E-01
 1.478E+00, 1.886E+02, 1.479E+00, 1.538E+02, 9.703E-01
 1.527E+00, 1.890E+02, 1.528E+00, 1.741E+02, 1.198E+00
 1.575E+00, 1.891E+02, 1.577E+00, 1.811E+02, 1.359E+00
 1.624E+00, 1.896E+02, 1.625E+00, 1.818E+02, 1.485E+00
 1.673E+00, 1.899E+02, 1.674E+00, 1.821E+02, 1.625E+00
 1.721E+00, 1.901E+02, 1.723E+00, 1.831E+02, 1.869E+00
 1.770E+00, 1.904E+02, 1.771E+00, 1.840E+02, 1.974E+00
 1.818E+00, 1.907E+02, 1.820E+00, 1.831E+02, 1.061E+00
 1.867E+00, 1.907E+02,NaN,NaN,NaN
 1.916E+00, 1.909E+02,NaN,NaN,NaN
 1.964E+00, 1.912E+02,NaN,NaN,NaN
 2.013E+00, 1.921E+02,NaN,NaN,NaN
 2.061E+00, 1.926E+02,NaN,NaN,NaN
 2.110E+00, 1.916E+02,NaN,NaN,NaN
