m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.054E+01, 2.000E-02, 2.159E+01,-9.475E-01
 6.860E-02, 4.089E+01, 6.865E-02, 2.108E+01,-9.568E-01
 1.172E-01, 4.176E+01, 1.173E-01, 2.092E+01,-9.531E-01
 1.658E-01, 4.231E+01, 1.659E-01, 2.092E+01,-9.461E-01
 2.144E-01, 4.296E+01, 2.146E-01, 2.098E+01,-9.374E-01
 2.630E-01, 4.402E+01, 2.632E-01, 2.104E+01,-9.327E-01
 3.116E-01, 4.568E+01, 3.119E-01, 2.109E+01,-9.205E-01
 3.602E-01, 4.788E+01, 3.605E-01, 2.112E+01,-9.117E-01
 4.088E-01, 5.048E+01, 4.092E-01, 2.114E+01,-8.979E-01
 4.574E-01, 5.367E+01, 4.578E-01, 2.115E+01,-8.787E-01
 5.060E-01, 5.666E+01, 5.065E-01, 2.115E+01,-8.667E-01
 5.547E-01, 5.955E+01, 5.551E-01, 2.116E+01,-8.447E-01
 6.033E-01, 6.297E+01, 6.038E-01, 2.116E+01,-8.229E-01
 6.519E-01, 6.731E+01, 6.524E-01, 2.119E+01,-7.762E-01
 7.005E-01, 7.342E+01, 7.011E-01, 2.122E+01,-7.299E-01
 7.491E-01, 8.166E+01, 7.497E-01, 2.127E+01,-6.908E-01
 7.977E-01, 9.076E+01, 7.984E-01, 2.143E+01,-6.414E-01
 8.463E-01, 9.979E+01, 8.470E-01, 2.248E+01,-6.156E-01
 8.949E-01, 1.074E+02, 8.957E-01, 2.850E+01,-5.175E-01
 9.435E-01, 1.129E+02, 9.443E-01, 4.505E+01,-2.618E-01
 9.921E-01, 1.172E+02, 9.930E-01, 6.728E+01, 2.108E-01
 1.041E+00, 1.203E+02, 1.042E+00, 9.265E+01, 5.749E-01
 1.089E+00, 1.232E+02, 1.090E+00, 1.087E+02, 8.425E-01
 1.138E+00, 1.250E+02, 1.139E+00, 1.162E+02, 9.574E-01
 1.187E+00, 1.270E+02, 1.188E+00, 1.184E+02, 9.968E-01
 1.235E+00, 1.290E+02, 1.236E+00, 1.197E+02, 1.066E+00
 1.284E+00, 1.304E+02, 1.285E+00, 1.206E+02, 1.148E+00
 1.332E+00, 1.310E+02, 1.334E+00, 1.222E+02, 1.251E+00
 1.381E+00, 1.316E+02, 1.382E+00, 1.235E+02, 1.312E+00
 1.430E+00, 1.322E+02, 1.431E+00, 1.246E+02, 1.373E+00
 1.478E+00, 1.324E+02, 1.479E+00, 1.263E+02, 1.466E+00
 1.527E+00, 1.326E+02, 1.528E+00, 1.274E+02, 1.552E+00
 1.575E+00, 1.327E+02, 1.577E+00, 1.281E+02, 1.644E+00
 1.624E+00, 1.329E+02, 1.625E+00, 1.288E+02, 1.761E+00
 1.673E+00, 1.331E+02, 1.674E+00, 1.296E+02, 1.932E+00
 1.721E+00, 1.332E+02, 1.723E+00, 1.308E+02, 2.118E+00
 1.770E+00, 1.334E+02, 1.771E+00, 1.316E+02, 2.090E+00
 1.818E+00, 1.338E+02, 1.820E+00, 1.300E+02, 9.341E-01
 1.867E+00, 1.341E+02,NaN,NaN,NaN
 1.916E+00, 1.342E+02,NaN,NaN,NaN
 1.964E+00, 1.343E+02,NaN,NaN,NaN
 2.013E+00, 1.343E+02,NaN,NaN,NaN
 2.061E+00, 1.343E+02,NaN,NaN,NaN
 2.110E+00, 1.332E+02,NaN,NaN,NaN
