m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.670E+01, 2.000E-02, 7.945E+00,-6.212E-01
 6.860E-02, 1.591E+01, 6.865E-02, 7.105E+00,-6.395E-01
 1.172E-01, 1.600E+01, 1.173E-01, 6.936E+00,-6.360E-01
 1.658E-01, 1.626E+01, 1.659E-01, 6.879E+00,-6.322E-01
 2.144E-01, 1.664E+01, 2.146E-01, 6.870E+00,-6.298E-01
 2.630E-01, 1.702E+01, 2.632E-01, 6.877E+00,-6.249E-01
 3.116E-01, 1.732E+01, 3.119E-01, 6.886E+00,-6.130E-01
 3.602E-01, 1.752E+01, 3.605E-01, 6.896E+00,-6.074E-01
 4.088E-01, 1.761E+01, 4.092E-01, 6.909E+00,-5.916E-01
 4.574E-01, 1.795E+01, 4.578E-01, 6.924E+00,-5.850E-01
 5.060E-01, 1.833E+01, 5.065E-01, 6.943E+00,-5.689E-01
 5.547E-01, 1.871E+01, 5.551E-01, 6.963E+00,-5.625E-01
 6.033E-01, 1.898E+01, 6.038E-01, 6.996E+00,-5.427E-01
 6.519E-01, 1.917E+01, 6.524E-01, 7.027E+00,-5.228E-01
 7.005E-01, 1.934E+01, 7.011E-01, 7.057E+00,-5.029E-01
 7.491E-01, 1.952E+01, 7.497E-01, 7.089E+00,-4.839E-01
 7.977E-01, 1.992E+01, 7.984E-01, 7.117E+00,-4.659E-01
 8.463E-01, 2.038E+01, 8.470E-01, 7.169E+00,-4.346E-01
 8.949E-01, 2.140E+01, 8.957E-01, 7.222E+00,-4.233E-01
 9.435E-01, 2.325E+01, 9.443E-01, 7.387E+00,-3.971E-01
 9.921E-01, 2.666E+01, 9.930E-01, 8.535E+00,-3.574E-01
 1.041E+00, 3.207E+01, 1.042E+00, 1.193E+01,-2.737E-01
 1.089E+00, 4.198E+01, 1.090E+00, 1.790E+01,-3.308E-02
 1.138E+00, 5.668E+01, 1.139E+00, 2.578E+01, 2.602E-01
 1.187E+00, 7.881E+01, 1.188E+00, 3.797E+01, 4.454E-01
 1.235E+00, 9.856E+01, 1.236E+00, 6.187E+01, 6.672E-01
 1.284E+00, 1.093E+02, 1.285E+00, 8.833E+01, 8.199E-01
 1.332E+00, 1.196E+02, 1.334E+00, 1.065E+02, 9.580E-01
 1.381E+00, 1.298E+02, 1.382E+00, 1.168E+02, 1.070E+00
 1.430E+00, 1.365E+02, 1.431E+00, 1.220E+02, 1.131E+00
 1.478E+00, 1.388E+02, 1.479E+00, 1.252E+02, 1.217E+00
 1.527E+00, 1.404E+02, 1.528E+00, 1.289E+02, 1.338E+00
 1.575E+00, 1.413E+02, 1.577E+00, 1.320E+02, 1.470E+00
 1.624E+00, 1.419E+02, 1.625E+00, 1.342E+02, 1.625E+00
 1.673E+00, 1.426E+02, 1.674E+00, 1.356E+02, 1.793E+00
 1.721E+00, 1.434E+02, 1.723E+00, 1.372E+02, 2.022E+00
 1.770E+00, 1.442E+02, 1.771E+00, 1.382E+02, 2.018E+00
 1.818E+00, 1.449E+02, 1.820E+00, 1.375E+02, 9.502E-01
 1.867E+00, 1.453E+02,NaN,NaN,NaN
 1.916E+00, 1.456E+02,NaN,NaN,NaN
 1.964E+00, 1.458E+02,NaN,NaN,NaN
 2.013E+00, 1.462E+02,NaN,NaN,NaN
 2.061E+00, 1.465E+02,NaN,NaN,NaN
 2.110E+00, 1.459E+02,NaN,NaN,NaN
