m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.695E+01, 2.000E-02, 8.521E+00,-6.374E-01
 6.860E-02, 1.563E+01, 6.865E-02, 7.589E+00,-6.506E-01
 1.172E-01, 1.525E+01, 1.173E-01, 7.463E+00,-6.398E-01
 1.658E-01, 1.517E+01, 1.659E-01, 7.528E+00,-6.447E-01
 2.144E-01, 1.525E+01, 2.146E-01, 7.597E+00,-6.275E-01
 2.630E-01, 1.541E+01, 2.632E-01, 7.598E+00,-6.274E-01
 3.116E-01, 1.565E+01, 3.119E-01, 7.554E+00,-6.180E-01
 3.602E-01, 1.580E+01, 3.605E-01, 7.536E+00,-6.079E-01
 4.088E-01, 1.601E+01, 4.092E-01, 7.584E+00,-5.976E-01
 4.574E-01, 1.622E+01, 4.578E-01, 7.683E+00,-5.833E-01
 5.060E-01, 1.642E+01, 5.065E-01, 7.779E+00,-5.800E-01
 5.547E-01, 1.670E+01, 5.551E-01, 7.864E+00,-5.809E-01
 6.033E-01, 1.701E+01, 6.038E-01, 7.912E+00,-5.759E-01
 6.519E-01, 1.727E+01, 6.524E-01, 7.923E+00,-5.608E-01
 7.005E-01, 1.766E+01, 7.011E-01, 7.908E+00,-5.461E-01
 7.491E-01, 1.811E+01, 7.497E-01, 7.903E+00,-5.220E-01
 7.977E-01, 1.879E+01, 7.984E-01, 7.905E+00,-4.894E-01
 8.463E-01, 2.021E+01, 8.470E-01, 7.897E+00,-4.757E-01
 8.949E-01, 2.216E+01, 8.957E-01, 7.921E+00,-4.445E-01
 9.435E-01, 2.512E+01, 9.443E-01, 7.985E+00,-4.099E-01
 9.921E-01, 3.034E+01, 9.930E-01, 8.409E+00,-3.629E-01
 1.041E+00, 3.929E+01, 1.042E+00, 1.135E+01,-3.127E-01
 1.089E+00, 5.353E+01, 1.090E+00, 1.866E+01,-1.431E-01
 1.138E+00, 6.983E+01, 1.139E+00, 3.028E+01, 1.665E-01
 1.187E+00, 8.938E+01, 1.188E+00, 4.578E+01, 4.887E-01
 1.235E+00, 1.085E+02, 1.236E+00, 6.151E+01, 7.161E-01
 1.284E+00, 1.238E+02, 1.285E+00, 7.190E+01, 8.166E-01
 1.332E+00, 1.339E+02, 1.334E+00, 8.090E+01, 9.471E-01
 1.381E+00, 1.396E+02, 1.382E+00, 9.469E+01, 1.115E+00
 1.430E+00, 1.416E+02, 1.431E+00, 1.070E+02, 1.232E+00
 1.478E+00, 1.417E+02, 1.479E+00, 1.154E+02, 1.326E+00
 1.527E+00, 1.423E+02, 1.528E+00, 1.218E+02, 1.419E+00
 1.575E+00, 1.427E+02, 1.577E+00, 1.274E+02, 1.518E+00
 1.624E+00, 1.433E+02, 1.625E+00, 1.318E+02, 1.632E+00
 1.673E+00, 1.435E+02, 1.674E+00, 1.352E+02, 1.838E+00
 1.721E+00, 1.438E+02, 1.723E+00, 1.386E+02, 2.071E+00
 1.770E+00, 1.443E+02, 1.771E+00, 1.419E+02, 2.119E+00
 1.818E+00, 1.452E+02, 1.820E+00, 1.415E+02, 1.276E+00
 1.867E+00, 1.457E+02,NaN,NaN,NaN
 1.916E+00, 1.460E+02,NaN,NaN,NaN
 1.964E+00, 1.463E+02,NaN,NaN,NaN
 2.013E+00, 1.466E+02,NaN,NaN,NaN
 2.061E+00, 1.463E+02,NaN,NaN,NaN
 2.110E+00, 1.455E+02,NaN,NaN,NaN
