m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.936E+01, 2.000E-02, 3.073E+01,-5.290E-01
 6.860E-02, 3.791E+01, 6.865E-02, 2.958E+01,-5.427E-01
 1.172E-01, 3.754E+01, 1.173E-01, 2.930E+01,-5.380E-01
 1.658E-01, 3.768E+01, 1.659E-01, 2.921E+01,-5.325E-01
 2.144E-01, 3.836E+01, 2.146E-01, 2.919E+01,-5.347E-01
 2.630E-01, 3.919E+01, 2.632E-01, 2.920E+01,-5.276E-01
 3.116E-01, 3.984E+01, 3.119E-01, 2.922E+01,-5.254E-01
 3.602E-01, 4.033E+01, 3.605E-01, 2.926E+01,-5.184E-01
 4.088E-01, 4.071E+01, 4.092E-01, 2.931E+01,-5.160E-01
 4.574E-01, 4.102E+01, 4.578E-01, 2.937E+01,-5.037E-01
 5.060E-01, 4.129E+01, 5.065E-01, 2.944E+01,-4.980E-01
 5.547E-01, 4.159E+01, 5.551E-01, 2.952E+01,-4.860E-01
 6.033E-01, 4.192E+01, 6.038E-01, 2.962E+01,-4.689E-01
 6.519E-01, 4.221E+01, 6.524E-01, 2.972E+01,-4.487E-01
 7.005E-01, 4.252E+01, 7.011E-01, 2.979E+01,-4.400E-01
 7.491E-01, 4.316E+01, 7.497E-01, 2.986E+01,-4.271E-01
 7.977E-01, 4.409E+01, 7.984E-01, 2.991E+01,-4.022E-01
 8.463E-01, 4.501E+01, 8.470E-01, 2.995E+01,-3.873E-01
 8.949E-01, 4.560E+01, 8.957E-01, 3.006E+01,-3.656E-01
 9.435E-01, 4.615E+01, 9.443E-01, 3.087E+01,-3.242E-01
 9.921E-01, 4.672E+01, 9.930E-01, 3.342E+01,-2.612E-01
 1.041E+00, 4.776E+01, 1.042E+00, 3.774E+01,-8.319E-02
 1.089E+00, 4.997E+01, 1.090E+00, 4.166E+01, 1.385E-01
 1.138E+00, 5.902E+01, 1.139E+00, 4.408E+01, 2.030E-01
 1.187E+00, 8.279E+01, 1.188E+00, 4.752E+01, 3.267E-01
 1.235E+00, 1.118E+02, 1.236E+00, 5.417E+01, 4.612E-01
 1.284E+00, 1.379E+02, 1.285E+00, 6.760E+01, 6.140E-01
 1.332E+00, 1.583E+02, 1.334E+00, 8.607E+01, 7.743E-01
 1.381E+00, 1.679E+02, 1.382E+00, 1.029E+02, 8.862E-01
 1.430E+00, 1.705E+02, 1.431E+00, 1.145E+02, 1.003E+00
 1.478E+00, 1.717E+02, 1.479E+00, 1.229E+02, 1.094E+00
 1.527E+00, 1.722E+02, 1.528E+00, 1.296E+02, 1.124E+00
 1.575E+00, 1.723E+02, 1.577E+00, 1.354E+02, 1.213E+00
 1.624E+00, 1.724E+02, 1.625E+00, 1.444E+02, 1.385E+00
 1.673E+00, 1.726E+02, 1.674E+00, 1.557E+02, 1.647E+00
 1.721E+00, 1.726E+02, 1.723E+00, 1.645E+02, 1.938E+00
 1.770E+00, 1.725E+02, 1.771E+00, 1.666E+02, 1.750E+00
 1.818E+00, 1.726E+02, 1.820E+00, 1.582E+02, 2.475E-01
 1.867E+00, 1.730E+02,NaN,NaN,NaN
 1.916E+00, 1.732E+02,NaN,NaN,NaN
 1.964E+00, 1.735E+02,NaN,NaN,NaN
 2.013E+00, 1.737E+02,NaN,NaN,NaN
 2.061E+00, 1.743E+02,NaN,NaN,NaN
 2.110E+00, 1.746E+02,NaN,NaN,NaN
