m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.563E+01, 2.000E-02, 2.188E+01,-7.479E-01
 6.860E-02, 3.547E+01, 6.865E-02, 2.109E+01,-7.702E-01
 1.172E-01, 3.618E+01, 1.173E-01, 2.097E+01,-7.639E-01
 1.658E-01, 3.673E+01, 1.659E-01, 2.097E+01,-7.505E-01
 2.144E-01, 3.692E+01, 2.146E-01, 2.098E+01,-7.448E-01
 2.630E-01, 3.702E+01, 2.632E-01, 2.100E+01,-7.367E-01
 3.116E-01, 3.715E+01, 3.119E-01, 2.103E+01,-7.305E-01
 3.602E-01, 3.726E+01, 3.605E-01, 2.106E+01,-7.292E-01
 4.088E-01, 3.730E+01, 4.092E-01, 2.110E+01,-7.089E-01
 4.574E-01, 3.753E+01, 4.578E-01, 2.114E+01,-6.937E-01
 5.060E-01, 3.831E+01, 5.065E-01, 2.117E+01,-6.656E-01
 5.547E-01, 3.965E+01, 5.551E-01, 2.122E+01,-6.440E-01
 6.033E-01, 4.120E+01, 6.038E-01, 2.126E+01,-6.222E-01
 6.519E-01, 4.234E+01, 6.524E-01, 2.129E+01,-6.013E-01
 7.005E-01, 4.353E+01, 7.011E-01, 2.133E+01,-5.697E-01
 7.491E-01, 4.458E+01, 7.497E-01, 2.136E+01,-5.439E-01
 7.977E-01, 4.590E+01, 7.984E-01, 2.139E+01,-5.134E-01
 8.463E-01, 4.845E+01, 8.470E-01, 2.145E+01,-4.806E-01
 8.949E-01, 5.261E+01, 8.957E-01, 2.164E+01,-4.502E-01
 9.435E-01, 6.065E+01, 9.443E-01, 2.321E+01,-4.100E-01
 9.921E-01, 7.420E+01, 9.930E-01, 2.848E+01,-3.087E-01
 1.041E+00, 9.220E+01, 1.042E+00, 3.642E+01,-1.622E-01
 1.089E+00, 1.105E+02, 1.090E+00, 5.101E+01, 2.224E-01
 1.138E+00, 1.197E+02, 1.139E+00, 7.144E+01, 4.475E-01
 1.187E+00, 1.264E+02, 1.188E+00, 9.956E+01, 8.405E-01
 1.235E+00, 1.349E+02, 1.236E+00, 1.185E+02, 1.019E+00
 1.284E+00, 1.424E+02, 1.285E+00, 1.267E+02, 1.141E+00
 1.332E+00, 1.478E+02, 1.334E+00, 1.326E+02, 1.256E+00
 1.381E+00, 1.542E+02, 1.382E+00, 1.377E+02, 1.350E+00
 1.430E+00, 1.594E+02, 1.431E+00, 1.426E+02, 1.434E+00
 1.478E+00, 1.617E+02, 1.479E+00, 1.469E+02, 1.561E+00
 1.527E+00, 1.631E+02, 1.528E+00, 1.495E+02, 1.671E+00
 1.575E+00, 1.646E+02, 1.577E+00, 1.520E+02, 1.804E+00
 1.624E+00, 1.654E+02, 1.625E+00, 1.534E+02, 1.892E+00
 1.673E+00, 1.662E+02, 1.674E+00, 1.540E+02, 2.025E+00
 1.721E+00, 1.668E+02, 1.723E+00, 1.546E+02, 2.200E+00
 1.770E+00, 1.674E+02, 1.771E+00, 1.556E+02, 2.251E+00
 1.818E+00, 1.680E+02, 1.820E+00, 1.550E+02, 1.281E+00
 1.867E+00, 1.685E+02,NaN,NaN,NaN
 1.916E+00, 1.686E+02,NaN,NaN,NaN
 1.964E+00, 1.694E+02,NaN,NaN,NaN
 2.013E+00, 1.691E+02,NaN,NaN,NaN
 2.061E+00, 1.681E+02,NaN,NaN,NaN
 2.110E+00, 1.673E+02,NaN,NaN,NaN
