m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.994E+01, 2.000E-02, 2.975E+01,-7.171E-01
 6.860E-02, 4.026E+01, 6.865E-02, 2.951E+01,-7.355E-01
 1.172E-01, 4.072E+01, 1.173E-01, 2.948E+01,-7.281E-01
 1.658E-01, 4.103E+01, 1.659E-01, 2.951E+01,-7.255E-01
 2.144E-01, 4.145E+01, 2.146E-01, 2.955E+01,-7.197E-01
 2.630E-01, 4.192E+01, 2.632E-01, 2.960E+01,-7.108E-01
 3.116E-01, 4.297E+01, 3.119E-01, 2.962E+01,-7.040E-01
 3.602E-01, 4.419E+01, 3.605E-01, 2.963E+01,-6.959E-01
 4.088E-01, 4.533E+01, 4.092E-01, 2.963E+01,-6.928E-01
 4.574E-01, 4.723E+01, 4.578E-01, 2.962E+01,-6.821E-01
 5.060E-01, 4.968E+01, 5.065E-01, 2.962E+01,-6.639E-01
 5.547E-01, 5.162E+01, 5.551E-01, 2.963E+01,-6.429E-01
 6.033E-01, 5.355E+01, 6.038E-01, 2.964E+01,-6.297E-01
 6.519E-01, 5.550E+01, 6.524E-01, 2.965E+01,-6.062E-01
 7.005E-01, 5.780E+01, 7.011E-01, 2.967E+01,-5.718E-01
 7.491E-01, 6.119E+01, 7.497E-01, 2.969E+01,-5.478E-01
 7.977E-01, 6.767E+01, 7.984E-01, 2.971E+01,-5.161E-01
 8.463E-01, 7.266E+01, 8.470E-01, 2.989E+01,-4.881E-01
 8.949E-01, 7.827E+01, 8.957E-01, 3.198E+01,-4.499E-01
 9.435E-01, 8.328E+01, 9.443E-01, 3.897E+01,-3.024E-01
 9.921E-01, 8.637E+01, 9.930E-01, 5.173E+01, 1.807E-02
 1.041E+00, 8.804E+01, 1.042E+00, 6.292E+01, 3.457E-01
 1.089E+00, 8.870E+01, 1.090E+00, 7.225E+01, 5.311E-01
 1.138E+00, 8.906E+01, 1.139E+00, 7.704E+01, 6.168E-01
 1.187E+00, 8.972E+01, 1.188E+00, 8.040E+01, 6.886E-01
 1.235E+00, 9.027E+01, 1.236E+00, 8.255E+01, 7.300E-01
 1.284E+00, 9.072E+01, 1.285E+00, 8.374E+01, 7.818E-01
 1.332E+00, 9.098E+01, 1.334E+00, 8.456E+01, 8.553E-01
 1.381E+00, 9.119E+01, 1.382E+00, 8.524E+01, 9.123E-01
 1.430E+00, 9.146E+01, 1.431E+00, 8.590E+01, 9.517E-01
 1.478E+00, 9.187E+01, 1.479E+00, 8.675E+01, 9.962E-01
 1.527E+00, 9.217E+01, 1.528E+00, 8.750E+01, 1.048E+00
 1.575E+00, 9.232E+01, 1.577E+00, 8.820E+01, 1.135E+00
 1.624E+00, 9.253E+01, 1.625E+00, 8.904E+01, 1.232E+00
 1.673E+00, 9.264E+01, 1.674E+00, 8.994E+01, 1.361E+00
 1.721E+00, 9.272E+01, 1.723E+00, 9.080E+01, 1.524E+00
 1.770E+00, 9.290E+01, 1.771E+00, 9.131E+01, 1.535E+00
 1.818E+00, 9.294E+01, 1.820E+00, 9.086E+01, 7.234E-01
 1.867E+00, 9.297E+01,NaN,NaN,NaN
 1.916E+00, 9.293E+01,NaN,NaN,NaN
 1.964E+00, 9.291E+01,NaN,NaN,NaN
 2.013E+00, 9.309E+01,NaN,NaN,NaN
 2.061E+00, 9.303E+01,NaN,NaN,NaN
 2.110E+00, 9.232E+01,NaN,NaN,NaN
