m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.813E+01, 2.000E-02, 8.785E+00,-6.017E-01
 6.860E-02, 1.609E+01, 6.865E-02, 7.597E+00,-6.196E-01
 1.172E-01, 1.578E+01, 1.173E-01, 7.415E+00,-6.150E-01
 1.658E-01, 1.605E+01, 1.659E-01, 7.377E+00,-6.053E-01
 2.144E-01, 1.672E+01, 2.146E-01, 7.347E+00,-5.957E-01
 2.630E-01, 1.726E+01, 2.632E-01, 7.312E+00,-5.911E-01
 3.116E-01, 1.781E+01, 3.119E-01, 7.277E+00,-5.853E-01
 3.602E-01, 1.814E+01, 3.605E-01, 7.252E+00,-5.706E-01
 4.088E-01, 1.873E+01, 4.092E-01, 7.243E+00,-5.602E-01
 4.574E-01, 1.928E+01, 4.578E-01, 7.246E+00,-5.533E-01
 5.060E-01, 1.974E+01, 5.065E-01, 7.283E+00,-5.351E-01
 5.547E-01, 2.012E+01, 5.551E-01, 7.349E+00,-5.158E-01
 6.033E-01, 2.049E+01, 6.038E-01, 7.427E+00,-5.027E-01
 6.519E-01, 2.089E+01, 6.524E-01, 7.524E+00,-4.882E-01
 7.005E-01, 2.143E+01, 7.011E-01, 7.622E+00,-4.725E-01
 7.491E-01, 2.197E+01, 7.497E-01, 7.694E+00,-4.647E-01
 7.977E-01, 2.251E+01, 7.984E-01, 7.758E+00,-4.425E-01
 8.463E-01, 2.301E+01, 8.470E-01, 7.825E+00,-4.041E-01
 8.949E-01, 2.352E+01, 8.957E-01, 7.864E+00,-3.919E-01
 9.435E-01, 2.432E+01, 9.443E-01, 8.234E+00,-3.787E-01
 9.921E-01, 2.565E+01, 9.930E-01, 9.233E+00,-3.330E-01
 1.041E+00, 2.880E+01, 1.042E+00, 1.156E+01,-2.735E-01
 1.089E+00, 3.555E+01, 1.090E+00, 1.617E+01,-1.316E-01
 1.138E+00, 4.692E+01, 1.139E+00, 2.351E+01, 1.175E-01
 1.187E+00, 6.184E+01, 1.188E+00, 3.492E+01, 3.290E-01
 1.235E+00, 8.342E+01, 1.236E+00, 5.144E+01, 6.004E-01
 1.284E+00, 1.078E+02, 1.285E+00, 6.692E+01, 7.885E-01
 1.332E+00, 1.292E+02, 1.334E+00, 8.387E+01, 1.003E+00
 1.381E+00, 1.395E+02, 1.382E+00, 1.016E+02, 1.110E+00
 1.430E+00, 1.435E+02, 1.431E+00, 1.116E+02, 1.134E+00
 1.478E+00, 1.460E+02, 1.479E+00, 1.188E+02, 1.263E+00
 1.527E+00, 1.475E+02, 1.528E+00, 1.215E+02, 1.369E+00
 1.575E+00, 1.483E+02, 1.577E+00, 1.229E+02, 1.505E+00
 1.624E+00, 1.487E+02, 1.625E+00, 1.269E+02, 1.666E+00
 1.673E+00, 1.494E+02, 1.674E+00, 1.330E+02, 1.806E+00
 1.721E+00, 1.499E+02, 1.723E+00, 1.391E+02, 1.995E+00
 1.770E+00, 1.500E+02, 1.771E+00, 1.456E+02, 2.087E+00
 1.818E+00, 1.501E+02, 1.820E+00, 1.473E+02, 1.111E+00
 1.867E+00, 1.507E+02,NaN,NaN,NaN
 1.916E+00, 1.514E+02,NaN,NaN,NaN
 1.964E+00, 1.516E+02,NaN,NaN,NaN
 2.013E+00, 1.519E+02,NaN,NaN,NaN
 2.061E+00, 1.512E+02,NaN,NaN,NaN
 2.110E+00, 1.499E+02,NaN,NaN,NaN
