m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.416E+01, 2.000E-02, 2.030E+01,-7.246E-01
 6.860E-02, 3.384E+01, 6.865E-02, 1.986E+01,-7.414E-01
 1.172E-01, 3.411E+01, 1.173E-01, 1.978E+01,-7.420E-01
 1.658E-01, 3.475E+01, 1.659E-01, 1.979E+01,-7.532E-01
 2.144E-01, 3.585E+01, 2.146E-01, 1.984E+01,-7.500E-01
 2.630E-01, 3.698E+01, 2.632E-01, 1.989E+01,-7.445E-01
 3.116E-01, 3.778E+01, 3.119E-01, 1.994E+01,-7.384E-01
 3.602E-01, 3.846E+01, 3.605E-01, 1.995E+01,-7.391E-01
 4.088E-01, 3.907E+01, 4.092E-01, 1.995E+01,-7.301E-01
 4.574E-01, 3.992E+01, 4.578E-01, 1.996E+01,-7.136E-01
 5.060E-01, 4.097E+01, 5.065E-01, 1.996E+01,-7.110E-01
 5.547E-01, 4.212E+01, 5.551E-01, 1.995E+01,-6.995E-01
 6.033E-01, 4.438E+01, 6.038E-01, 1.995E+01,-6.816E-01
 6.519E-01, 4.776E+01, 6.524E-01, 1.995E+01,-6.633E-01
 7.005E-01, 5.191E+01, 7.011E-01, 1.997E+01,-6.522E-01
 7.491E-01, 5.615E+01, 7.497E-01, 1.999E+01,-6.330E-01
 7.977E-01, 6.048E+01, 7.984E-01, 2.002E+01,-6.071E-01
 8.463E-01, 6.404E+01, 8.470E-01, 2.018E+01,-5.695E-01
 8.949E-01, 6.848E+01, 8.957E-01, 2.188E+01,-5.248E-01
 9.435E-01, 7.324E+01, 9.443E-01, 2.820E+01,-4.475E-01
 9.921E-01, 7.864E+01, 9.930E-01, 3.864E+01,-1.874E-01
 1.041E+00, 8.459E+01, 1.042E+00, 5.088E+01, 2.096E-01
 1.089E+00, 8.952E+01, 1.090E+00, 6.393E+01, 4.968E-01
 1.138E+00, 9.330E+01, 1.139E+00, 7.573E+01, 7.039E-01
 1.187E+00, 9.547E+01, 1.188E+00, 8.434E+01, 8.268E-01
 1.235E+00, 9.677E+01, 1.236E+00, 8.843E+01, 8.866E-01
 1.284E+00, 9.823E+01, 1.285E+00, 9.028E+01, 9.226E-01
 1.332E+00, 9.960E+01, 1.334E+00, 9.182E+01, 9.782E-01
 1.381E+00, 1.012E+02, 1.382E+00, 9.413E+01, 1.056E+00
 1.430E+00, 1.022E+02, 1.431E+00, 9.623E+01, 1.098E+00
 1.478E+00, 1.035E+02, 1.479E+00, 9.779E+01, 1.157E+00
 1.527E+00, 1.043E+02, 1.528E+00, 9.885E+01, 1.207E+00
 1.575E+00, 1.046E+02, 1.577E+00, 9.945E+01, 1.281E+00
 1.624E+00, 1.047E+02, 1.625E+00, 1.002E+02, 1.393E+00
 1.673E+00, 1.048E+02, 1.674E+00, 1.015E+02, 1.576E+00
 1.721E+00, 1.052E+02, 1.723E+00, 1.033E+02, 1.779E+00
 1.770E+00, 1.058E+02, 1.771E+00, 1.037E+02, 1.637E+00
 1.818E+00, 1.061E+02, 1.820E+00, 9.984E+01, 3.741E-01
 1.867E+00, 1.061E+02,NaN,NaN,NaN
 1.916E+00, 1.060E+02,NaN,NaN,NaN
 1.964E+00, 1.059E+02,NaN,NaN,NaN
 2.013E+00, 1.056E+02,NaN,NaN,NaN
 2.061E+00, 1.057E+02,NaN,NaN,NaN
 2.110E+00, 1.059E+02,NaN,NaN,NaN
