m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.475E+01, 2.000E-02, 9.847E+00,-9.197E-01
 6.860E-02, 2.508E+01, 6.865E-02, 9.204E+00,-9.352E-01
 1.172E-01, 2.666E+01, 1.173E-01, 9.035E+00,-9.253E-01
 1.658E-01, 2.798E+01, 1.659E-01, 8.985E+00,-9.305E-01
 2.144E-01, 2.857E+01, 2.146E-01, 8.976E+00,-9.076E-01
 2.630E-01, 2.911E+01, 2.632E-01, 8.992E+00,-8.978E-01
 3.116E-01, 2.957E+01, 3.119E-01, 9.016E+00,-8.861E-01
 3.602E-01, 3.013E+01, 3.605E-01, 9.044E+00,-8.676E-01
 4.088E-01, 3.111E+01, 4.092E-01, 9.077E+00,-8.494E-01
 4.574E-01, 3.314E+01, 4.578E-01, 9.115E+00,-8.271E-01
 5.060E-01, 3.468E+01, 5.065E-01, 9.151E+00,-8.067E-01
 5.547E-01, 3.552E+01, 5.551E-01, 9.193E+00,-7.718E-01
 6.033E-01, 3.677E+01, 6.038E-01, 9.227E+00,-7.514E-01
 6.519E-01, 3.856E+01, 6.524E-01, 9.270E+00,-7.181E-01
 7.005E-01, 4.015E+01, 7.011E-01, 9.303E+00,-6.933E-01
 7.491E-01, 4.222E+01, 7.497E-01, 9.369E+00,-6.369E-01
 7.977E-01, 4.700E+01, 7.984E-01, 9.422E+00,-6.044E-01
 8.463E-01, 5.427E+01, 8.470E-01, 9.579E+00,-5.859E-01
 8.949E-01, 6.501E+01, 8.957E-01, 1.094E+01,-5.257E-01
 9.435E-01, 8.328E+01, 9.443E-01, 1.979E+01,-4.205E-01
 9.921E-01, 1.059E+02, 9.930E-01, 4.404E+01, 1.076E-02
 1.041E+00, 1.222E+02, 1.042E+00, 7.187E+01, 4.445E-01
 1.089E+00, 1.339E+02, 1.090E+00, 9.659E+01, 8.265E-01
 1.138E+00, 1.420E+02, 1.139E+00, 1.142E+02, 1.061E+00
 1.187E+00, 1.479E+02, 1.188E+00, 1.271E+02, 1.228E+00
 1.235E+00, 1.525E+02, 1.236E+00, 1.376E+02, 1.397E+00
 1.284E+00, 1.573E+02, 1.285E+00, 1.453E+02, 1.549E+00
 1.332E+00, 1.592E+02, 1.334E+00, 1.496E+02, 1.626E+00
 1.381E+00, 1.597E+02, 1.382E+00, 1.527E+02, 1.728E+00
 1.430E+00, 1.619E+02, 1.431E+00, 1.555E+02, 1.848E+00
 1.478E+00, 1.657E+02, 1.479E+00, 1.581E+02, 1.963E+00
 1.527E+00, 1.681E+02, 1.528E+00, 1.599E+02, 2.032E+00
 1.575E+00, 1.697E+02, 1.577E+00, 1.613E+02, 2.106E+00
 1.624E+00, 1.711E+02, 1.625E+00, 1.628E+02, 2.172E+00
 1.673E+00, 1.725E+02, 1.674E+00, 1.640E+02, 2.298E+00
 1.721E+00, 1.731E+02, 1.723E+00, 1.648E+02, 2.505E+00
 1.770E+00, 1.734E+02, 1.771E+00, 1.649E+02, 2.518E+00
 1.818E+00, 1.742E+02, 1.820E+00, 1.639E+02, 1.433E+00
 1.867E+00, 1.751E+02,NaN,NaN,NaN
 1.916E+00, 1.758E+02,NaN,NaN,NaN
 1.964E+00, 1.758E+02,NaN,NaN,NaN
 2.013E+00, 1.756E+02,NaN,NaN,NaN
 2.061E+00, 1.746E+02,NaN,NaN,NaN
 2.110E+00, 1.729E+02,NaN,NaN,NaN
