s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 6.000E+00, 2.130E+00
 1.002E+01, 6.002E+00, 2.130E+00
 2.003E+01, 6.011E+00, 2.130E+00
 3.000E+01, 6.024E+00, 2.130E+00
 4.003E+01, 1.829E+01, 2.049E+00
 5.004E+01, 4.066E+01, 1.364E+00
 6.002E+01, 4.528E+01, 7.866E-01
 7.001E+01, 5.384E+01, 7.752E-01
 8.000E+01, 6.308E+01, 1.070E+00
 9.000E+01, 7.078E+01, 1.370E+00
 1.000E+02, 7.052E+01, 1.529E+00
 1.100E+02, 7.169E+01, 1.415E+00
 1.200E+02, 8.036E+01, 1.251E+00
 1.300E+02, 9.327E+01, 1.330E+00
 1.400E+02, 1.006E+02, 1.249E+00
 1.500E+02, 1.026E+02, 1.221E+00
 1.600E+02, 1.070E+02, 1.331E+00
 1.700E+02, 1.063E+02, 1.424E+00
 1.800E+02, 1.045E+02, 1.270E+00
 1.900E+02, 1.047E+02, 1.190E+00
 2.000E+02, 1.081E+02, 1.204E+00
 2.100E+02, 1.102E+02, 1.207E+00
 2.200E+02, 1.073E+02, 1.154E+00
 2.300E+02, 1.010E+02, 1.138E+00
 2.400E+02, 1.110E+02, 1.132E+00
 2.501E+02, 1.162E+02, 1.141E+00
 2.600E+02, 1.232E+02, 1.178E+00
 2.700E+02, 1.301E+02, 1.213E+00
 2.800E+02, 1.311E+02, 1.194E+00
 2.900E+02, 1.226E+02, 1.199E+00
 3.000E+02, 1.278E+02, 1.161E+00
 3.100E+02, 1.294E+02, 1.197E+00
 3.200E+02, 1.382E+02, 1.205E+00
 3.300E+02, 1.355E+02, 1.224E+00
 3.400E+02, 1.320E+02, 1.189E+00
 3.500E+02, 1.353E+02, 1.157E+00
 3.601E+02, 1.426E+02, 1.172E+00
 3.700E+02, 1.430E+02, 1.256E+00
 3.800E+02, 1.426E+02, 1.229E+00
 3.900E+02, 1.481E+02, 1.215E+00
 4.000E+02, 1.570E+02, 1.222E+00
 4.100E+02, 1.551E+02, 1.254E+00
 4.200E+02, 1.377E+02, 1.306E+00
 4.300E+02, 1.478E+02, 1.291E+00
 4.400E+02, 1.554E+02, 1.250E+00
 4.500E+02, 1.527E+02, 1.200E+00
 4.600E+02, 1.506E+02, 1.179E+00
 4.700E+02, 1.466E+02, 1.317E+00
 4.800E+02, 1.495E+02, 1.284E+00
 4.900E+02, 1.571E+02, 1.211E+00
 5.000E+02, 1.506E+02, 1.193E+00
 5.100E+02, 1.552E+02, 1.221E+00
 5.200E+02, 1.549E+02, 1.207E+00
 5.300E+02, 1.462E+02, 1.248E+00
 5.400E+02, 1.522E+02, 1.209E+00
 5.500E+02, 1.559E+02, 1.208E+00
 5.600E+02, 1.589E+02, 1.231E+00
 5.700E+02, 1.568E+02, 1.280E+00
 5.800E+02, 1.436E+02, 1.221E+00
 5.900E+02, 1.479E+02, 1.154E+00
 6.000E+02, 1.520E+02, 1.177E+00
 6.100E+02, 1.573E+02, 1.240E+00
 6.200E+02, 1.438E+02, 1.237E+00
 6.300E+02, 1.528E+02, 1.175E+00
 6.400E+02, 1.572E+02, 1.232E+00
 6.500E+02, 1.537E+02, 1.248E+00
 6.600E+02, 1.542E+02, 1.123E+00
 6.700E+02, 1.594E+02, 1.164E+00
 6.800E+02, 1.622E+02, 1.282E+00
 6.900E+02, 1.656E+02, 1.247E+00
 7.000E+02, 1.547E+02, 1.171E+00
 7.100E+02, 1.583E+02, 1.204E+00
 7.200E+02, 1.547E+02, 1.224E+00
 7.300E+02, 1.568E+02, 1.199E+00
 7.400E+02, 1.542E+02, 1.219E+00
 7.500E+02, 1.534E+02, 1.214E+00
 7.600E+02, 1.607E+02, 1.143E+00
 7.700E+02, 1.513E+02, 1.199E+00
 7.800E+02, 1.520E+02, 1.221E+00
 7.900E+02, 1.545E+02, 1.163E+00
 8.000E+02, 1.570E+02, 1.160E+00
 8.100E+02, 1.560E+02, 1.263E+00
 8.200E+02, 1.552E+02, 1.220E+00
 8.300E+02, 1.550E+02, 1.194E+00
 8.400E+02, 1.594E+02, 1.162E+00
 8.500E+02, 1.607E+02, 1.245E+00
 8.600E+02, 1.572E+02, 1.237E+00
 8.700E+02, 1.522E+02, 1.188E+00
 8.800E+02, 1.475E+02, 1.160E+00
 8.900E+02, 1.541E+02, 1.182E+00
 9.000E+02, 1.563E+02, 1.201E+00
 9.100E+02, 1.512E+02, 1.235E+00
 9.200E+02, 1.540E+02, 1.213E+00
 9.300E+02, 1.576E+02, 1.226E+00
 9.400E+02, 1.597E+02, 1.212E+00
 9.500E+02, 1.563E+02, 1.242E+00
 9.600E+02, 1.572E+02, 1.200E+00
 9.700E+02, 1.609E+02, 1.205E+00
 9.800E+02, 1.607E+02, 1.208E+00
 9.900E+02, 1.595E+02, 1.202E+00
 1.000E+03, 1.612E+02, 1.204E+00
 1.010E+03, 1.553E+02, 1.229E+00
 1.020E+03, 1.648E+02, 1.182E+00
 1.030E+03, 1.614E+02, 1.192E+00
 1.040E+03, 1.637E+02, 1.271E+00
 1.050E+03, 1.546E+02, 1.227E+00
 1.060E+03, 1.598E+02, 1.158E+00
 1.070E+03, 1.588E+02, 1.201E+00
 1.080E+03, 1.509E+02, 1.210E+00
 1.090E+03, 1.622E+02, 1.214E+00
 1.100E+03, 1.648E+02, 1.248E+00
 1.110E+03, 1.651E+02, 1.233E+00
 1.120E+03, 1.636E+02, 1.209E+00
 1.130E+03, 1.569E+02, 1.226E+00
 1.140E+03, 1.440E+02, 1.172E+00
 1.150E+03, 1.526E+02, 1.138E+00
 1.160E+03, 1.475E+02, 1.178E+00
 1.170E+03, 1.649E+02, 1.191E+00
 1.180E+03, 1.556E+02, 1.150E+00
 1.190E+03, 1.589E+02, 1.208E+00
 1.200E+03, 1.608E+02, 1.260E+00
 1.210E+03, 1.619E+02, 1.186E+00
 1.220E+03, 1.633E+02, 1.199E+00
 1.230E+03, 1.643E+02, 1.275E+00
 1.240E+03, 1.587E+02, 1.187E+00
 1.250E+03, 1.531E+02, 1.191E+00
 1.260E+03, 1.545E+02, 1.271E+00
 1.270E+03, 1.517E+02, 1.168E+00
 1.280E+03, 1.508E+02, 1.137E+00
 1.290E+03, 1.543E+02, 1.137E+00
 1.300E+03, 1.486E+02, 1.178E+00
 1.310E+03, 1.476E+02, 1.207E+00
 1.320E+03, 1.477E+02, 1.207E+00
 1.330E+03, 1.504E+02, 1.184E+00
 1.340E+03, 1.562E+02, 1.154E+00
 1.350E+03, 1.546E+02, 1.148E+00
 1.360E+03, 1.600E+02, 1.181E+00
 1.370E+03, 1.546E+02, 1.152E+00
 1.380E+03, 1.569E+02, 1.146E+00
 1.390E+03, 1.574E+02, 1.146E+00
 1.400E+03, 1.587E+02, 1.149E+00
 1.410E+03, 1.536E+02, 1.255E+00
 1.420E+03, 1.629E+02, 1.272E+00
