m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.277E+01, 2.000E-02, 1.637E+01,-8.690E-01
 6.860E-02, 3.196E+01, 6.865E-02, 1.590E+01,-8.882E-01
 1.172E-01, 3.258E+01, 1.173E-01, 1.580E+01,-8.868E-01
 1.658E-01, 3.363E+01, 1.659E-01, 1.584E+01,-8.793E-01
 2.144E-01, 3.446E+01, 2.146E-01, 1.590E+01,-8.752E-01
 2.630E-01, 3.583E+01, 2.632E-01, 1.595E+01,-8.802E-01
 3.116E-01, 3.737E+01, 3.119E-01, 1.599E+01,-8.692E-01
 3.602E-01, 3.919E+01, 3.605E-01, 1.602E+01,-8.594E-01
 4.088E-01, 4.111E+01, 4.092E-01, 1.603E+01,-8.513E-01
 4.574E-01, 4.311E+01, 4.578E-01, 1.603E+01,-8.402E-01
 5.060E-01, 4.592E+01, 5.065E-01, 1.602E+01,-8.249E-01
 5.547E-01, 4.939E+01, 5.551E-01, 1.602E+01,-8.011E-01
 6.033E-01, 5.404E+01, 6.038E-01, 1.603E+01,-7.695E-01
 6.519E-01, 5.926E+01, 6.524E-01, 1.604E+01,-7.486E-01
 7.005E-01, 6.513E+01, 7.011E-01, 1.606E+01,-7.088E-01
 7.491E-01, 7.170E+01, 7.497E-01, 1.610E+01,-6.546E-01
 7.977E-01, 7.891E+01, 7.984E-01, 1.618E+01,-6.071E-01
 8.463E-01, 8.498E+01, 8.470E-01, 1.741E+01,-5.769E-01
 8.949E-01, 9.032E+01, 8.957E-01, 2.533E+01,-4.582E-01
 9.435E-01, 9.685E+01, 9.443E-01, 3.960E+01,-1.127E-01
 9.921E-01, 1.034E+02, 9.930E-01, 5.448E+01, 1.549E-01
 1.041E+00, 1.081E+02, 1.042E+00, 7.257E+01, 4.560E-01
 1.089E+00, 1.105E+02, 1.090E+00, 8.824E+01, 7.059E-01
 1.138E+00, 1.123E+02, 1.139E+00, 9.683E+01, 8.499E-01
 1.187E+00, 1.132E+02, 1.188E+00, 1.008E+02, 9.141E-01
 1.235E+00, 1.141E+02, 1.236E+00, 1.032E+02, 9.679E-01
 1.284E+00, 1.150E+02, 1.285E+00, 1.056E+02, 1.046E+00
 1.332E+00, 1.165E+02, 1.334E+00, 1.077E+02, 1.121E+00
 1.381E+00, 1.179E+02, 1.382E+00, 1.091E+02, 1.181E+00
 1.430E+00, 1.187E+02, 1.431E+00, 1.101E+02, 1.250E+00
 1.478E+00, 1.191E+02, 1.479E+00, 1.110E+02, 1.346E+00
 1.527E+00, 1.191E+02, 1.528E+00, 1.117E+02, 1.446E+00
 1.575E+00, 1.191E+02, 1.577E+00, 1.119E+02, 1.537E+00
 1.624E+00, 1.190E+02, 1.625E+00, 1.124E+02, 1.652E+00
 1.673E+00, 1.191E+02, 1.674E+00, 1.134E+02, 1.794E+00
 1.721E+00, 1.189E+02, 1.723E+00, 1.150E+02, 1.980E+00
 1.770E+00, 1.187E+02, 1.771E+00, 1.160E+02, 1.966E+00
 1.818E+00, 1.188E+02, 1.820E+00, 1.151E+02, 8.738E-01
 1.867E+00, 1.189E+02,NaN,NaN,NaN
 1.916E+00, 1.189E+02,NaN,NaN,NaN
 1.964E+00, 1.197E+02,NaN,NaN,NaN
 2.013E+00, 1.204E+02,NaN,NaN,NaN
 2.061E+00, 1.207E+02,NaN,NaN,NaN
 2.110E+00, 1.201E+02,NaN,NaN,NaN
