m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.923E+01, 2.000E-02, 8.391E+00,-6.323E-01
 6.860E-02, 1.841E+01, 6.865E-02, 7.476E+00,-6.551E-01
 1.172E-01, 1.835E+01, 1.173E-01, 7.456E+00,-6.459E-01
 1.658E-01, 1.780E+01, 1.659E-01, 7.603E+00,-6.417E-01
 2.144E-01, 1.737E+01, 2.146E-01, 7.773E+00,-6.385E-01
 2.630E-01, 1.769E+01, 2.632E-01, 7.830E+00,-6.445E-01
 3.116E-01, 1.755E+01, 3.119E-01, 7.906E+00,-6.717E-01
 3.602E-01, 1.759E+01, 3.605E-01, 7.937E+00,-6.567E-01
 4.088E-01, 1.801E+01, 4.092E-01, 8.049E+00,-6.559E-01
 4.574E-01, 1.885E+01, 4.578E-01, 8.232E+00,-6.203E-01
 5.060E-01, 1.940E+01, 5.065E-01, 8.348E+00,-6.036E-01
 5.547E-01, 2.066E+01, 5.551E-01, 8.350E+00,-6.054E-01
 6.033E-01, 2.200E+01, 6.038E-01, 8.301E+00,-5.965E-01
 6.519E-01, 2.344E+01, 6.524E-01, 8.262E+00,-5.804E-01
 7.005E-01, 2.536E+01, 7.011E-01, 8.214E+00,-5.713E-01
 7.491E-01, 2.936E+01, 7.497E-01, 8.184E+00,-5.540E-01
 7.977E-01, 3.436E+01, 7.984E-01, 8.185E+00,-5.314E-01
 8.463E-01, 3.856E+01, 8.470E-01, 8.190E+00,-5.172E-01
 8.949E-01, 4.213E+01, 8.957E-01, 8.215E+00,-4.868E-01
 9.435E-01, 4.788E+01, 9.443E-01, 8.499E+00,-4.482E-01
 9.921E-01, 5.458E+01, 9.930E-01, 1.089E+01,-3.800E-01
 1.041E+00, 6.599E+01, 1.042E+00, 1.860E+01,-2.341E-01
 1.089E+00, 8.015E+01, 1.090E+00, 3.233E+01, 1.205E-01
 1.138E+00, 9.628E+01, 1.139E+00, 3.980E+01, 2.530E-01
 1.187E+00, 1.134E+02, 1.188E+00, 5.958E+01, 6.540E-01
 1.235E+00, 1.232E+02, 1.236E+00, 8.443E+01, 8.835E-01
 1.284E+00, 1.282E+02, 1.285E+00, 9.706E+01, 9.821E-01
 1.332E+00, 1.299E+02, 1.334E+00, 1.010E+02, 1.065E+00
 1.381E+00, 1.308E+02, 1.382E+00, 1.039E+02, 1.181E+00
 1.430E+00, 1.310E+02, 1.431E+00, 1.074E+02, 1.271E+00
 1.478E+00, 1.308E+02, 1.479E+00, 1.113E+02, 1.367E+00
 1.527E+00, 1.307E+02, 1.528E+00, 1.144E+02, 1.471E+00
 1.575E+00, 1.308E+02, 1.577E+00, 1.167E+02, 1.539E+00
 1.624E+00, 1.304E+02, 1.625E+00, 1.182E+02, 1.641E+00
 1.673E+00, 1.300E+02, 1.674E+00, 1.197E+02, 1.802E+00
 1.721E+00, 1.295E+02, 1.723E+00, 1.224E+02, 2.018E+00
 1.770E+00, 1.292E+02, 1.771E+00, 1.258E+02, 2.037E+00
 1.818E+00, 1.289E+02, 1.820E+00, 1.259E+02, 9.639E-01
 1.867E+00, 1.284E+02,NaN,NaN,NaN
 1.916E+00, 1.277E+02,NaN,NaN,NaN
 1.964E+00, 1.278E+02,NaN,NaN,NaN
 2.013E+00, 1.292E+02,NaN,NaN,NaN
 2.061E+00, 1.309E+02,NaN,NaN,NaN
 2.110E+00, 1.322E+02,NaN,NaN,NaN
