s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 6.000E+00, 2.130E+00
 1.003E+01, 6.014E+00, 2.130E+00
 2.004E+01, 1.756E+01, 2.111E+00
 3.004E+01, 5.080E+01, 1.743E+00
 4.003E+01, 4.185E+01, 1.326E+00
 5.001E+01, 5.112E+01, 1.585E+00
 6.005E+01, 4.776E+01, 1.582E+00
 7.005E+01, 5.847E+01, 1.693E+00
 8.002E+01, 6.374E+01, 1.597E+00
 9.001E+01, 6.080E+01, 1.638E+00
 1.000E+02, 6.693E+01, 1.603E+00
 1.100E+02, 6.675E+01, 1.517E+00
 1.200E+02, 6.212E+01, 1.249E+00
 1.300E+02, 5.858E+01, 1.017E+00
 1.400E+02, 6.962E+01, 1.049E+00
 1.500E+02, 6.849E+01, 1.137E+00
 1.601E+02, 7.977E+01, 1.155E+00
 1.700E+02, 7.792E+01, 1.229E+00
 1.800E+02, 8.674E+01, 1.259E+00
 1.900E+02, 8.725E+01, 1.166E+00
 2.000E+02, 8.927E+01, 1.120E+00
 2.100E+02, 9.223E+01, 1.105E+00
 2.201E+02, 9.065E+01, 9.909E-01
 2.301E+02, 9.308E+01, 9.840E-01
 2.400E+02, 9.491E+01, 9.604E-01
 2.500E+02, 9.887E+01, 1.033E+00
 2.601E+02, 1.002E+02, 1.034E+00
 2.700E+02, 9.478E+01, 9.894E-01
 2.800E+02, 9.994E+01, 9.614E-01
 2.900E+02, 9.977E+01, 9.968E-01
 3.000E+02, 1.057E+02, 9.202E-01
 3.100E+02, 1.110E+02, 9.328E-01
 3.200E+02, 1.153E+02, 1.011E+00
 3.300E+02, 1.067E+02, 1.000E+00
 3.400E+02, 9.799E+01, 9.044E-01
 3.501E+02, 1.040E+02, 8.645E-01
 3.600E+02, 1.093E+02, 9.438E-01
 3.701E+02, 1.056E+02, 1.054E+00
 3.800E+02, 1.049E+02, 9.473E-01
 3.900E+02, 1.058E+02, 8.900E-01
 4.000E+02, 1.109E+02, 9.358E-01
 4.100E+02, 1.111E+02, 1.013E+00
 4.200E+02, 1.109E+02, 1.020E+00
 4.300E+02, 1.088E+02, 9.560E-01
 4.400E+02, 1.080E+02, 9.281E-01
 4.500E+02, 1.094E+02, 9.244E-01
 4.601E+02, 1.051E+02, 9.082E-01
 4.701E+02, 1.018E+02, 9.634E-01
 4.800E+02, 1.077E+02, 9.229E-01
 4.901E+02, 1.062E+02, 9.275E-01
 5.000E+02, 1.040E+02, 9.037E-01
 5.100E+02, 1.096E+02, 8.826E-01
 5.200E+02, 1.141E+02, 9.300E-01
 5.300E+02, 1.161E+02, 9.572E-01
 5.400E+02, 1.154E+02, 9.643E-01
 5.500E+02, 1.144E+02, 9.113E-01
 5.600E+02, 1.153E+02, 9.129E-01
 5.700E+02, 1.108E+02, 9.703E-01
 5.800E+02, 1.122E+02, 1.027E+00
 5.900E+02, 1.152E+02, 9.734E-01
 6.000E+02, 1.151E+02, 9.714E-01
 6.100E+02, 1.153E+02, 9.537E-01
 6.200E+02, 1.150E+02, 1.016E+00
 6.300E+02, 1.132E+02, 9.388E-01
 6.401E+02, 1.124E+02, 9.223E-01
 6.500E+02, 1.177E+02, 9.931E-01
 6.601E+02, 1.159E+02, 9.167E-01
 6.700E+02, 1.139E+02, 9.189E-01
 6.800E+02, 1.121E+02, 9.433E-01
 6.900E+02, 1.139E+02, 9.115E-01
 7.001E+02, 1.080E+02, 8.967E-01
 7.100E+02, 1.085E+02, 8.424E-01
 7.201E+02, 1.076E+02, 8.379E-01
 7.300E+02, 1.112E+02, 9.017E-01
 7.400E+02, 1.155E+02, 9.712E-01
 7.500E+02, 1.176E+02, 9.917E-01
 7.601E+02, 1.228E+02, 8.543E-01
 7.701E+02, 1.160E+02, 8.423E-01
 7.800E+02, 1.122E+02, 8.899E-01
 7.901E+02, 1.124E+02, 9.468E-01
 8.000E+02, 1.174E+02, 9.750E-01
 8.100E+02, 1.202E+02, 1.022E+00
 8.200E+02, 1.158E+02, 9.613E-01
 8.300E+02, 1.122E+02, 8.993E-01
 8.401E+02, 1.119E+02, 9.411E-01
 8.501E+02, 1.139E+02, 9.707E-01
 8.600E+02, 1.146E+02, 9.512E-01
 8.700E+02, 1.154E+02, 9.265E-01
 8.800E+02, 1.181E+02, 9.082E-01
 8.900E+02, 1.213E+02, 9.649E-01
 9.001E+02, 1.199E+02, 9.713E-01
 9.100E+02, 1.167E+02, 9.507E-01
 9.201E+02, 1.150E+02, 9.105E-01
 9.300E+02, 1.137E+02, 8.756E-01
 9.400E+02, 1.161E+02, 8.649E-01
 9.501E+02, 1.191E+02, 8.222E-01
 9.601E+02, 1.178E+02, 9.064E-01
 9.700E+02, 1.162E+02, 9.260E-01
 9.800E+02, 1.178E+02, 9.601E-01
 9.900E+02, 1.146E+02, 9.285E-01
 1.000E+03, 1.154E+02, 9.375E-01
 1.010E+03, 1.172E+02, 8.946E-01
 1.020E+03, 1.151E+02, 9.184E-01
 1.030E+03, 1.160E+02, 9.360E-01
 1.040E+03, 1.173E+02, 8.726E-01
 1.050E+03, 1.140E+02, 8.845E-01
 1.060E+03, 1.141E+02, 9.285E-01
 1.070E+03, 1.094E+02, 9.345E-01
 1.080E+03, 1.112E+02, 9.121E-01
 1.090E+03, 1.167E+02, 9.567E-01
 1.100E+03, 1.156E+02, 9.240E-01
 1.110E+03, 1.150E+02, 9.462E-01
 1.120E+03, 1.145E+02, 9.365E-01
 1.130E+03, 1.165E+02, 9.438E-01
 1.140E+03, 1.139E+02, 9.208E-01
 1.150E+03, 1.135E+02, 9.512E-01
 1.160E+03, 1.127E+02, 8.771E-01
 1.170E+03, 1.159E+02, 8.763E-01
 1.180E+03, 1.204E+02, 9.134E-01
 1.190E+03, 1.243E+02, 9.226E-01
 1.200E+03, 1.204E+02, 9.539E-01
 1.210E+03, 1.198E+02, 9.343E-01
 1.220E+03, 1.223E+02, 9.058E-01
 1.230E+03, 1.174E+02, 9.288E-01
 1.240E+03, 1.217E+02, 9.036E-01
 1.250E+03, 1.233E+02, 9.017E-01
 1.260E+03, 1.205E+02, 9.687E-01
 1.270E+03, 1.183E+02, 9.647E-01
 1.280E+03, 1.190E+02, 1.032E+00
 1.290E+03, 1.156E+02, 9.534E-01
 1.300E+03, 1.180E+02, 8.955E-01
 1.310E+03, 1.170E+02, 8.900E-01
 1.320E+03, 1.169E+02, 9.429E-01
 1.330E+03, 1.200E+02, 9.526E-01
 1.340E+03, 1.171E+02, 9.053E-01
 1.350E+03, 1.179E+02, 9.093E-01
 1.360E+03, 1.213E+02, 9.630E-01
 1.370E+03, 1.206E+02, 9.497E-01
 1.380E+03, 1.193E+02, 9.384E-01
 1.390E+03, 1.195E+02, 8.943E-01
 1.400E+03, 1.198E+02, 9.378E-01
 1.410E+03, 1.190E+02, 9.057E-01
 1.420E+03, 1.171E+02, 9.102E-01
