m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 5.769E+01, 2.000E-02, 3.361E+01,-1.209E+00
 6.860E-02, 5.915E+01, 6.865E-02, 3.298E+01,-1.204E+00
 1.172E-01, 6.135E+01, 1.173E-01, 3.280E+01,-1.207E+00
 1.658E-01, 6.274E+01, 1.659E-01, 3.274E+01,-1.180E+00
 2.144E-01, 6.358E+01, 2.146E-01, 3.271E+01,-1.165E+00
 2.630E-01, 6.386E+01, 2.632E-01, 3.271E+01,-1.151E+00
 3.116E-01, 6.454E+01, 3.119E-01, 3.274E+01,-1.125E+00
 3.602E-01, 6.639E+01, 3.605E-01, 3.278E+01,-1.091E+00
 4.088E-01, 6.969E+01, 4.092E-01, 3.284E+01,-1.062E+00
 4.574E-01, 7.204E+01, 4.578E-01, 3.291E+01,-1.025E+00
 5.060E-01, 7.467E+01, 5.065E-01, 3.298E+01,-9.852E-01
 5.547E-01, 7.734E+01, 5.551E-01, 3.309E+01,-9.364E-01
 6.033E-01, 7.977E+01, 6.038E-01, 3.320E+01,-8.982E-01
 6.519E-01, 8.159E+01, 6.524E-01, 3.333E+01,-8.447E-01
 7.005E-01, 8.327E+01, 7.011E-01, 3.347E+01,-7.846E-01
 7.491E-01, 8.628E+01, 7.497E-01, 3.365E+01,-7.183E-01
 7.977E-01, 9.418E+01, 7.984E-01, 3.387E+01,-6.571E-01
 8.463E-01, 1.113E+02, 8.470E-01, 3.438E+01,-5.852E-01
 8.949E-01, 1.415E+02, 8.957E-01, 3.646E+01,-5.101E-01
 9.435E-01, 1.752E+02, 9.443E-01, 4.712E+01,-3.544E-01
 9.921E-01, 2.051E+02, 9.930E-01, 8.378E+01, 2.314E-01
 1.041E+00, 2.233E+02, 1.042E+00, 1.259E+02, 7.367E-01
 1.089E+00, 2.335E+02, 1.090E+00, 1.581E+02, 1.094E+00
 1.138E+00, 2.375E+02, 1.139E+00, 1.775E+02, 1.298E+00
 1.187E+00, 2.392E+02, 1.188E+00, 1.906E+02, 1.500E+00
 1.235E+00, 2.400E+02, 1.236E+00, 2.028E+02, 1.672E+00
 1.284E+00, 2.406E+02, 1.285E+00, 2.137E+02, 1.818E+00
 1.332E+00, 2.411E+02, 1.334E+00, 2.199E+02, 1.930E+00
 1.381E+00, 2.418E+02, 1.382E+00, 2.220E+02, 2.031E+00
 1.430E+00, 2.427E+02, 1.431E+00, 2.218E+02, 2.120E+00
 1.478E+00, 2.433E+02, 1.479E+00, 2.208E+02, 2.195E+00
 1.527E+00, 2.436E+02, 1.528E+00, 2.205E+02, 2.248E+00
 1.575E+00, 2.437E+02, 1.577E+00, 2.234E+02, 2.422E+00
 1.624E+00, 2.436E+02, 1.625E+00, 2.285E+02, 2.716E+00
 1.673E+00, 2.434E+02, 1.674E+00, 2.320E+02, 2.965E+00
 1.721E+00, 2.433E+02, 1.723E+00, 2.349E+02, 3.156E+00
 1.770E+00, 2.434E+02, 1.771E+00, 2.363E+02, 3.009E+00
 1.818E+00, 2.437E+02, 1.820E+00, 2.342E+02, 1.508E+00
 1.867E+00, 2.443E+02,NaN,NaN,NaN
 1.916E+00, 2.452E+02,NaN,NaN,NaN
 1.964E+00, 2.466E+02,NaN,NaN,NaN
 2.013E+00, 2.480E+02,NaN,NaN,NaN
 2.061E+00, 2.495E+02,NaN,NaN,NaN
 2.110E+00, 2.494E+02,NaN,NaN,NaN
