m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 5.574E+01, 2.000E-02, 2.600E+01,-4.122E-06
 6.860E-02, 5.502E+01, 6.865E-02, 2.600E+01,-5.381E-06
 1.172E-01, 5.494E+01, 1.173E-01, 2.600E+01,-5.240E-06
 1.658E-01, 5.513E+01, 1.659E-01, 2.600E+01,-4.451E-06
 2.144E-01, 5.562E+01, 2.146E-01, 2.600E+01,-4.079E-06
 2.630E-01, 5.661E+01, 2.632E-01, 2.600E+01,-3.532E-06
 3.116E-01, 5.955E+01, 3.119E-01, 2.600E+01,-4.899E-06
 3.602E-01, 6.574E+01, 3.605E-01, 2.600E+01,-2.230E-06
 4.088E-01, 7.338E+01, 4.092E-01, 2.600E+01,-3.560E-06
 4.574E-01, 8.224E+01, 4.578E-01, 2.742E+01,-8.672E-01
 5.060E-01, 9.005E+01, 5.065E-01, 2.722E+01,-1.315E+00
 5.547E-01, 9.460E+01, 5.551E-01, 2.720E+01,-1.179E+00
 6.033E-01, 1.019E+02, 6.038E-01, 2.726E+01,-1.041E+00
 6.519E-01, 1.089E+02, 6.524E-01, 2.732E+01,-9.307E-01
 7.005E-01, 1.156E+02, 7.011E-01, 2.736E+01,-8.602E-01
 7.491E-01, 1.212E+02, 7.497E-01, 2.742E+01,-8.219E-01
 7.977E-01, 1.262E+02, 7.984E-01, 2.749E+01,-7.967E-01
 8.463E-01, 1.313E+02, 8.470E-01, 2.755E+01,-7.349E-01
 8.949E-01, 1.356E+02, 8.957E-01, 2.762E+01,-6.830E-01
 9.435E-01, 1.395E+02, 9.443E-01, 2.771E+01,-6.347E-01
 9.921E-01, 1.435E+02, 9.930E-01, 2.813E+01,-5.609E-01
 1.041E+00, 1.476E+02, 1.042E+00, 3.283E+01,-4.710E-01
 1.089E+00, 1.508E+02, 1.090E+00, 4.826E+01,-2.713E-01
 1.138E+00, 1.524E+02, 1.139E+00, 7.725E+01, 2.130E-01
 1.187E+00, 1.532E+02, 1.188E+00, 1.051E+02, 6.139E-01
 1.235E+00, 1.547E+02, 1.236E+00, 1.240E+02, 8.892E-01
 1.284E+00, 1.557E+02, 1.285E+00, 1.330E+02, 1.014E+00
 1.332E+00, 1.560E+02, 1.334E+00, 1.376E+02, 1.064E+00
 1.381E+00, 1.562E+02, 1.382E+00, 1.399E+02, 1.111E+00
 1.430E+00, 1.566E+02, 1.431E+00, 1.415E+02, 1.179E+00
 1.478E+00, 1.568E+02, 1.479E+00, 1.432E+02, 1.283E+00
 1.527E+00, 1.572E+02, 1.528E+00, 1.448E+02, 1.408E+00
 1.575E+00, 1.572E+02, 1.577E+00, 1.459E+02, 1.502E+00
 1.624E+00, 1.572E+02, 1.625E+00, 1.465E+02, 1.635E+00
 1.673E+00, 1.569E+02, 1.674E+00, 1.474E+02, 1.762E+00
 1.721E+00, 1.568E+02, 1.723E+00, 1.486E+02, 1.938E+00
 1.770E+00, 1.566E+02, 1.771E+00, 1.493E+02, 2.020E+00
 1.818E+00, 1.566E+02, 1.820E+00, 1.484E+02, 1.165E+00
 1.867E+00, 1.569E+02,NaN,NaN,NaN
 1.916E+00, 1.572E+02,NaN,NaN,NaN
 1.964E+00, 1.571E+02,NaN,NaN,NaN
 2.013E+00, 1.573E+02,NaN,NaN,NaN
 2.061E+00, 1.573E+02,NaN,NaN,NaN
 2.110E+00, 1.560E+02,NaN,NaN,NaN
