m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.686E+01, 2.000E-02, 9.056E+00,-5.856E-01
 6.860E-02, 1.608E+01, 6.865E-02, 7.747E+00,-6.095E-01
 1.172E-01, 1.655E+01, 1.173E-01, 7.485E+00,-6.050E-01
 1.658E-01, 1.717E+01, 1.659E-01, 7.421E+00,-5.994E-01
 2.144E-01, 1.773E+01, 2.146E-01, 7.392E+00,-5.873E-01
 2.630E-01, 1.805E+01, 2.632E-01, 7.368E+00,-5.849E-01
 3.116E-01, 1.852E+01, 3.119E-01, 7.352E+00,-5.711E-01
 3.602E-01, 1.894E+01, 3.605E-01, 7.343E+00,-5.582E-01
 4.088E-01, 1.918E+01, 4.092E-01, 7.351E+00,-5.459E-01
 4.574E-01, 1.940E+01, 4.578E-01, 7.356E+00,-5.465E-01
 5.060E-01, 1.965E+01, 5.065E-01, 7.378E+00,-5.264E-01
 5.547E-01, 1.992E+01, 5.551E-01, 7.420E+00,-5.016E-01
 6.033E-01, 2.016E+01, 6.038E-01, 7.463E+00,-4.888E-01
 6.519E-01, 2.054E+01, 6.524E-01, 7.517E+00,-4.775E-01
 7.005E-01, 2.090E+01, 7.011E-01, 7.598E+00,-4.531E-01
 7.491E-01, 2.108E+01, 7.497E-01, 7.700E+00,-4.293E-01
 7.977E-01, 2.148E+01, 7.984E-01, 7.801E+00,-4.133E-01
 8.463E-01, 2.214E+01, 8.470E-01, 7.931E+00,-3.817E-01
 8.949E-01, 2.283E+01, 8.957E-01, 8.186E+00,-3.525E-01
 9.435E-01, 2.320E+01, 9.443E-01, 9.525E+00,-3.149E-01
 9.921E-01, 2.350E+01, 9.930E-01, 1.284E+01,-2.123E-01
 1.041E+00, 2.376E+01, 1.042E+00, 1.642E+01,-3.640E-02
 1.089E+00, 2.507E+01, 1.090E+00, 1.970E+01, 1.238E-01
 1.138E+00, 2.849E+01, 1.139E+00, 2.360E+01, 2.698E-01
 1.187E+00, 3.678E+01, 1.188E+00, 2.719E+01, 3.963E-01
 1.235E+00, 5.187E+01, 1.236E+00, 2.944E+01, 4.450E-01
 1.284E+00, 7.658E+01, 1.285E+00, 3.271E+01, 5.117E-01
 1.332E+00, 1.083E+02, 1.334E+00, 4.281E+01, 6.263E-01
 1.381E+00, 1.415E+02, 1.382E+00, 6.360E+01, 8.138E-01
 1.430E+00, 1.646E+02, 1.431E+00, 8.750E+01, 9.836E-01
 1.478E+00, 1.768E+02, 1.479E+00, 1.059E+02, 1.085E+00
 1.527E+00, 1.800E+02, 1.528E+00, 1.178E+02, 1.201E+00
 1.575E+00, 1.813E+02, 1.577E+00, 1.273E+02, 1.329E+00
 1.624E+00, 1.818E+02, 1.625E+00, 1.402E+02, 1.496E+00
 1.673E+00, 1.821E+02, 1.674E+00, 1.575E+02, 1.766E+00
 1.721E+00, 1.826E+02, 1.723E+00, 1.696E+02, 2.045E+00
 1.770E+00, 1.832E+02, 1.771E+00, 1.744E+02, 1.959E+00
 1.818E+00, 1.837E+02, 1.820E+00, 1.708E+02, 5.935E-01
 1.867E+00, 1.840E+02,NaN,NaN,NaN
 1.916E+00, 1.842E+02,NaN,NaN,NaN
 1.964E+00, 1.847E+02,NaN,NaN,NaN
 2.013E+00, 1.852E+02,NaN,NaN,NaN
 2.061E+00, 1.856E+02,NaN,NaN,NaN
 2.110E+00, 1.847E+02,NaN,NaN,NaN
