m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.205E+01, 2.000E-02, 9.498E+00,-2.943E-01
 6.860E-02, 2.313E+01, 6.865E-02, 8.929E+00,-2.853E-01
 1.172E-01, 2.484E+01, 1.173E-01, 8.691E+00,-2.608E-01
 1.658E-01, 2.638E+01, 1.659E-01, 8.566E+00,-2.461E-01
 2.144E-01, 2.689E+01, 2.146E-01, 8.989E+00,-3.300E-01
 2.630E-01, 2.701E+01, 2.632E-01, 1.025E+01,-3.827E-01
 3.116E-01, 2.722E+01, 3.119E-01, 1.410E+01,-5.990E-01
 3.602E-01, 2.736E+01, 3.605E-01, 1.420E+01,-7.977E-01
 4.088E-01, 2.761E+01, 4.092E-01, 1.453E+01,-7.235E-01
 4.574E-01, 2.807E+01, 4.578E-01, 1.374E+01,-7.339E-01
 5.060E-01, 2.908E+01, 5.065E-01, 1.304E+01,-7.424E-01
 5.547E-01, 3.081E+01, 5.551E-01, 1.255E+01,-7.301E-01
 6.033E-01, 3.375E+01, 6.038E-01, 1.215E+01,-6.942E-01
 6.519E-01, 3.840E+01, 6.524E-01, 1.175E+01,-6.734E-01
 7.005E-01, 4.275E+01, 7.011E-01, 1.142E+01,-6.478E-01
 7.491E-01, 4.578E+01, 7.497E-01, 1.109E+01,-6.314E-01
 7.977E-01, 5.261E+01, 7.984E-01, 1.081E+01,-6.038E-01
 8.463E-01, 6.121E+01, 8.470E-01, 1.055E+01,-5.627E-01
 8.949E-01, 6.955E+01, 8.957E-01, 1.048E+01,-4.964E-01
 9.435E-01, 7.553E+01, 9.443E-01, 1.133E+01,-4.447E-01
 9.921E-01, 7.883E+01, 9.930E-01, 1.837E+01,-3.382E-01
 1.041E+00, 8.230E+01, 1.042E+00, 3.556E+01, 4.104E-02
 1.089E+00, 8.756E+01, 1.090E+00, 5.334E+01, 4.152E-01
 1.138E+00, 9.417E+01, 1.139E+00, 6.888E+01, 7.116E-01
 1.187E+00, 1.006E+02, 1.188E+00, 7.791E+01, 8.387E-01
 1.235E+00, 1.064E+02, 1.236E+00, 8.377E+01, 9.256E-01
 1.284E+00, 1.103E+02, 1.285E+00, 8.889E+01, 1.046E+00
 1.332E+00, 1.116E+02, 1.334E+00, 9.399E+01, 1.171E+00
 1.381E+00, 1.130E+02, 1.382E+00, 9.835E+01, 1.237E+00
 1.430E+00, 1.153E+02, 1.431E+00, 1.015E+02, 1.301E+00
 1.478E+00, 1.176E+02, 1.479E+00, 1.040E+02, 1.380E+00
 1.527E+00, 1.195E+02, 1.528E+00, 1.063E+02, 1.446E+00
 1.575E+00, 1.207E+02, 1.577E+00, 1.082E+02, 1.535E+00
 1.624E+00, 1.220E+02, 1.625E+00, 1.104E+02, 1.656E+00
 1.673E+00, 1.231E+02, 1.674E+00, 1.131E+02, 1.796E+00
 1.721E+00, 1.238E+02, 1.723E+00, 1.163E+02, 1.953E+00
 1.770E+00, 1.240E+02, 1.771E+00, 1.200E+02, 1.999E+00
 1.818E+00, 1.245E+02, 1.820E+00, 1.210E+02, 1.120E+00
 1.867E+00, 1.252E+02,NaN,NaN,NaN
 1.916E+00, 1.254E+02,NaN,NaN,NaN
 1.964E+00, 1.260E+02,NaN,NaN,NaN
 2.013E+00, 1.266E+02,NaN,NaN,NaN
 2.061E+00, 1.265E+02,NaN,NaN,NaN
 2.110E+00, 1.256E+02,NaN,NaN,NaN
