m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.019E+01, 2.000E-02, 1.300E+01,-1.494E-07
 6.860E-02, 2.962E+01, 6.865E-02, 1.300E+01,-1.587E-07
 1.172E-01, 2.977E+01, 1.173E-01, 1.300E+01,-1.752E-07
 1.658E-01, 3.007E+01, 1.659E-01, 1.300E+01,-1.433E-07
 2.144E-01, 3.049E+01, 2.146E-01, 1.300E+01,-9.412E-08
 2.630E-01, 3.089E+01, 2.632E-01, 1.300E+01,-3.448E-08
 3.116E-01, 3.141E+01, 3.119E-01, 1.300E+01, 1.878E-07
 3.602E-01, 3.220E+01, 3.605E-01, 1.300E+01, 6.525E-07
 4.088E-01, 3.280E+01, 4.092E-01, 1.300E+01, 1.998E-06
 4.574E-01, 3.296E+01, 4.578E-01, 1.468E+01,-5.229E-01
 5.060E-01, 3.300E+01, 5.065E-01, 1.433E+01,-1.032E+00
 5.547E-01, 3.335E+01, 5.551E-01, 1.416E+01,-9.542E-01
 6.033E-01, 3.415E+01, 6.038E-01, 1.414E+01,-8.215E-01
 6.519E-01, 3.533E+01, 6.524E-01, 1.417E+01,-7.617E-01
 7.005E-01, 3.711E+01, 7.011E-01, 1.421E+01,-7.106E-01
 7.491E-01, 3.942E+01, 7.497E-01, 1.424E+01,-6.682E-01
 7.977E-01, 4.235E+01, 7.984E-01, 1.428E+01,-6.324E-01
 8.463E-01, 4.425E+01, 8.470E-01, 1.432E+01,-6.048E-01
 8.949E-01, 4.577E+01, 8.957E-01, 1.436E+01,-5.914E-01
 9.435E-01, 4.988E+01, 9.443E-01, 1.441E+01,-5.739E-01
 9.921E-01, 5.586E+01, 9.930E-01, 1.445E+01,-5.459E-01
 1.041E+00, 6.450E+01, 1.042E+00, 1.483E+01,-5.034E-01
 1.089E+00, 7.894E+01, 1.090E+00, 1.714E+01,-4.509E-01
 1.138E+00, 9.773E+01, 1.139E+00, 2.553E+01,-3.310E-01
 1.187E+00, 1.168E+02, 1.188E+00, 4.352E+01,-4.154E-02
 1.235E+00, 1.262E+02, 1.236E+00, 7.396E+01, 4.536E-01
 1.284E+00, 1.337E+02, 1.285E+00, 1.001E+02, 7.650E-01
 1.332E+00, 1.393E+02, 1.334E+00, 1.170E+02, 9.382E-01
 1.381E+00, 1.454E+02, 1.382E+00, 1.287E+02, 1.060E+00
 1.430E+00, 1.516E+02, 1.431E+00, 1.339E+02, 1.162E+00
 1.478E+00, 1.565E+02, 1.479E+00, 1.383E+02, 1.266E+00
 1.527E+00, 1.598E+02, 1.528E+00, 1.429E+02, 1.388E+00
 1.575E+00, 1.617E+02, 1.577E+00, 1.455E+02, 1.460E+00
 1.624E+00, 1.632E+02, 1.625E+00, 1.484E+02, 1.623E+00
 1.673E+00, 1.645E+02, 1.674E+00, 1.513E+02, 1.798E+00
 1.721E+00, 1.655E+02, 1.723E+00, 1.531E+02, 1.959E+00
 1.770E+00, 1.661E+02, 1.771E+00, 1.552E+02, 2.090E+00
 1.818E+00, 1.661E+02, 1.820E+00, 1.550E+02, 1.264E+00
 1.867E+00, 1.664E+02,NaN,NaN,NaN
 1.916E+00, 1.670E+02,NaN,NaN,NaN
 1.964E+00, 1.674E+02,NaN,NaN,NaN
 2.013E+00, 1.675E+02,NaN,NaN,NaN
 2.061E+00, 1.669E+02,NaN,NaN,NaN
 2.110E+00, 1.651E+02,NaN,NaN,NaN
