m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.170E+01, 2.000E-02, 3.279E+01,-6.218E-01
 6.860E-02, 4.159E+01, 6.865E-02, 3.167E+01,-6.422E-01
 1.172E-01, 4.250E+01, 1.173E-01, 3.139E+01,-6.356E-01
 1.658E-01, 4.384E+01, 1.659E-01, 3.132E+01,-6.331E-01
 2.144E-01, 4.448E+01, 2.146E-01, 3.132E+01,-6.291E-01
 2.630E-01, 4.458E+01, 2.632E-01, 3.134E+01,-6.393E-01
 3.116E-01, 4.461E+01, 3.119E-01, 3.138E+01,-6.129E-01
 3.602E-01, 4.455E+01, 3.605E-01, 3.142E+01,-6.042E-01
 4.088E-01, 4.443E+01, 4.092E-01, 3.148E+01,-5.859E-01
 4.574E-01, 4.433E+01, 4.578E-01, 3.155E+01,-5.793E-01
 5.060E-01, 4.434E+01, 5.065E-01, 3.163E+01,-5.667E-01
 5.547E-01, 4.472E+01, 5.551E-01, 3.170E+01,-5.442E-01
 6.033E-01, 4.523E+01, 6.038E-01, 3.176E+01,-5.256E-01
 6.519E-01, 4.608E+01, 6.524E-01, 3.182E+01,-5.081E-01
 7.005E-01, 4.721E+01, 7.011E-01, 3.190E+01,-4.833E-01
 7.491E-01, 4.828E+01, 7.497E-01, 3.199E+01,-4.594E-01
 7.977E-01, 4.966E+01, 7.984E-01, 3.208E+01,-4.393E-01
 8.463E-01, 5.101E+01, 8.470E-01, 3.216E+01,-4.161E-01
 8.949E-01, 5.250E+01, 8.957E-01, 3.227E+01,-3.747E-01
 9.435E-01, 5.391E+01, 9.443E-01, 3.291E+01,-3.213E-01
 9.921E-01, 5.716E+01, 9.930E-01, 3.544E+01,-2.611E-01
 1.041E+00, 6.421E+01, 1.042E+00, 4.008E+01,-1.109E-01
 1.089E+00, 7.364E+01, 1.090E+00, 4.570E+01, 1.147E-01
 1.138E+00, 8.864E+01, 1.139E+00, 5.156E+01, 2.908E-01
 1.187E+00, 1.153E+02, 1.188E+00, 5.786E+01, 4.220E-01
 1.235E+00, 1.440E+02, 1.236E+00, 7.106E+01, 5.763E-01
 1.284E+00, 1.695E+02, 1.285E+00, 9.048E+01, 7.503E-01
 1.332E+00, 1.832E+02, 1.334E+00, 1.098E+02, 8.896E-01
 1.381E+00, 1.874E+02, 1.382E+00, 1.255E+02, 1.008E+00
 1.430E+00, 1.885E+02, 1.431E+00, 1.381E+02, 1.111E+00
 1.478E+00, 1.892E+02, 1.479E+00, 1.462E+02, 1.237E+00
 1.527E+00, 1.897E+02, 1.528E+00, 1.489E+02, 1.289E+00
 1.575E+00, 1.899E+02, 1.577E+00, 1.520E+02, 1.330E+00
 1.624E+00, 1.900E+02, 1.625E+00, 1.607E+02, 1.517E+00
 1.673E+00, 1.902E+02, 1.674E+00, 1.733E+02, 1.795E+00
 1.721E+00, 1.903E+02, 1.723E+00, 1.811E+02, 2.098E+00
 1.770E+00, 1.900E+02, 1.771E+00, 1.835E+02, 1.957E+00
 1.818E+00, 1.897E+02, 1.820E+00, 1.719E+02, 3.620E-01
 1.867E+00, 1.896E+02,NaN,NaN,NaN
 1.916E+00, 1.895E+02,NaN,NaN,NaN
 1.964E+00, 1.898E+02,NaN,NaN,NaN
 2.013E+00, 1.906E+02,NaN,NaN,NaN
 2.061E+00, 1.912E+02,NaN,NaN,NaN
 2.110E+00, 1.908E+02,NaN,NaN,NaN
