s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.900E+01, 2.130E+00
 1.004E+01, 2.900E+01, 2.130E+00
 2.003E+01, 2.902E+01, 2.130E+00
 3.001E+01, 2.904E+01, 2.130E+00
 4.000E+01, 6.145E+01, 1.929E+00
 5.003E+01, 7.590E+01, 1.203E+00
 6.000E+01, 7.304E+01, 6.890E-01
 7.004E+01, 7.838E+01, 6.999E-01
 8.002E+01, 7.992E+01, 9.582E-01
 9.004E+01, 8.911E+01, 1.186E+00
 1.000E+02, 9.109E+01, 1.310E+00
 1.100E+02, 9.367E+01, 1.324E+00
 1.200E+02, 1.018E+02, 1.230E+00
 1.301E+02, 1.115E+02, 1.163E+00
 1.400E+02, 1.143E+02, 1.166E+00
 1.500E+02, 1.260E+02, 1.114E+00
 1.600E+02, 1.291E+02, 1.124E+00
 1.700E+02, 1.282E+02, 1.213E+00
 1.800E+02, 1.251E+02, 1.187E+00
 1.900E+02, 1.257E+02, 1.098E+00
 2.000E+02, 1.302E+02, 1.028E+00
 2.100E+02, 1.295E+02, 1.061E+00
 2.200E+02, 1.324E+02, 1.066E+00
 2.300E+02, 1.392E+02, 1.009E+00
 2.400E+02, 1.346E+02, 1.061E+00
 2.500E+02, 1.302E+02, 1.158E+00
 2.600E+02, 1.375E+02, 1.054E+00
 2.700E+02, 1.428E+02, 9.567E-01
 2.800E+02, 1.434E+02, 1.055E+00
 2.900E+02, 1.479E+02, 1.029E+00
 3.000E+02, 1.500E+02, 1.037E+00
 3.100E+02, 1.495E+02, 1.110E+00
 3.200E+02, 1.583E+02, 1.082E+00
 3.300E+02, 1.622E+02, 1.044E+00
 3.400E+02, 1.567E+02, 1.073E+00
 3.500E+02, 1.594E+02, 1.075E+00
 3.600E+02, 1.622E+02, 1.050E+00
 3.700E+02, 1.693E+02, 1.039E+00
 3.800E+02, 1.707E+02, 1.053E+00
 3.900E+02, 1.705E+02, 1.136E+00
 4.000E+02, 1.687E+02, 1.131E+00
 4.100E+02, 1.633E+02, 1.065E+00
 4.200E+02, 1.638E+02, 1.042E+00
 4.300E+02, 1.647E+02, 1.043E+00
 4.400E+02, 1.604E+02, 1.084E+00
 4.500E+02, 1.632E+02, 1.001E+00
 4.600E+02, 1.710E+02, 9.830E-01
 4.700E+02, 1.755E+02, 1.114E+00
 4.800E+02, 1.761E+02, 1.071E+00
 4.900E+02, 1.712E+02, 1.010E+00
 5.000E+02, 1.669E+02, 1.024E+00
 5.100E+02, 1.639E+02, 1.018E+00
 5.200E+02, 1.622E+02, 1.038E+00
 5.300E+02, 1.671E+02, 9.778E-01
 5.400E+02, 1.663E+02, 1.107E+00
 5.501E+02, 1.680E+02, 1.028E+00
 5.600E+02, 1.719E+02, 9.935E-01
 5.700E+02, 1.712E+02, 9.939E-01
 5.800E+02, 1.711E+02, 1.054E+00
 5.900E+02, 1.719E+02, 1.040E+00
 6.000E+02, 1.734E+02, 9.590E-01
 6.100E+02, 1.649E+02, 1.059E+00
 6.200E+02, 1.699E+02, 9.983E-01
 6.300E+02, 1.688E+02, 9.627E-01
 6.400E+02, 1.694E+02, 1.053E+00
 6.500E+02, 1.702E+02, 9.980E-01
 6.600E+02, 1.722E+02, 1.003E+00
 6.700E+02, 1.737E+02, 1.094E+00
 6.800E+02, 1.779E+02, 9.829E-01
 6.900E+02, 1.797E+02, 9.619E-01
 7.000E+02, 1.717E+02, 1.080E+00
 7.100E+02, 1.712E+02, 1.047E+00
 7.200E+02, 1.757E+02, 1.006E+00
 7.300E+02, 1.736E+02, 1.037E+00
 7.400E+02, 1.767E+02, 1.011E+00
 7.500E+02, 1.753E+02, 1.020E+00
 7.600E+02, 1.704E+02, 9.758E-01
 7.700E+02, 1.706E+02, 9.378E-01
 7.800E+02, 1.684E+02, 9.918E-01
 7.900E+02, 1.643E+02, 1.002E+00
 8.000E+02, 1.722E+02, 9.607E-01
 8.100E+02, 1.742E+02, 1.005E+00
 8.200E+02, 1.700E+02, 1.037E+00
 8.301E+02, 1.685E+02, 9.748E-01
 8.400E+02, 1.720E+02, 9.511E-01
 8.500E+02, 1.719E+02, 1.027E+00
 8.600E+02, 1.741E+02, 9.798E-01
 8.700E+02, 1.739E+02, 9.702E-01
