s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 1.400E+01, 2.130E+00
 1.001E+01, 1.399E+01, 2.130E+00
 2.001E+01, 1.406E+01, 2.130E+00
 3.004E+01, 8.220E+01, 1.955E+00
 4.003E+01, 7.858E+01, 1.300E+00
 5.001E+01, 9.081E+01, 1.392E+00
 6.002E+01, 1.156E+02, 1.255E+00
 7.002E+01, 1.212E+02, 1.179E+00
 8.004E+01, 1.255E+02, 1.076E+00
 9.002E+01, 1.292E+02, 1.115E+00
 1.000E+02, 1.296E+02, 1.193E+00
 1.100E+02, 1.382E+02, 1.015E+00
 1.200E+02, 1.513E+02, 9.465E-01
 1.300E+02, 1.525E+02, 9.225E-01
 1.400E+02, 1.549E+02, 9.499E-01
 1.500E+02, 1.642E+02, 8.935E-01
 1.600E+02, 1.791E+02, 9.150E-01
 1.700E+02, 1.804E+02, 9.692E-01
 1.800E+02, 1.910E+02, 9.008E-01
 1.900E+02, 1.852E+02, 8.512E-01
 2.000E+02, 1.839E+02, 8.572E-01
 2.100E+02, 1.919E+02, 8.939E-01
 2.200E+02, 1.959E+02, 8.884E-01
 2.300E+02, 2.104E+02, 8.148E-01
 2.400E+02, 2.113E+02, 9.027E-01
 2.500E+02, 2.156E+02, 9.507E-01
 2.600E+02, 2.108E+02, 9.204E-01
 2.700E+02, 2.179E+02, 8.649E-01
 2.800E+02, 2.145E+02, 9.230E-01
 2.900E+02, 2.172E+02, 9.208E-01
 3.000E+02, 2.142E+02, 8.918E-01
 3.100E+02, 2.303E+02, 8.518E-01
 3.200E+02, 2.229E+02, 9.307E-01
 3.300E+02, 2.236E+02, 9.522E-01
 3.400E+02, 2.394E+02, 8.882E-01
 3.500E+02, 2.301E+02, 8.836E-01
 3.600E+02, 2.220E+02, 9.165E-01
 3.700E+02, 2.198E+02, 8.642E-01
 3.800E+02, 2.289E+02, 8.358E-01
 3.900E+02, 2.170E+02, 8.800E-01
 4.000E+02, 2.143E+02, 8.915E-01
 4.100E+02, 2.331E+02, 8.440E-01
 4.200E+02, 2.338E+02, 8.889E-01
 4.300E+02, 2.346E+02, 8.550E-01
 4.400E+02, 2.363E+02, 8.952E-01
 4.500E+02, 2.356E+02, 8.855E-01
 4.600E+02, 2.222E+02, 8.533E-01
 4.700E+02, 2.441E+02, 8.206E-01
 4.800E+02, 2.279E+02, 9.176E-01
 4.900E+02, 2.384E+02, 8.842E-01
 5.000E+02, 2.465E+02, 8.799E-01
 5.100E+02, 2.471E+02, 8.886E-01
 5.200E+02, 2.352E+02, 9.237E-01
 5.300E+02, 2.264E+02, 8.824E-01
 5.400E+02, 2.401E+02, 8.976E-01
 5.500E+02, 2.504E+02, 9.893E-01
 5.600E+02, 2.528E+02, 8.999E-01
 5.700E+02, 2.392E+02, 9.091E-01
 5.800E+02, 2.409E+02, 9.076E-01
 5.900E+02, 2.462E+02, 9.342E-01
 6.000E+02, 2.451E+02, 9.423E-01
 6.100E+02, 2.586E+02, 9.565E-01
 6.200E+02, 2.375E+02, 8.803E-01
 6.300E+02, 2.409E+02, 8.358E-01
 6.400E+02, 2.308E+02, 8.775E-01
 6.500E+02, 2.456E+02, 8.848E-01
 6.600E+02, 2.478E+02, 9.107E-01
 6.700E+02, 2.446E+02, 8.751E-01
 6.800E+02, 2.533E+02, 8.737E-01
 6.900E+02, 2.348E+02, 9.392E-01
 7.000E+02, 2.334E+02, 9.080E-01
 7.100E+02, 2.434E+02, 8.653E-01
 7.200E+02, 2.489E+02, 8.999E-01
 7.300E+02, 2.376E+02, 8.697E-01
 7.400E+02, 2.298E+02, 8.553E-01
 7.500E+02, 2.397E+02, 9.040E-01
 7.600E+02, 2.472E+02, 9.225E-01
 7.700E+02, 2.567E+02, 8.997E-01
 7.800E+02, 2.501E+02, 9.455E-01
 7.900E+02, 2.347E+02, 8.538E-01
 8.000E+02, 2.388E+02, 9.239E-01
 8.100E+02, 2.338E+02, 8.939E-01
 8.200E+02, 2.348E+02, 8.623E-01
 8.300E+02, 2.422E+02, 8.544E-01
 8.400E+02, 2.426E+02, 8.983E-01
 8.500E+02, 2.395E+02, 8.976E-01
 8.600E+02, 2.464E+02, 8.981E-01
 8.700E+02, 2.506E+02, 8.303E-01
 8.800E+02, 2.346E+02, 8.850E-01
 8.900E+02, 2.316E+02, 8.634E-01
 9.000E+02, 2.326E+02, 8.520E-01
 9.100E+02, 2.363E+02, 8.888E-01
 9.200E+02, 2.351E+02, 8.341E-01
 9.300E+02, 2.459E+02, 8.576E-01
 9.400E+02, 2.441E+02, 8.989E-01
 9.500E+02, 2.301E+02, 8.794E-01
 9.600E+02, 2.386E+02, 9.294E-01
 9.700E+02, 2.452E+02, 8.821E-01
 9.800E+02, 2.408E+02, 8.296E-01
 9.900E+02, 2.492E+02, 8.380E-01
 1.000E+03, 2.378E+02, 8.975E-01
 1.010E+03, 2.401E+02, 9.353E-01
 1.020E+03, 2.465E+02, 8.463E-01
 1.030E+03, 2.380E+02, 7.923E-01
 1.040E+03, 2.416E+02, 8.760E-01
 1.050E+03, 2.424E+02, 8.872E-01
 1.060E+03, 2.502E+02, 8.306E-01
 1.070E+03, 2.413E+02, 8.928E-01
 1.080E+03, 2.475E+02, 8.159E-01
 1.090E+03, 2.424E+02, 8.062E-01
 1.100E+03, 2.373E+02, 8.773E-01
 1.110E+03, 2.426E+02, 8.491E-01
 1.120E+03, 2.517E+02, 8.374E-01
 1.130E+03, 2.517E+02, 9.758E-01
 1.140E+03, 2.378E+02, 8.955E-01
 1.150E+03, 2.458E+02, 8.977E-01
 1.160E+03, 2.597E+02, 8.905E-01
 1.170E+03, 2.484E+02, 9.652E-01
 1.180E+03, 2.420E+02, 8.493E-01
 1.190E+03, 2.402E+02, 8.126E-01
 1.200E+03, 2.567E+02, 8.984E-01
 1.210E+03, 2.441E+02, 9.265E-01
 1.220E+03, 2.619E+02, 9.607E-01
 1.230E+03, 2.652E+02, 8.736E-01
 1.240E+03, 2.608E+02, 8.957E-01
 1.250E+03, 2.551E+02, 1.001E+00
 1.260E+03, 2.616E+02, 9.348E-01
 1.270E+03, 2.504E+02, 9.383E-01
 1.280E+03, 2.417E+02, 8.606E-01
 1.290E+03, 2.343E+02, 8.744E-01
 1.300E+03, 2.351E+02, 9.072E-01
 1.310E+03, 2.449E+02, 8.498E-01
 1.320E+03, 2.306E+02, 8.550E-01
 1.330E+03, 2.471E+02, 9.150E-01
 1.340E+03, 2.344E+02, 9.284E-01
 1.350E+03, 2.470E+02, 8.711E-01
 1.360E+03, 2.409E+02, 8.407E-01
 1.370E+03, 2.285E+02, 7.999E-01
 1.380E+03, 2.379E+02, 8.750E-01
 1.390E+03, 2.412E+02, 9.294E-01
 1.400E+03, 2.478E+02, 8.384E-01
 1.410E+03, 2.551E+02, 8.893E-01
 1.420E+03, 2.346E+02, 9.458E-01
 1.430E+03, 2.394E+02, 8.626E-01
 1.440E+03, 2.424E+02, 8.979E-01
 1.450E+03, 2.460E+02, 9.044E-01
 1.460E+03, 2.450E+02, 8.752E-01
 1.470E+03, 2.446E+02, 9.190E-01
 1.480E+03, 2.501E+02, 9.493E-01
 1.490E+03, 2.588E+02, 9.364E-01
 1.500E+03, 2.439E+02, 9.667E-01
 1.510E+03, 2.389E+02, 8.796E-01
 1.520E+03, 2.347E+02, 8.510E-01
 1.530E+03, 2.381E+02, 8.005E-01
 1.540E+03, 2.225E+02, 8.928E-01
 1.550E+03, 2.410E+02, 9.589E-01
 1.560E+03, 2.386E+02, 8.199E-01
 1.570E+03, 2.280E+02, 8.037E-01
 1.580E+03, 2.427E+02, 9.110E-01
 1.590E+03, 2.484E+02, 9.285E-01
 1.600E+03, 2.488E+02, 8.808E-01
 1.610E+03, 2.481E+02, 9.264E-01
 1.620E+03, 2.502E+02, 8.877E-01
 1.630E+03, 2.392E+02, 9.023E-01
 1.640E+03, 2.442E+02, 9.268E-01
 1.650E+03, 2.507E+02, 9.082E-01
 1.660E+03, 2.543E+02, 8.820E-01
 1.670E+03, 2.453E+02, 9.172E-01
 1.680E+03, 2.469E+02, 8.676E-01
 1.690E+03, 2.415E+02, 8.303E-01
 1.700E+03, 2.385E+02, 8.246E-01
 1.710E+03, 2.292E+02, 8.603E-01
 1.720E+03, 2.375E+02, 8.051E-01
 1.730E+03, 2.365E+02, 8.226E-01
 1.740E+03, 2.396E+02, 8.404E-01
 1.750E+03, 2.520E+02, 9.203E-01
 1.760E+03, 2.445E+02, 8.281E-01
 1.770E+03, 2.422E+02, 8.132E-01
 1.780E+03, 2.533E+02, 9.308E-01
 1.790E+03, 2.493E+02, 9.352E-01
 1.800E+03, 2.355E+02, 8.419E-01
