s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.800E+01, 2.130E+00
 1.003E+01, 2.800E+01, 2.130E+00
 2.001E+01, 2.802E+01, 2.130E+00
 3.003E+01, 2.804E+01, 2.130E+00
 4.002E+01, 4.096E+01, 2.031E+00
 5.001E+01, 6.926E+01, 1.353E+00
 6.003E+01, 7.133E+01, 8.639E-01
 7.000E+01, 7.807E+01, 7.468E-01
 8.002E+01, 8.111E+01, 8.714E-01
 9.003E+01, 8.784E+01, 1.100E+00
 1.000E+02, 9.019E+01, 1.273E+00
 1.100E+02, 9.393E+01, 1.330E+00
 1.200E+02, 1.037E+02, 1.277E+00
 1.300E+02, 1.128E+02, 1.090E+00
 1.400E+02, 1.232E+02, 1.038E+00
 1.500E+02, 1.229E+02, 1.164E+00
 1.600E+02, 1.241E+02, 1.294E+00
 1.700E+02, 1.210E+02, 1.269E+00
 1.800E+02, 1.199E+02, 1.251E+00
 1.900E+02, 1.177E+02, 1.179E+00
 2.000E+02, 1.203E+02, 1.121E+00
 2.100E+02, 1.272E+02, 1.114E+00
 2.200E+02, 1.344E+02, 1.130E+00
 2.300E+02, 1.371E+02, 1.087E+00
 2.400E+02, 1.398E+02, 1.119E+00
 2.500E+02, 1.263E+02, 1.174E+00
 2.600E+02, 1.391E+02, 1.148E+00
 2.700E+02, 1.427E+02, 1.114E+00
 2.800E+02, 1.440E+02, 1.115E+00
 2.900E+02, 1.455E+02, 1.149E+00
 3.000E+02, 1.473E+02, 1.141E+00
 3.100E+02, 1.475E+02, 1.139E+00
 3.200E+02, 1.503E+02, 1.149E+00
 3.300E+02, 1.547E+02, 1.136E+00
 3.400E+02, 1.576E+02, 1.176E+00
 3.500E+02, 1.548E+02, 1.207E+00
 3.600E+02, 1.579E+02, 1.191E+00
 3.700E+02, 1.575E+02, 1.173E+00
 3.800E+02, 1.593E+02, 1.144E+00
 3.900E+02, 1.499E+02, 1.156E+00
 4.000E+02, 1.505E+02, 1.136E+00
 4.100E+02, 1.517E+02, 1.208E+00
 4.200E+02, 1.523E+02, 1.221E+00
 4.300E+02, 1.521E+02, 1.188E+00
 4.400E+02, 1.608E+02, 1.081E+00
 4.501E+02, 1.573E+02, 1.197E+00
 4.600E+02, 1.588E+02, 1.244E+00
 4.700E+02, 1.610E+02, 1.182E+00
 4.800E+02, 1.624E+02, 1.122E+00
 4.900E+02, 1.636E+02, 1.181E+00
