m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.148E+01, 2.000E-02, 1.979E+01,-9.034E-01
 6.860E-02, 4.139E+01, 6.865E-02, 1.752E+01,-9.251E-01
 1.172E-01, 4.306E+01, 1.173E-01, 1.714E+01,-9.229E-01
 1.658E-01, 4.460E+01, 1.659E-01, 1.714E+01,-9.162E-01
 2.144E-01, 4.564E+01, 2.146E-01, 1.719E+01,-9.079E-01
 2.630E-01, 4.609E+01, 2.632E-01, 1.725E+01,-8.981E-01
 3.116E-01, 4.634E+01, 3.119E-01, 1.731E+01,-8.888E-01
 3.602E-01, 4.669E+01, 3.605E-01, 1.739E+01,-8.688E-01
 4.088E-01, 4.736E+01, 4.092E-01, 1.747E+01,-8.504E-01
 4.574E-01, 4.844E+01, 4.578E-01, 1.756E+01,-8.285E-01
 5.060E-01, 4.934E+01, 5.065E-01, 1.765E+01,-8.071E-01
 5.547E-01, 5.058E+01, 5.551E-01, 1.773E+01,-7.910E-01
 6.033E-01, 5.203E+01, 6.038E-01, 1.784E+01,-7.491E-01
 6.519E-01, 5.324E+01, 6.524E-01, 1.796E+01,-7.248E-01
 7.005E-01, 5.456E+01, 7.011E-01, 1.807E+01,-7.051E-01
 7.491E-01, 5.660E+01, 7.497E-01, 1.819E+01,-6.644E-01
 7.977E-01, 6.106E+01, 7.984E-01, 1.837E+01,-6.054E-01
 8.463E-01, 6.911E+01, 8.470E-01, 1.895E+01,-5.597E-01
 8.949E-01, 7.773E+01, 8.957E-01, 2.248E+01,-4.847E-01
 9.435E-01, 8.565E+01, 9.443E-01, 3.137E+01,-3.464E-01
 9.921E-01, 1.012E+02, 9.930E-01, 4.330E+01,-1.593E-01
 1.041E+00, 1.327E+02, 1.042E+00, 6.549E+01, 2.919E-01
 1.089E+00, 1.770E+02, 1.090E+00, 9.694E+01, 6.377E-01
 1.138E+00, 2.116E+02, 1.139E+00, 1.320E+02, 9.627E-01
 1.187E+00, 2.311E+02, 1.188E+00, 1.645E+02, 1.202E+00
 1.235E+00, 2.477E+02, 1.236E+00, 1.925E+02, 1.384E+00
 1.284E+00, 2.627E+02, 1.285E+00, 2.099E+02, 1.514E+00
 1.332E+00, 2.713E+02, 1.334E+00, 2.237E+02, 1.667E+00
 1.381E+00, 2.743E+02, 1.382E+00, 2.355E+02, 1.837E+00
 1.430E+00, 2.800E+02, 1.431E+00, 2.441E+02, 1.967E+00
 1.478E+00, 2.828E+02, 1.479E+00, 2.510E+02, 2.083E+00
 1.527E+00, 2.855E+02, 1.528E+00, 2.546E+02, 2.194E+00
 1.575E+00, 2.889E+02, 1.577E+00, 2.561E+02, 2.369E+00
 1.624E+00, 2.909E+02, 1.625E+00, 2.590E+02, 2.526E+00
 1.673E+00, 2.929E+02, 1.674E+00, 2.625E+02, 2.699E+00
 1.721E+00, 2.948E+02, 1.723E+00, 2.653E+02, 2.947E+00
 1.770E+00, 2.957E+02, 1.771E+00, 2.688E+02, 3.067E+00
 1.818E+00, 2.963E+02, 1.820E+00, 2.684E+02, 1.758E+00
 1.867E+00, 2.969E+02,NaN,NaN,NaN
 1.916E+00, 2.974E+02,NaN,NaN,NaN
 1.964E+00, 2.984E+02,NaN,NaN,NaN
 2.013E+00, 2.992E+02,NaN,NaN,NaN
 2.061E+00, 3.008E+02,NaN,NaN,NaN
 2.110E+00, 3.000E+02,NaN,NaN,NaN
