s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.000E+01, 2.130E+00
 1.005E+01, 2.000E+01, 2.130E+00
 2.005E+01, 2.002E+01, 2.130E+00
 3.005E+01, 2.447E+01, 2.111E+00
 4.001E+01, 4.299E+01, 1.742E+00
 5.000E+01, 5.404E+01, 1.195E+00
 6.001E+01, 5.479E+01, 1.304E+00
 7.003E+01, 5.700E+01, 1.359E+00
 8.001E+01, 6.204E+01, 1.205E+00
 9.000E+01, 6.726E+01, 1.166E+00
 1.000E+02, 6.688E+01, 1.120E+00
 1.100E+02, 7.289E+01, 1.160E+00
 1.200E+02, 7.501E+01, 1.179E+00
 1.300E+02, 8.237E+01, 1.183E+00
 1.400E+02, 8.992E+01, 1.112E+00
 1.500E+02, 8.941E+01, 1.057E+00
 1.600E+02, 8.877E+01, 1.082E+00
 1.700E+02, 9.139E+01, 1.054E+00
 1.800E+02, 9.079E+01, 1.036E+00
 1.900E+02, 9.377E+01, 9.517E-01
 2.000E+02, 9.519E+01, 9.873E-01
 2.100E+02, 1.031E+02, 9.290E-01
 2.201E+02, 1.041E+02, 8.915E-01
 2.300E+02, 1.032E+02, 9.611E-01
 2.400E+02, 1.089E+02, 9.819E-01
 2.500E+02, 1.090E+02, 9.594E-01
 2.600E+02, 1.050E+02, 8.757E-01
 2.700E+02, 1.051E+02, 8.203E-01
 2.800E+02, 1.067E+02, 7.746E-01
 2.900E+02, 1.075E+02, 8.699E-01
 3.000E+02, 1.128E+02, 9.013E-01
 3.100E+02, 1.157E+02, 9.187E-01
 3.200E+02, 1.188E+02, 9.342E-01
 3.300E+02, 1.166E+02, 9.289E-01
 3.400E+02, 1.164E+02, 8.841E-01
 3.500E+02, 1.204E+02, 8.861E-01
 3.600E+02, 1.178E+02, 8.708E-01
 3.700E+02, 1.194E+02, 8.912E-01
 3.800E+02, 1.252E+02, 8.674E-01
 3.900E+02, 1.241E+02, 8.788E-01
 4.000E+02, 1.282E+02, 8.913E-01
 4.100E+02, 1.291E+02, 9.439E-01
 4.200E+02, 1.256E+02, 8.959E-01
 4.300E+02, 1.232E+02, 9.014E-01
