m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.734E+01, 2.000E-02, 2.966E+01,-7.399E-01
 6.860E-02, 4.424E+01, 6.865E-02, 2.777E+01,-7.604E-01
 1.172E-01, 4.374E+01, 1.173E-01, 2.754E+01,-7.607E-01
 1.658E-01, 4.465E+01, 1.659E-01, 2.752E+01,-7.561E-01
 2.144E-01, 4.606E+01, 2.146E-01, 2.754E+01,-7.443E-01
 2.630E-01, 4.795E+01, 2.632E-01, 2.756E+01,-7.292E-01
 3.116E-01, 4.899E+01, 3.119E-01, 2.760E+01,-7.200E-01
 3.602E-01, 4.987E+01, 3.605E-01, 2.764E+01,-7.086E-01
 4.088E-01, 5.052E+01, 4.092E-01, 2.771E+01,-6.833E-01
 4.574E-01, 5.121E+01, 4.578E-01, 2.778E+01,-6.758E-01
 5.060E-01, 5.167E+01, 5.065E-01, 2.787E+01,-6.509E-01
 5.547E-01, 5.249E+01, 5.551E-01, 2.799E+01,-6.288E-01
 6.033E-01, 5.376E+01, 6.038E-01, 2.811E+01,-6.046E-01
 6.519E-01, 5.495E+01, 6.524E-01, 2.825E+01,-5.756E-01
 7.005E-01, 5.579E+01, 7.011E-01, 2.837E+01,-5.485E-01
 7.491E-01, 5.660E+01, 7.497E-01, 2.848E+01,-5.223E-01
 7.977E-01, 5.793E+01, 7.984E-01, 2.862E+01,-4.881E-01
 8.463E-01, 5.946E+01, 8.470E-01, 2.888E+01,-4.552E-01
 8.949E-01, 6.076E+01, 8.957E-01, 2.999E+01,-4.097E-01
 9.435E-01, 6.225E+01, 9.443E-01, 3.362E+01,-3.414E-01
 9.921E-01, 6.527E+01, 9.930E-01, 4.043E+01,-1.280E-01
 1.041E+00, 7.393E+01, 1.042E+00, 4.545E+01,-6.999E-03
 1.089E+00, 9.420E+01, 1.090E+00, 5.340E+01, 2.378E-01
 1.138E+00, 1.267E+02, 1.139E+00, 6.171E+01, 4.572E-01
 1.187E+00, 1.730E+02, 1.188E+00, 7.359E+01, 5.690E-01
 1.235E+00, 2.172E+02, 1.236E+00, 9.417E+01, 8.185E-01
 1.284E+00, 2.405E+02, 1.285E+00, 1.216E+02, 1.045E+00
 1.332E+00, 2.503E+02, 1.334E+00, 1.482E+02, 1.207E+00
 1.381E+00, 2.529E+02, 1.382E+00, 1.706E+02, 1.280E+00
 1.430E+00, 2.534E+02, 1.431E+00, 1.854E+02, 1.348E+00
 1.478E+00, 2.540E+02, 1.479E+00, 1.946E+02, 1.516E+00
 1.527E+00, 2.549E+02, 1.528E+00, 1.985E+02, 1.694E+00
 1.575E+00, 2.556E+02, 1.577E+00, 2.029E+02, 1.817E+00
 1.624E+00, 2.561E+02, 1.625E+00, 2.110E+02, 2.028E+00
 1.673E+00, 2.565E+02, 1.674E+00, 2.245E+02, 2.272E+00
 1.721E+00, 2.566E+02, 1.723E+00, 2.375E+02, 2.597E+00
 1.770E+00, 2.567E+02, 1.771E+00, 2.436E+02, 2.508E+00
 1.818E+00, 2.571E+02, 1.820E+00, 2.359E+02, 6.893E-01
 1.867E+00, 2.573E+02,NaN,NaN,NaN
 1.916E+00, 2.577E+02,NaN,NaN,NaN
 1.964E+00, 2.584E+02,NaN,NaN,NaN
 2.013E+00, 2.593E+02,NaN,NaN,NaN
 2.061E+00, 2.597E+02,NaN,NaN,NaN
 2.110E+00, 2.595E+02,NaN,NaN,NaN
