m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.431E+01, 2.000E-02, 1.792E+01,-5.303E-01
 6.860E-02, 2.397E+01, 6.865E-02, 1.754E+01,-5.480E-01
 1.172E-01, 2.393E+01, 1.173E-01, 1.746E+01,-5.432E-01
 1.658E-01, 2.416E+01, 1.659E-01, 1.744E+01,-5.382E-01
 2.144E-01, 2.433E+01, 2.146E-01, 1.745E+01,-5.359E-01
 2.630E-01, 2.448E+01, 2.632E-01, 1.746E+01,-5.338E-01
 3.116E-01, 2.461E+01, 3.119E-01, 1.747E+01,-5.248E-01
 3.602E-01, 2.478E+01, 3.605E-01, 1.749E+01,-5.155E-01
 4.088E-01, 2.502E+01, 4.092E-01, 1.750E+01,-4.975E-01
 4.574E-01, 2.528E+01, 4.578E-01, 1.752E+01,-4.936E-01
 5.060E-01, 2.567E+01, 5.065E-01, 1.754E+01,-4.820E-01
 5.547E-01, 2.616E+01, 5.551E-01, 1.755E+01,-4.703E-01
 6.033E-01, 2.668E+01, 6.038E-01, 1.757E+01,-4.616E-01
 6.519E-01, 2.711E+01, 6.524E-01, 1.758E+01,-4.497E-01
 7.005E-01, 2.751E+01, 7.011E-01, 1.760E+01,-4.408E-01
 7.491E-01, 2.789E+01, 7.497E-01, 1.762E+01,-4.233E-01
 7.977E-01, 2.846E+01, 7.984E-01, 1.764E+01,-4.044E-01
 8.463E-01, 2.957E+01, 8.470E-01, 1.765E+01,-3.926E-01
 8.949E-01, 3.137E+01, 8.957E-01, 1.768E+01,-3.774E-01
 9.435E-01, 3.416E+01, 9.443E-01, 1.790E+01,-3.434E-01
 9.921E-01, 3.889E+01, 9.930E-01, 1.911E+01,-2.917E-01
 1.041E+00, 4.613E+01, 1.042E+00, 2.252E+01,-2.190E-01
 1.089E+00, 5.475E+01, 1.090E+00, 2.957E+01,-4.291E-02
 1.138E+00, 6.279E+01, 1.139E+00, 4.484E+01, 3.448E-01
 1.187E+00, 6.936E+01, 1.188E+00, 5.780E+01, 5.132E-01
 1.235E+00, 7.576E+01, 1.236E+00, 6.511E+01, 6.073E-01
 1.284E+00, 8.216E+01, 1.285E+00, 7.068E+01, 6.660E-01
 1.332E+00, 8.824E+01, 1.334E+00, 7.554E+01, 7.644E-01
 1.381E+00, 9.195E+01, 1.382E+00, 7.976E+01, 8.558E-01
 1.430E+00, 9.395E+01, 1.431E+00, 8.206E+01, 9.131E-01
 1.478E+00, 9.557E+01, 1.479E+00, 8.399E+01, 1.006E+00
 1.527E+00, 9.667E+01, 1.528E+00, 8.636E+01, 1.096E+00
 1.575E+00, 9.731E+01, 1.577E+00, 8.847E+01, 1.208E+00
 1.624E+00, 9.778E+01, 1.625E+00, 9.041E+01, 1.292E+00
 1.673E+00, 9.826E+01, 1.674E+00, 9.147E+01, 1.413E+00
 1.721E+00, 9.853E+01, 1.723E+00, 9.205E+01, 1.536E+00
 1.770E+00, 9.895E+01, 1.771E+00, 9.292E+01, 1.597E+00
 1.818E+00, 9.935E+01, 1.820E+00, 9.283E+01, 9.269E-01
 1.867E+00, 9.976E+01,NaN,NaN,NaN
 1.916E+00, 1.002E+02,NaN,NaN,NaN
 1.964E+00, 1.003E+02,NaN,NaN,NaN
 2.013E+00, 1.002E+02,NaN,NaN,NaN
 2.061E+00, 1.001E+02,NaN,NaN,NaN
 2.110E+00, 9.918E+01,NaN,NaN,NaN
