s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.900E+01, 2.130E+00
 1.004E+01, 2.901E+01, 2.130E+00
 2.002E+01, 2.906E+01, 2.130E+00
 3.001E+01, 6.722E+01, 1.996E+00
 4.003E+01, 6.372E+01, 1.305E+00
 5.004E+01, 6.135E+01, 1.040E+00
 6.001E+01, 6.691E+01, 1.027E+00
 7.002E+01, 7.420E+01, 1.257E+00
 8.005E+01, 7.589E+01, 1.353E+00
 9.001E+01, 7.470E+01, 1.259E+00
 1.000E+02, 8.260E+01, 1.097E+00
 1.100E+02, 8.659E+01, 1.003E+00
 1.200E+02, 9.162E+01, 9.972E-01
 1.300E+02, 9.455E+01, 9.516E-01
 1.400E+02, 9.571E+01, 9.494E-01
 1.500E+02, 9.709E+01, 9.572E-01
 1.600E+02, 9.934E+01, 9.876E-01
 1.700E+02, 1.076E+02, 9.473E-01
 1.800E+02, 1.061E+02, 8.654E-01
 1.900E+02, 1.064E+02, 8.619E-01
 2.000E+02, 1.021E+02, 8.983E-01
 2.100E+02, 1.017E+02, 8.338E-01
 2.200E+02, 1.042E+02, 8.398E-01
 2.300E+02, 1.018E+02, 8.032E-01
 2.400E+02, 1.034E+02, 7.326E-01
 2.501E+02, 1.068E+02, 6.894E-01
 2.600E+02, 1.051E+02, 7.253E-01
 2.700E+02, 1.031E+02, 7.094E-01
 2.800E+02, 1.039E+02, 7.123E-01
 2.900E+02, 1.025E+02, 6.381E-01
 3.001E+02, 1.030E+02, 6.077E-01
 3.101E+02, 9.947E+01, 6.994E-01
 3.200E+02, 9.702E+01, 6.296E-01
 3.300E+02, 9.900E+01, 4.896E-01
 3.400E+02, 1.006E+02, 4.044E-01
 3.500E+02, 1.029E+02, 4.166E-01
 3.601E+02, 1.047E+02, 5.303E-01
 3.700E+02, 1.061E+02, 6.084E-01
 3.800E+02, 1.067E+02, 6.110E-01
 3.900E+02, 1.083E+02, 6.420E-01
 4.001E+02, 1.116E+02, 6.645E-01
 4.100E+02, 1.124E+02, 6.464E-01
 4.200E+02, 1.131E+02, 5.929E-01
 4.301E+02, 1.135E+02, 5.662E-01
 4.401E+02, 1.141E+02, 6.319E-01
 4.500E+02, 1.159E+02, 6.393E-01
 4.601E+02, 1.181E+02, 6.119E-01
 4.700E+02, 1.175E+02, 6.176E-01
 4.800E+02, 1.204E+02, 6.792E-01
 4.900E+02, 1.175E+02, 6.651E-01
 5.001E+02, 1.181E+02, 6.522E-01
 5.100E+02, 1.157E+02, 5.921E-01
 5.200E+02, 1.140E+02, 5.501E-01
 5.300E+02, 1.152E+02, 5.497E-01
 5.400E+02, 1.144E+02, 5.595E-01
 5.500E+02, 1.157E+02, 5.483E-01
 5.600E+02, 1.189E+02, 5.257E-01
 5.700E+02, 1.170E+02, 6.116E-01
 5.801E+02, 1.162E+02, 6.975E-01
 5.900E+02, 1.188E+02, 6.505E-01
 6.000E+02, 1.170E+02, 5.375E-01
 6.101E+02, 1.206E+02, 5.498E-01
 6.200E+02, 1.197E+02, 6.263E-01
 6.300E+02, 1.174E+02, 6.192E-01
 6.400E+02, 1.199E+02, 5.783E-01
 6.500E+02, 1.201E+02, 6.221E-01
 6.600E+02, 1.201E+02, 6.963E-01
 6.700E+02, 1.213E+02, 6.704E-01
 6.800E+02, 1.216E+02, 5.817E-01
 6.900E+02, 1.189E+02, 5.209E-01
 7.000E+02, 1.189E+02, 5.508E-01
 7.100E+02, 1.197E+02, 5.639E-01
 7.200E+02, 1.218E+02, 5.892E-01
 7.300E+02, 1.240E+02, 6.825E-01
 7.400E+02, 1.250E+02, 6.723E-01
 7.501E+02, 1.228E+02, 6.053E-01
 7.600E+02, 1.217E+02, 5.711E-01
 7.700E+02, 1.187E+02, 5.902E-01
 7.800E+02, 1.172E+02, 6.384E-01
 7.901E+02, 1.171E+02, 6.224E-01
 8.000E+02, 1.192E+02, 5.186E-01
 8.100E+02, 1.220E+02, 4.798E-01
 8.201E+02, 1.237E+02, 5.662E-01
 8.300E+02, 1.209E+02, 6.229E-01
 8.401E+02, 1.218E+02, 6.567E-01
 8.501E+02, 1.192E+02, 6.255E-01
 8.600E+02, 1.214E+02, 6.016E-01
 8.701E+02, 1.233E+02, 5.954E-01
