m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.787E+01, 2.000E-02, 2.672E+01,-1.171E+00
 6.860E-02, 4.816E+01, 6.865E-02, 2.621E+01,-1.192E+00
 1.172E-01, 5.142E+01, 1.173E-01, 2.610E+01,-1.174E+00
 1.658E-01, 5.489E+01, 1.659E-01, 2.612E+01,-1.162E+00
 2.144E-01, 5.977E+01, 2.146E-01, 2.618E+01,-1.158E+00
 2.630E-01, 6.564E+01, 2.632E-01, 2.625E+01,-1.136E+00
 3.116E-01, 7.021E+01, 3.119E-01, 2.630E+01,-1.122E+00
 3.602E-01, 7.485E+01, 3.605E-01, 2.634E+01,-1.100E+00
 4.088E-01, 7.905E+01, 4.092E-01, 2.636E+01,-1.077E+00
 4.574E-01, 8.203E+01, 4.578E-01, 2.638E+01,-1.056E+00
 5.060E-01, 8.544E+01, 5.065E-01, 2.640E+01,-1.023E+00
 5.547E-01, 9.155E+01, 5.551E-01, 2.643E+01,-9.754E-01
 6.033E-01, 1.012E+02, 6.038E-01, 2.647E+01,-9.253E-01
 6.519E-01, 1.133E+02, 6.524E-01, 2.650E+01,-8.845E-01
 7.005E-01, 1.280E+02, 7.011E-01, 2.657E+01,-8.052E-01
 7.491E-01, 1.376E+02, 7.497E-01, 2.669E+01,-7.263E-01
 7.977E-01, 1.417E+02, 7.984E-01, 2.712E+01,-6.612E-01
 8.463E-01, 1.449E+02, 8.470E-01, 3.038E+01,-6.018E-01
 8.949E-01, 1.477E+02, 8.957E-01, 4.540E+01,-4.034E-01
 9.435E-01, 1.506E+02, 9.443E-01, 8.143E+01, 7.786E-02
 9.921E-01, 1.534E+02, 9.930E-01, 1.118E+02, 5.425E-01
 1.041E+00, 1.562E+02, 1.042E+00, 1.357E+02, 9.528E-01
 1.089E+00, 1.573E+02, 1.090E+00, 1.477E+02, 1.178E+00
 1.138E+00, 1.585E+02, 1.139E+00, 1.516E+02, 1.336E+00
 1.187E+00, 1.597E+02, 1.188E+00, 1.528E+02, 1.422E+00
 1.235E+00, 1.604E+02, 1.236E+00, 1.533E+02, 1.517E+00
 1.284E+00, 1.612E+02, 1.285E+00, 1.538E+02, 1.566E+00
 1.332E+00, 1.619E+02, 1.334E+00, 1.542E+02, 1.645E+00
 1.381E+00, 1.625E+02, 1.382E+00, 1.550E+02, 1.744E+00
 1.430E+00, 1.628E+02, 1.431E+00, 1.561E+02, 1.796E+00
 1.478E+00, 1.625E+02, 1.479E+00, 1.571E+02, 1.846E+00
 1.527E+00, 1.623E+02, 1.528E+00, 1.581E+02, 1.943E+00
 1.575E+00, 1.623E+02, 1.577E+00, 1.588E+02, 2.069E+00
 1.624E+00, 1.625E+02, 1.625E+00, 1.590E+02, 2.202E+00
 1.673E+00, 1.626E+02, 1.674E+00, 1.596E+02, 2.395E+00
 1.721E+00, 1.627E+02, 1.723E+00, 1.605E+02, 2.584E+00
 1.770E+00, 1.626E+02, 1.771E+00, 1.608E+02, 2.438E+00
 1.818E+00, 1.626E+02, 1.820E+00, 1.598E+02, 1.262E+00
 1.867E+00, 1.628E+02,NaN,NaN,NaN
 1.916E+00, 1.634E+02,NaN,NaN,NaN
 1.964E+00, 1.641E+02,NaN,NaN,NaN
 2.013E+00, 1.646E+02,NaN,NaN,NaN
 2.061E+00, 1.654E+02,NaN,NaN,NaN
 2.110E+00, 1.639E+02,NaN,NaN,NaN
