s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 7.000E+00, 2.130E+00
 1.001E+01, 6.999E+00, 2.130E+00
 2.002E+01, 7.013E+00, 2.130E+00
 3.004E+01, 7.028E+00, 2.130E+00
 4.005E+01, 3.083E+01, 1.806E+00
 5.003E+01, 3.531E+01, 1.320E+00
 6.003E+01, 3.473E+01, 1.347E+00
 7.004E+01, 4.157E+01, 1.381E+00
 8.004E+01, 4.769E+01, 1.232E+00
 9.002E+01, 5.221E+01, 1.146E+00
 1.000E+02, 5.936E+01, 1.180E+00
 1.100E+02, 5.743E+01, 1.117E+00
 1.200E+02, 6.548E+01, 1.152E+00
 1.300E+02, 6.787E+01, 1.162E+00
 1.400E+02, 7.338E+01, 1.048E+00
 1.500E+02, 7.391E+01, 9.899E-01
 1.600E+02, 7.772E+01, 1.029E+00
 1.701E+02, 7.733E+01, 9.681E-01
 1.800E+02, 8.173E+01, 9.269E-01
 1.900E+02, 7.595E+01, 8.607E-01
 2.000E+02, 8.018E+01, 7.900E-01
 2.100E+02, 8.387E+01, 7.360E-01
 2.200E+02, 8.450E+01, 7.451E-01
 2.300E+02, 8.612E+01, 7.596E-01
 2.400E+02, 8.652E+01, 7.362E-01
 2.500E+02, 8.890E+01, 7.054E-01
 2.600E+02, 9.284E+01, 6.654E-01
 2.700E+02, 9.237E+01, 5.779E-01
 2.800E+02, 9.592E+01, 6.324E-01
 2.900E+02, 9.913E+01, 6.501E-01
 3.000E+02, 1.038E+02, 6.507E-01
 3.100E+02, 1.073E+02, 6.490E-01
 3.200E+02, 1.061E+02, 5.895E-01
 3.300E+02, 1.129E+02, 5.956E-01
 3.400E+02, 1.090E+02, 6.075E-01
 3.500E+02, 1.130E+02, 5.634E-01
 3.600E+02, 1.196E+02, 5.532E-01
 3.700E+02, 1.233E+02, 5.546E-01
 3.800E+02, 1.162E+02, 5.484E-01
 3.900E+02, 1.195E+02, 5.674E-01
 4.000E+02, 1.196E+02, 5.364E-01
 4.100E+02, 1.196E+02, 4.722E-01
 4.201E+02, 1.230E+02, 4.527E-01
 4.300E+02, 1.265E+02, 4.529E-01
 4.400E+02, 1.249E+02, 4.387E-01
 4.500E+02, 1.287E+02, 4.429E-01
 4.600E+02, 1.308E+02, 5.134E-01
 4.700E+02, 1.338E+02, 5.296E-01
 4.801E+02, 1.298E+02, 4.707E-01
 4.900E+02, 1.369E+02, 3.896E-01
 5.000E+02, 1.407E+02, 3.983E-01
 5.100E+02, 1.384E+02, 4.560E-01
 5.200E+02, 1.399E+02, 4.384E-01
 5.300E+02, 1.406E+02, 4.389E-01
 5.400E+02, 1.409E+02, 4.296E-01
 5.500E+02, 1.453E+02, 3.947E-01
 5.600E+02, 1.468E+02, 4.249E-01
 5.700E+02, 1.511E+02, 4.419E-01
 5.800E+02, 1.493E+02, 3.931E-01
 5.900E+02, 1.485E+02, 3.909E-01
 6.000E+02, 1.496E+02, 4.213E-01
 6.100E+02, 1.524E+02, 4.190E-01
 6.200E+02, 1.524E+02, 3.824E-01
 6.301E+02, 1.594E+02, 3.549E-01
 6.401E+02, 1.542E+02, 3.972E-01
 6.500E+02, 1.630E+02, 4.415E-01
 6.600E+02, 1.572E+02, 4.201E-01
 6.700E+02, 1.605E+02, 4.024E-01
 6.800E+02, 1.637E+02, 4.060E-01
 6.900E+02, 1.658E+02, 4.377E-01
 7.000E+02, 1.628E+02, 4.528E-01
 7.100E+02, 1.726E+02, 4.402E-01
 7.200E+02, 1.735E+02, 4.653E-01
 7.300E+02, 1.727E+02, 4.782E-01
 7.400E+02, 1.740E+02, 4.822E-01
 7.500E+02, 1.713E+02, 4.801E-01
 7.600E+02, 1.742E+02, 4.548E-01
 7.700E+02, 1.767E+02, 4.523E-01
 7.800E+02, 1.768E+02, 4.620E-01
 7.901E+02, 1.839E+02, 4.919E-01
 8.000E+02, 1.799E+02, 4.734E-01
 8.100E+02, 1.777E+02, 4.903E-01
 8.200E+02, 1.853E+02, 5.027E-01
 8.301E+02, 1.945E+02, 6.047E-01
 8.400E+02, 1.993E+02, 6.812E-01
 8.501E+02, 1.956E+02, 6.976E-01
 8.601E+02, 1.955E+02, 6.586E-01
 8.700E+02, 1.946E+02, 6.421E-01
 8.800E+02, 2.009E+02, 6.508E-01
 8.900E+02, 1.979E+02, 6.562E-01
 9.001E+02, 2.017E+02, 6.085E-01
 9.100E+02, 2.043E+02, 6.456E-01
 9.201E+02, 2.074E+02, 6.477E-01
 9.300E+02, 2.087E+02, 6.630E-01
 9.401E+02, 2.043E+02, 7.202E-01
 9.500E+02, 2.029E+02, 6.511E-01
 9.600E+02, 2.078E+02, 6.856E-01
 9.700E+02, 2.109E+02, 7.656E-01
 9.800E+02, 2.113E+02, 7.629E-01
 9.900E+02, 2.126E+02, 7.741E-01
 1.000E+03, 2.177E+02, 7.581E-01
 1.010E+03, 2.160E+02, 7.646E-01
 1.020E+03, 2.149E+02, 7.798E-01
 1.030E+03, 2.201E+02, 7.940E-01
 1.040E+03, 2.167E+02, 7.821E-01
 1.050E+03, 2.152E+02, 6.684E-01
 1.060E+03, 2.142E+02, 6.448E-01
 1.070E+03, 2.224E+02, 6.881E-01
 1.080E+03, 2.261E+02, 7.611E-01
 1.090E+03, 2.221E+02, 8.138E-01
 1.100E+03, 2.204E+02, 7.887E-01
 1.110E+03, 2.185E+02, 6.745E-01
 1.120E+03, 2.179E+02, 6.627E-01
 1.130E+03, 2.256E+02, 7.284E-01
