s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 1.300E+01, 2.130E+00
 1.004E+01, 1.301E+01, 2.130E+00
 2.004E+01, 1.304E+01, 2.130E+00
 3.003E+01, 1.307E+01, 2.130E+00
 4.001E+01, 4.164E+01, 1.549E+00
 5.003E+01, 6.001E+01, 1.201E+00
 6.004E+01, 6.816E+01, 1.400E+00
 7.000E+01, 8.295E+01, 1.188E+00
 8.003E+01, 8.617E+01, 1.235E+00
 9.001E+01, 9.225E+01, 1.129E+00
 1.000E+02, 9.362E+01, 1.114E+00
 1.100E+02, 9.734E+01, 1.092E+00
 1.200E+02, 9.942E+01, 1.073E+00
 1.300E+02, 1.127E+02, 9.638E-01
 1.400E+02, 1.246E+02, 1.030E+00
 1.500E+02, 1.237E+02, 1.031E+00
 1.600E+02, 1.137E+02, 9.234E-01
 1.700E+02, 1.170E+02, 8.543E-01
 1.800E+02, 1.238E+02, 8.985E-01
 1.900E+02, 1.189E+02, 8.560E-01
 2.000E+02, 1.264E+02, 8.559E-01
 2.100E+02, 1.329E+02, 8.933E-01
 2.200E+02, 1.342E+02, 8.072E-01
 2.300E+02, 1.325E+02, 8.204E-01
 2.400E+02, 1.394E+02, 8.180E-01
 2.500E+02, 1.386E+02, 8.643E-01
 2.600E+02, 1.389E+02, 8.219E-01
 2.700E+02, 1.461E+02, 8.013E-01
 2.800E+02, 1.546E+02, 8.691E-01
 2.900E+02, 1.582E+02, 8.802E-01
 3.000E+02, 1.499E+02, 9.304E-01
 3.100E+02, 1.554E+02, 9.081E-01
 3.200E+02, 1.531E+02, 9.351E-01
 3.300E+02, 1.568E+02, 8.909E-01
 3.400E+02, 1.623E+02, 8.519E-01
 3.500E+02, 1.587E+02, 9.225E-01
 3.600E+02, 1.688E+02, 9.527E-01
 3.700E+02, 1.660E+02, 8.892E-01
 3.800E+02, 1.619E+02, 9.167E-01
 3.900E+02, 1.644E+02, 8.896E-01
 4.000E+02, 1.674E+02, 9.398E-01
 4.100E+02, 1.694E+02, 9.635E-01
 4.200E+02, 1.723E+02, 9.376E-01
 4.300E+02, 1.701E+02, 9.059E-01
 4.400E+02, 1.665E+02, 9.248E-01
 4.500E+02, 1.693E+02, 9.053E-01
 4.600E+02, 1.766E+02, 8.305E-01
 4.700E+02, 1.681E+02, 9.879E-01
 4.800E+02, 1.693E+02, 1.004E+00
 4.900E+02, 1.793E+02, 9.477E-01
 5.000E+02, 1.690E+02, 9.291E-01
 5.100E+02, 1.759E+02, 9.280E-01
 5.200E+02, 1.842E+02, 9.576E-01
 5.300E+02, 1.831E+02, 9.636E-01
 5.400E+02, 1.817E+02, 9.366E-01
 5.500E+02, 1.773E+02, 1.005E+00
 5.600E+02, 1.699E+02, 9.603E-01
 5.700E+02, 1.732E+02, 8.628E-01
 5.800E+02, 1.754E+02, 9.080E-01
 5.900E+02, 1.732E+02, 8.986E-01
 6.000E+02, 1.713E+02, 9.344E-01
 6.100E+02, 1.792E+02, 8.526E-01
 6.200E+02, 1.712E+02, 9.294E-01
 6.300E+02, 1.831E+02, 9.351E-01
 6.400E+02, 1.756E+02, 8.986E-01
 6.500E+02, 1.804E+02, 8.977E-01
 6.600E+02, 1.807E+02, 8.848E-01
 6.700E+02, 1.677E+02, 9.727E-01
 6.800E+02, 1.852E+02, 9.062E-01
 6.900E+02, 1.860E+02, 8.889E-01
 7.000E+02, 1.819E+02, 9.649E-01
 7.100E+02, 1.858E+02, 8.989E-01
 7.200E+02, 1.811E+02, 9.964E-01
 7.300E+02, 1.785E+02, 9.817E-01
 7.400E+02, 1.815E+02, 8.994E-01
 7.500E+02, 1.882E+02, 9.395E-01
 7.600E+02, 1.840E+02, 8.888E-01
 7.700E+02, 1.849E+02, 1.019E+00
 7.800E+02, 1.937E+02, 9.988E-01
 7.900E+02, 1.877E+02, 9.130E-01
 8.000E+02, 1.839E+02, 9.579E-01
 8.100E+02, 1.885E+02, 9.071E-01
 8.200E+02, 1.776E+02, 9.498E-01
 8.300E+02, 1.817E+02, 8.870E-01
 8.400E+02, 1.779E+02, 9.177E-01
 8.500E+02, 1.788E+02, 9.108E-01
 8.600E+02, 1.904E+02, 9.599E-01
 8.700E+02, 1.756E+02, 9.891E-01
 8.800E+02, 1.871E+02, 9.307E-01
 8.900E+02, 1.913E+02, 9.724E-01
 9.000E+02, 1.844E+02, 9.666E-01
 9.100E+02, 1.934E+02, 8.701E-01
 9.200E+02, 1.834E+02, 9.690E-01
 9.300E+02, 1.943E+02, 1.010E+00
 9.400E+02, 1.901E+02, 9.892E-01
 9.500E+02, 1.818E+02, 9.292E-01
 9.600E+02, 1.885E+02, 9.908E-01
 9.700E+02, 1.953E+02, 9.202E-01
 9.800E+02, 1.797E+02, 1.009E+00
 9.900E+02, 1.897E+02, 9.863E-01
 1.000E+03, 1.874E+02, 9.778E-01
 1.010E+03, 1.963E+02, 9.231E-01
 1.020E+03, 1.910E+02, 9.679E-01
 1.030E+03, 1.853E+02, 9.349E-01
 1.040E+03, 1.821E+02, 9.530E-01
 1.050E+03, 1.823E+02, 8.804E-01
 1.060E+03, 1.867E+02, 9.395E-01
 1.070E+03, 1.810E+02, 9.179E-01
 1.080E+03, 1.816E+02, 9.301E-01
 1.090E+03, 1.852E+02, 9.528E-01
 1.100E+03, 1.800E+02, 9.588E-01
 1.110E+03, 1.749E+02, 9.114E-01
 1.120E+03, 1.836E+02, 8.947E-01
 1.130E+03, 1.845E+02, 9.526E-01
 1.140E+03, 1.751E+02, 9.431E-01
 1.150E+03, 1.823E+02, 8.845E-01
 1.160E+03, 1.836E+02, 9.612E-01
 1.170E+03, 1.859E+02, 9.946E-01
 1.180E+03, 1.860E+02, 9.846E-01
 1.190E+03, 1.880E+02, 9.577E-01
 1.200E+03, 1.889E+02, 9.573E-01
 1.210E+03, 1.879E+02, 9.862E-01
 1.220E+03, 1.855E+02, 9.227E-01
 1.230E+03, 1.773E+02, 9.999E-01
 1.240E+03, 1.845E+02, 9.590E-01
 1.250E+03, 1.943E+02, 9.582E-01
 1.260E+03, 1.904E+02, 9.484E-01
 1.270E+03, 1.883E+02, 9.464E-01
 1.280E+03, 1.843E+02, 9.721E-01
 1.290E+03, 1.784E+02, 9.089E-01
 1.300E+03, 1.896E+02, 9.388E-01
 1.310E+03, 1.919E+02, 1.000E+00
 1.320E+03, 1.892E+02, 9.702E-01
 1.330E+03, 1.802E+02, 9.150E-01
 1.340E+03, 1.863E+02, 9.078E-01
 1.350E+03, 1.847E+02, 9.149E-01
 1.360E+03, 1.796E+02, 9.437E-01
 1.370E+03, 1.854E+02, 9.194E-01
 1.380E+03, 1.819E+02, 8.816E-01
 1.390E+03, 1.860E+02, 9.559E-01
 1.400E+03, 1.876E+02, 9.559E-01
 1.410E+03, 1.820E+02, 9.303E-01
 1.420E+03, 1.817E+02, 9.086E-01
 1.430E+03, 1.865E+02, 9.549E-01
 1.440E+03, 1.823E+02, 9.486E-01
 1.450E+03, 1.769E+02, 9.558E-01
 1.460E+03, 1.822E+02, 9.093E-01
 1.470E+03, 1.943E+02, 8.821E-01
 1.480E+03, 1.974E+02, 1.077E+00
 1.490E+03, 1.911E+02, 1.028E+00
