m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.395E+01, 2.000E-02, 3.167E+01,-6.955E-01
 6.860E-02, 4.301E+01, 6.865E-02, 3.058E+01,-7.113E-01
 1.172E-01, 4.312E+01, 1.173E-01, 3.038E+01,-7.121E-01
 1.658E-01, 4.383E+01, 1.659E-01, 3.035E+01,-7.003E-01
 2.144E-01, 4.416E+01, 2.146E-01, 3.035E+01,-6.972E-01
 2.630E-01, 4.453E+01, 2.632E-01, 3.036E+01,-6.877E-01
 3.116E-01, 4.482E+01, 3.119E-01, 3.039E+01,-6.680E-01
 3.602E-01, 4.531E+01, 3.605E-01, 3.044E+01,-6.497E-01
 4.088E-01, 4.587E+01, 4.092E-01, 3.050E+01,-6.336E-01
 4.574E-01, 4.628E+01, 4.578E-01, 3.057E+01,-6.138E-01
 5.060E-01, 4.672E+01, 5.065E-01, 3.065E+01,-5.931E-01
 5.547E-01, 4.758E+01, 5.551E-01, 3.075E+01,-5.743E-01
 6.033E-01, 4.876E+01, 6.038E-01, 3.084E+01,-5.567E-01
 6.519E-01, 4.981E+01, 6.524E-01, 3.093E+01,-5.402E-01
 7.005E-01, 5.085E+01, 7.011E-01, 3.100E+01,-5.204E-01
 7.491E-01, 5.194E+01, 7.497E-01, 3.106E+01,-4.961E-01
 7.977E-01, 5.321E+01, 7.984E-01, 3.113E+01,-4.651E-01
 8.463E-01, 5.445E+01, 8.470E-01, 3.123E+01,-4.277E-01
 8.949E-01, 5.539E+01, 8.957E-01, 3.142E+01,-3.981E-01
 9.435E-01, 5.620E+01, 9.443E-01, 3.213E+01,-3.649E-01
 9.921E-01, 5.873E+01, 9.930E-01, 3.485E+01,-2.937E-01
 1.041E+00, 6.689E+01, 1.042E+00, 4.099E+01,-1.158E-01
 1.089E+00, 8.350E+01, 1.090E+00, 4.829E+01, 1.446E-01
 1.138E+00, 1.080E+02, 1.139E+00, 5.584E+01, 3.226E-01
 1.187E+00, 1.416E+02, 1.188E+00, 6.928E+01, 5.243E-01
 1.235E+00, 1.713E+02, 1.236E+00, 9.057E+01, 7.297E-01
 1.284E+00, 1.829E+02, 1.285E+00, 1.118E+02, 9.086E-01
 1.332E+00, 1.874E+02, 1.334E+00, 1.317E+02, 1.063E+00
 1.381E+00, 1.903E+02, 1.382E+00, 1.439E+02, 1.170E+00
 1.430E+00, 1.919E+02, 1.431E+00, 1.520E+02, 1.281E+00
 1.478E+00, 1.923E+02, 1.479E+00, 1.557E+02, 1.354E+00
 1.527E+00, 1.930E+02, 1.528E+00, 1.592E+02, 1.421E+00
 1.575E+00, 1.934E+02, 1.577E+00, 1.654E+02, 1.508E+00
 1.624E+00, 1.935E+02, 1.625E+00, 1.719E+02, 1.663E+00
 1.673E+00, 1.936E+02, 1.674E+00, 1.782E+02, 1.910E+00
 1.721E+00, 1.937E+02, 1.723E+00, 1.838E+02, 2.189E+00
 1.770E+00, 1.938E+02, 1.771E+00, 1.865E+02, 2.083E+00
 1.818E+00, 1.941E+02, 1.820E+00, 1.786E+02, 5.293E-01
 1.867E+00, 1.945E+02,NaN,NaN,NaN
 1.916E+00, 1.951E+02,NaN,NaN,NaN
 1.964E+00, 1.954E+02,NaN,NaN,NaN
 2.013E+00, 1.958E+02,NaN,NaN,NaN
 2.061E+00, 1.961E+02,NaN,NaN,NaN
 2.110E+00, 1.956E+02,NaN,NaN,NaN
