m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 5.760E+01, 2.000E-02, 3.175E+01,-9.964E-01
 6.860E-02, 5.858E+01, 6.865E-02, 3.081E+01,-1.025E+00
 1.172E-01, 6.027E+01, 1.173E-01, 3.064E+01,-1.019E+00
 1.658E-01, 6.163E+01, 1.659E-01, 3.067E+01,-1.017E+00
 2.144E-01, 6.252E+01, 2.146E-01, 3.076E+01,-1.021E+00
 2.630E-01, 6.323E+01, 2.632E-01, 3.085E+01,-1.016E+00
 3.116E-01, 6.520E+01, 3.119E-01, 3.094E+01,-9.999E-01
 3.602E-01, 6.880E+01, 3.605E-01, 3.100E+01,-9.846E-01
 4.088E-01, 7.321E+01, 4.092E-01, 3.104E+01,-9.633E-01
 4.574E-01, 7.775E+01, 4.578E-01, 3.108E+01,-9.421E-01
 5.060E-01, 8.271E+01, 5.065E-01, 3.110E+01,-9.156E-01
 5.547E-01, 8.815E+01, 5.551E-01, 3.114E+01,-8.720E-01
 6.033E-01, 9.465E+01, 6.038E-01, 3.119E+01,-8.409E-01
 6.519E-01, 1.028E+02, 6.524E-01, 3.123E+01,-8.125E-01
 7.005E-01, 1.118E+02, 7.011E-01, 3.130E+01,-7.587E-01
 7.491E-01, 1.205E+02, 7.497E-01, 3.139E+01,-7.192E-01
 7.977E-01, 1.278E+02, 7.984E-01, 3.190E+01,-6.612E-01
 8.463E-01, 1.355E+02, 8.470E-01, 3.508E+01,-5.930E-01
 8.949E-01, 1.452E+02, 8.957E-01, 4.551E+01,-4.841E-01
 9.435E-01, 1.551E+02, 9.443E-01, 6.796E+01,-1.541E-01
 9.921E-01, 1.650E+02, 9.930E-01, 1.028E+02, 3.999E-01
 1.041E+00, 1.708E+02, 1.042E+00, 1.290E+02, 7.193E-01
 1.089E+00, 1.736E+02, 1.090E+00, 1.448E+02, 9.339E-01
 1.138E+00, 1.767E+02, 1.139E+00, 1.550E+02, 1.031E+00
 1.187E+00, 1.795E+02, 1.188E+00, 1.614E+02, 1.146E+00
 1.235E+00, 1.809E+02, 1.236E+00, 1.657E+02, 1.226E+00
 1.284E+00, 1.834E+02, 1.285E+00, 1.693E+02, 1.312E+00
 1.332E+00, 1.857E+02, 1.334E+00, 1.721E+02, 1.399E+00
 1.381E+00, 1.872E+02, 1.382E+00, 1.749E+02, 1.486E+00
 1.430E+00, 1.886E+02, 1.431E+00, 1.778E+02, 1.567E+00
 1.478E+00, 1.898E+02, 1.479E+00, 1.809E+02, 1.688E+00
 1.527E+00, 1.908E+02, 1.528E+00, 1.832E+02, 1.817E+00
 1.575E+00, 1.915E+02, 1.577E+00, 1.838E+02, 1.922E+00
 1.624E+00, 1.917E+02, 1.625E+00, 1.842E+02, 2.054E+00
 1.673E+00, 1.921E+02, 1.674E+00, 1.850E+02, 2.225E+00
 1.721E+00, 1.922E+02, 1.723E+00, 1.865E+02, 2.479E+00
 1.770E+00, 1.924E+02, 1.771E+00, 1.875E+02, 2.444E+00
 1.818E+00, 1.923E+02, 1.820E+00, 1.858E+02, 1.105E+00
 1.867E+00, 1.925E+02,NaN,NaN,NaN
 1.916E+00, 1.931E+02,NaN,NaN,NaN
 1.964E+00, 1.937E+02,NaN,NaN,NaN
 2.013E+00, 1.943E+02,NaN,NaN,NaN
 2.061E+00, 1.944E+02,NaN,NaN,NaN
 2.110E+00, 1.927E+02,NaN,NaN,NaN
