m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.224E+01, 2.000E-02, 2.254E+01,-6.027E-01
 6.860E-02, 3.112E+01, 6.865E-02, 2.149E+01,-6.146E-01
 1.172E-01, 3.109E+01, 1.173E-01, 2.128E+01,-6.125E-01
 1.658E-01, 3.146E+01, 1.659E-01, 2.122E+01,-6.106E-01
 2.144E-01, 3.233E+01, 2.146E-01, 2.121E+01,-6.115E-01
 2.630E-01, 3.303E+01, 2.632E-01, 2.122E+01,-6.009E-01
 3.116E-01, 3.365E+01, 3.119E-01, 2.124E+01,-5.947E-01
 3.602E-01, 3.403E+01, 3.605E-01, 2.129E+01,-5.808E-01
 4.088E-01, 3.437E+01, 4.092E-01, 2.135E+01,-5.691E-01
 4.574E-01, 3.466E+01, 4.578E-01, 2.142E+01,-5.605E-01
 5.060E-01, 3.488E+01, 5.065E-01, 2.150E+01,-5.510E-01
 5.547E-01, 3.510E+01, 5.551E-01, 2.161E+01,-5.284E-01
 6.033E-01, 3.529E+01, 6.038E-01, 2.171E+01,-5.051E-01
 6.519E-01, 3.569E+01, 6.524E-01, 2.178E+01,-4.917E-01
 7.005E-01, 3.656E+01, 7.011E-01, 2.186E+01,-4.779E-01
 7.491E-01, 3.744E+01, 7.497E-01, 2.193E+01,-4.493E-01
 7.977E-01, 3.834E+01, 7.984E-01, 2.199E+01,-4.234E-01
 8.463E-01, 3.927E+01, 8.470E-01, 2.205E+01,-3.920E-01
 8.949E-01, 4.003E+01, 8.957E-01, 2.212E+01,-3.736E-01
 9.435E-01, 4.078E+01, 9.443E-01, 2.248E+01,-3.416E-01
 9.921E-01, 4.252E+01, 9.930E-01, 2.442E+01,-2.768E-01
 1.041E+00, 4.634E+01, 1.042E+00, 2.854E+01,-1.706E-01
 1.089E+00, 5.452E+01, 1.090E+00, 3.476E+01, 7.877E-02
 1.138E+00, 8.111E+01, 1.139E+00, 4.109E+01, 3.212E-01
 1.187E+00, 1.155E+02, 1.188E+00, 4.704E+01, 4.289E-01
 1.235E+00, 1.456E+02, 1.236E+00, 5.943E+01, 5.622E-01
 1.284E+00, 1.639E+02, 1.285E+00, 7.948E+01, 7.414E-01
 1.332E+00, 1.728E+02, 1.334E+00, 1.019E+02, 9.386E-01
 1.381E+00, 1.746E+02, 1.382E+00, 1.188E+02, 1.054E+00
 1.430E+00, 1.750E+02, 1.431E+00, 1.293E+02, 1.128E+00
 1.478E+00, 1.753E+02, 1.479E+00, 1.369E+02, 1.203E+00
 1.527E+00, 1.755E+02, 1.528E+00, 1.419E+02, 1.281E+00
 1.575E+00, 1.758E+02, 1.577E+00, 1.463E+02, 1.347E+00
 1.624E+00, 1.759E+02, 1.625E+00, 1.521E+02, 1.525E+00
 1.673E+00, 1.757E+02, 1.674E+00, 1.586E+02, 1.779E+00
 1.721E+00, 1.754E+02, 1.723E+00, 1.649E+02, 2.070E+00
 1.770E+00, 1.753E+02, 1.771E+00, 1.678E+02, 1.956E+00
 1.818E+00, 1.751E+02, 1.820E+00, 1.586E+02, 5.387E-01
 1.867E+00, 1.751E+02,NaN,NaN,NaN
 1.916E+00, 1.752E+02,NaN,NaN,NaN
 1.964E+00, 1.754E+02,NaN,NaN,NaN
 2.013E+00, 1.758E+02,NaN,NaN,NaN
 2.061E+00, 1.758E+02,NaN,NaN,NaN
 2.110E+00, 1.751E+02,NaN,NaN,NaN
