m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.566E+01, 2.000E-02, 2.396E+01,-6.616E-01
 6.860E-02, 3.536E+01, 6.865E-02, 2.316E+01,-6.919E-01
 1.172E-01, 3.573E+01, 1.173E-01, 2.301E+01,-6.739E-01
 1.658E-01, 3.615E+01, 1.659E-01, 2.298E+01,-6.655E-01
 2.144E-01, 3.665E+01, 2.146E-01, 2.298E+01,-6.595E-01
 2.630E-01, 3.726E+01, 2.632E-01, 2.300E+01,-6.467E-01
 3.116E-01, 3.749E+01, 3.119E-01, 2.303E+01,-6.438E-01
 3.602E-01, 3.748E+01, 3.605E-01, 2.307E+01,-6.522E-01
 4.088E-01, 3.743E+01, 4.092E-01, 2.310E+01,-6.395E-01
 4.574E-01, 3.778E+01, 4.578E-01, 2.313E+01,-6.277E-01
 5.060E-01, 3.880E+01, 5.065E-01, 2.317E+01,-6.060E-01
 5.547E-01, 3.991E+01, 5.551E-01, 2.321E+01,-5.926E-01
 6.033E-01, 4.092E+01, 6.038E-01, 2.325E+01,-5.772E-01
 6.519E-01, 4.194E+01, 6.524E-01, 2.329E+01,-5.600E-01
 7.005E-01, 4.286E+01, 7.011E-01, 2.333E+01,-5.334E-01
 7.491E-01, 4.348E+01, 7.497E-01, 2.336E+01,-5.152E-01
 7.977E-01, 4.454E+01, 7.984E-01, 2.340E+01,-4.850E-01
 8.463E-01, 4.646E+01, 8.470E-01, 2.346E+01,-4.635E-01
 8.949E-01, 4.951E+01, 8.957E-01, 2.390E+01,-4.366E-01
 9.435E-01, 5.398E+01, 9.443E-01, 2.566E+01,-3.621E-01
 9.921E-01, 5.991E+01, 9.930E-01, 3.030E+01,-2.602E-01
 1.041E+00, 6.907E+01, 1.042E+00, 3.873E+01,-7.261E-03
 1.089E+00, 8.017E+01, 1.090E+00, 5.050E+01, 2.423E-01
 1.138E+00, 9.880E+01, 1.139E+00, 6.710E+01, 4.749E-01
 1.187E+00, 1.143E+02, 1.188E+00, 8.654E+01, 7.056E-01
 1.235E+00, 1.244E+02, 1.236E+00, 1.047E+02, 8.232E-01
 1.284E+00, 1.308E+02, 1.285E+00, 1.159E+02, 9.392E-01
 1.332E+00, 1.382E+02, 1.334E+00, 1.234E+02, 1.045E+00
 1.381E+00, 1.430E+02, 1.382E+00, 1.303E+02, 1.124E+00
 1.430E+00, 1.472E+02, 1.431E+00, 1.338E+02, 1.230E+00
 1.478E+00, 1.531E+02, 1.479E+00, 1.370E+02, 1.342E+00
 1.527E+00, 1.589E+02, 1.528E+00, 1.421E+02, 1.462E+00
 1.575E+00, 1.619E+02, 1.577E+00, 1.476E+02, 1.605E+00
 1.624E+00, 1.629E+02, 1.625E+00, 1.499E+02, 1.730E+00
 1.673E+00, 1.631E+02, 1.674E+00, 1.498E+02, 1.836E+00
 1.721E+00, 1.636E+02, 1.723E+00, 1.501E+02, 2.033E+00
 1.770E+00, 1.645E+02, 1.771E+00, 1.516E+02, 2.092E+00
 1.818E+00, 1.651E+02, 1.820E+00, 1.512E+02, 1.188E+00
 1.867E+00, 1.656E+02,NaN,NaN,NaN
 1.916E+00, 1.662E+02,NaN,NaN,NaN
 1.964E+00, 1.663E+02,NaN,NaN,NaN
 2.013E+00, 1.664E+02,NaN,NaN,NaN
 2.061E+00, 1.664E+02,NaN,NaN,NaN
 2.110E+00, 1.651E+02,NaN,NaN,NaN
