s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 6.000E+00, 2.130E+00
 1.002E+01, 6.012E+00, 2.130E+00
 2.000E+01, 2.302E+01, 2.102E+00
 3.006E+01, 5.711E+01, 1.987E+00
 4.001E+01, 6.385E+01, 1.822E+00
 5.003E+01, 6.835E+01, 1.985E+00
 6.000E+01, 6.838E+01, 1.929E+00
 7.005E+01, 7.938E+01, 1.955E+00
 8.005E+01, 6.819E+01, 1.946E+00
 9.004E+01, 6.682E+01, 1.912E+00
 1.000E+02, 6.070E+01, 1.770E+00
 1.100E+02, 5.286E+01, 1.431E+00
 1.200E+02, 4.620E+01, 1.080E+00
 1.300E+02, 4.729E+01, 1.049E+00
 1.400E+02, 4.934E+01, 1.112E+00
 1.500E+02, 5.483E+01, 1.235E+00
 1.601E+02, 6.084E+01, 1.260E+00
 1.700E+02, 6.292E+01, 1.213E+00
 1.801E+02, 6.464E+01, 1.186E+00
 1.901E+02, 6.773E+01, 1.105E+00
 2.001E+02, 7.546E+01, 1.092E+00
 2.100E+02, 7.563E+01, 1.083E+00
 2.201E+02, 8.141E+01, 1.081E+00
 2.300E+02, 8.551E+01, 1.163E+00
 2.400E+02, 8.408E+01, 1.122E+00
 2.500E+02, 8.574E+01, 1.041E+00
 2.601E+02, 8.698E+01, 1.004E+00
 2.700E+02, 8.928E+01, 1.002E+00
 2.801E+02, 8.565E+01, 9.569E-01
 2.901E+02, 8.711E+01, 9.638E-01
 3.000E+02, 8.546E+01, 9.780E-01
 3.100E+02, 8.975E+01, 9.529E-01
 3.200E+02, 9.381E+01, 9.796E-01
 3.300E+02, 9.932E+01, 9.660E-01
 3.400E+02, 9.625E+01, 9.757E-01
 3.500E+02, 9.712E+01, 8.782E-01
 3.600E+02, 9.874E+01, 9.173E-01
 3.701E+02, 1.037E+02, 9.060E-01
 3.800E+02, 9.843E+01, 8.756E-01
 3.901E+02, 1.034E+02, 8.276E-01
 4.000E+02, 1.039E+02, 8.662E-01
 4.100E+02, 1.058E+02, 9.011E-01
 4.200E+02, 1.029E+02, 8.735E-01
 4.300E+02, 1.036E+02, 8.528E-01
 4.400E+02, 1.019E+02, 8.100E-01
 4.500E+02, 1.037E+02, 8.414E-01
 4.600E+02, 1.046E+02, 9.059E-01
 4.700E+02, 1.027E+02, 8.992E-01
 4.800E+02, 1.025E+02, 8.472E-01
 4.901E+02, 1.023E+02, 8.119E-01
 5.001E+02, 1.027E+02, 8.428E-01
 5.100E+02, 1.023E+02, 8.645E-01
 5.201E+02, 1.060E+02, 8.017E-01
 5.300E+02, 1.041E+02, 8.223E-01
 5.400E+02, 1.025E+02, 8.369E-01
 5.501E+02, 1.011E+02, 7.946E-01
 5.601E+02, 1.047E+02, 7.832E-01
 5.700E+02, 1.061E+02, 8.447E-01
 5.800E+02, 1.003E+02, 7.809E-01
 5.901E+02, 1.018E+02, 7.717E-01
 6.000E+02, 1.036E+02, 7.954E-01
 6.101E+02, 1.005E+02, 7.805E-01
 6.200E+02, 9.985E+01, 7.804E-01
 6.300E+02, 9.899E+01, 7.765E-01
 6.400E+02, 9.867E+01, 7.822E-01
 6.501E+02, 9.978E+01, 7.746E-01
 6.600E+02, 1.011E+02, 7.766E-01
 6.701E+02, 1.036E+02, 7.631E-01
 6.800E+02, 1.044E+02, 7.825E-01
 6.900E+02, 1.037E+02, 8.094E-01
 7.000E+02, 1.045E+02, 8.239E-01
 7.100E+02, 1.056E+02, 8.082E-01
 7.200E+02, 1.021E+02, 7.747E-01
 7.300E+02, 9.772E+01, 6.957E-01
 7.400E+02, 9.668E+01, 7.067E-01
 7.501E+02, 9.607E+01, 6.847E-01
 7.601E+02, 9.775E+01, 7.088E-01
 7.700E+02, 1.034E+02, 7.805E-01
 7.800E+02, 1.038E+02, 7.851E-01
 7.900E+02, 1.031E+02, 7.387E-01
 8.000E+02, 1.061E+02, 7.347E-01
 8.100E+02, 1.067E+02, 7.645E-01
 8.201E+02, 1.018E+02, 7.697E-01
 8.300E+02, 1.025E+02, 6.968E-01
 8.401E+02, 1.025E+02, 6.595E-01
 8.500E+02, 1.004E+02, 6.480E-01
 8.600E+02, 1.052E+02, 7.420E-01
 8.700E+02, 1.056E+02, 7.689E-01
 8.801E+02, 1.034E+02, 7.685E-01
 8.901E+02, 1.027E+02, 7.555E-01
 9.001E+02, 1.003E+02, 7.159E-01
 9.100E+02, 1.057E+02, 7.032E-01
 9.200E+02, 1.010E+02, 6.494E-01
 9.300E+02, 1.038E+02, 7.216E-01
 9.400E+02, 1.023E+02, 7.092E-01
 9.500E+02, 1.064E+02, 7.117E-01
 9.600E+02, 1.055E+02, 7.731E-01
 9.701E+02, 1.052E+02, 7.694E-01
 9.800E+02, 1.031E+02, 7.292E-01
 9.901E+02, 1.033E+02, 7.124E-01
 1.000E+03, 1.026E+02, 7.332E-01
 1.010E+03, 1.011E+02, 7.398E-01
 1.020E+03, 1.060E+02, 7.545E-01
 1.030E+03, 1.025E+02, 7.321E-01
 1.040E+03, 1.033E+02, 7.220E-01
 1.050E+03, 1.070E+02, 7.383E-01
 1.060E+03, 1.086E+02, 8.077E-01
 1.070E+03, 1.091E+02, 8.222E-01
 1.080E+03, 1.058E+02, 7.534E-01
 1.090E+03, 1.035E+02, 7.376E-01
 1.100E+03, 1.052E+02, 7.531E-01
 1.110E+03, 1.047E+02, 7.672E-01
 1.120E+03, 1.018E+02, 7.243E-01
 1.130E+03, 1.072E+02, 7.365E-01
 1.140E+03, 1.047E+02, 7.606E-01
 1.150E+03, 1.015E+02, 7.404E-01
 1.160E+03, 1.049E+02, 7.506E-01
 1.170E+03, 1.052E+02, 7.324E-01
 1.180E+03, 1.011E+02, 7.470E-01
 1.190E+03, 1.003E+02, 7.262E-01
 1.200E+03, 9.996E+01, 7.140E-01
 1.210E+03, 9.939E+01, 6.904E-01
 1.220E+03, 1.026E+02, 7.332E-01
 1.230E+03, 1.011E+02, 7.343E-01
 1.240E+03, 1.011E+02, 7.569E-01
 1.250E+03, 1.003E+02, 7.183E-01
 1.260E+03, 1.003E+02, 6.847E-01
 1.270E+03, 9.919E+01, 6.705E-01
 1.280E+03, 9.954E+01, 7.240E-01
 1.290E+03, 9.988E+01, 7.332E-01
 1.300E+03, 1.067E+02, 7.846E-01
 1.310E+03, 1.061E+02, 7.551E-01
 1.320E+03, 1.024E+02, 7.174E-01
 1.330E+03, 1.010E+02, 7.011E-01
 1.340E+03, 1.010E+02, 6.888E-01
 1.350E+03, 1.041E+02, 7.417E-01
 1.360E+03, 1.017E+02, 6.636E-01
 1.370E+03, 9.889E+01, 6.328E-01
 1.380E+03, 1.028E+02, 7.042E-01
 1.390E+03, 1.001E+02, 6.603E-01
 1.400E+03, 1.010E+02, 7.099E-01
 1.410E+03, 1.057E+02, 7.677E-01
 1.420E+03, 1.085E+02, 7.739E-01
