m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.483E+01, 2.000E-02, 1.570E+01,-5.251E-01
 6.860E-02, 2.355E+01, 6.865E-02, 1.509E+01,-5.452E-01
 1.172E-01, 2.350E+01, 1.173E-01, 1.489E+01,-5.536E-01
 1.658E-01, 2.374E+01, 1.659E-01, 1.482E+01,-5.606E-01
 2.144E-01, 2.417E+01, 2.146E-01, 1.482E+01,-5.615E-01
 2.630E-01, 2.450E+01, 2.632E-01, 1.484E+01,-5.631E-01
 3.116E-01, 2.472E+01, 3.119E-01, 1.486E+01,-5.574E-01
 3.602E-01, 2.484E+01, 3.605E-01, 1.489E+01,-5.497E-01
 4.088E-01, 2.504E+01, 4.092E-01, 1.493E+01,-5.350E-01
 4.574E-01, 2.536E+01, 4.578E-01, 1.495E+01,-5.290E-01
 5.060E-01, 2.577E+01, 5.065E-01, 1.497E+01,-5.174E-01
 5.547E-01, 2.612E+01, 5.551E-01, 1.499E+01,-5.060E-01
 6.033E-01, 2.648E+01, 6.038E-01, 1.502E+01,-4.846E-01
 6.519E-01, 2.686E+01, 6.524E-01, 1.504E+01,-4.713E-01
 7.005E-01, 2.741E+01, 7.011E-01, 1.505E+01,-4.668E-01
 7.491E-01, 2.798E+01, 7.497E-01, 1.509E+01,-4.496E-01
 7.977E-01, 2.872E+01, 7.984E-01, 1.512E+01,-4.427E-01
 8.463E-01, 2.977E+01, 8.470E-01, 1.518E+01,-4.258E-01
 8.949E-01, 3.093E+01, 8.957E-01, 1.537E+01,-4.149E-01
 9.435E-01, 3.283E+01, 9.443E-01, 1.612E+01,-3.732E-01
 9.921E-01, 3.616E+01, 9.930E-01, 1.857E+01,-2.921E-01
 1.041E+00, 4.188E+01, 1.042E+00, 2.253E+01,-2.040E-01
 1.089E+00, 5.463E+01, 1.090E+00, 2.839E+01,-3.291E-02
 1.138E+00, 6.954E+01, 1.139E+00, 3.743E+01, 2.658E-01
 1.187E+00, 8.150E+01, 1.188E+00, 5.109E+01, 4.653E-01
 1.235E+00, 8.993E+01, 1.236E+00, 6.526E+01, 6.203E-01
 1.284E+00, 9.761E+01, 1.285E+00, 7.983E+01, 7.680E-01
 1.332E+00, 1.036E+02, 1.334E+00, 8.860E+01, 8.630E-01
 1.381E+00, 1.112E+02, 1.382E+00, 9.483E+01, 9.370E-01
 1.430E+00, 1.166E+02, 1.431E+00, 1.031E+02, 1.037E+00
 1.478E+00, 1.209E+02, 1.479E+00, 1.093E+02, 1.129E+00
 1.527E+00, 1.254E+02, 1.528E+00, 1.136E+02, 1.208E+00
 1.575E+00, 1.287E+02, 1.577E+00, 1.166E+02, 1.316E+00
 1.624E+00, 1.311E+02, 1.625E+00, 1.194E+02, 1.416E+00
 1.673E+00, 1.330E+02, 1.674E+00, 1.215E+02, 1.540E+00
 1.721E+00, 1.337E+02, 1.723E+00, 1.235E+02, 1.731E+00
 1.770E+00, 1.342E+02, 1.771E+00, 1.254E+02, 1.818E+00
 1.818E+00, 1.348E+02, 1.820E+00, 1.253E+02, 1.052E+00
 1.867E+00, 1.353E+02,NaN,NaN,NaN
 1.916E+00, 1.361E+02,NaN,NaN,NaN
 1.964E+00, 1.368E+02,NaN,NaN,NaN
 2.013E+00, 1.368E+02,NaN,NaN,NaN
 2.061E+00, 1.368E+02,NaN,NaN,NaN
 2.110E+00, 1.354E+02,NaN,NaN,NaN
