m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.646E+01, 2.000E-02, 3.275E+01,-8.834E-01
 6.860E-02, 4.676E+01, 6.865E-02, 3.179E+01,-8.762E-01
 1.172E-01, 4.848E+01, 1.173E-01, 3.156E+01,-8.779E-01
 1.658E-01, 4.946E+01, 1.659E-01, 3.154E+01,-8.650E-01
 2.144E-01, 5.003E+01, 2.146E-01, 3.154E+01,-8.619E-01
 2.630E-01, 5.086E+01, 2.632E-01, 3.155E+01,-8.569E-01
 3.116E-01, 5.157E+01, 3.119E-01, 3.157E+01,-8.354E-01
 3.602E-01, 5.221E+01, 3.605E-01, 3.161E+01,-8.166E-01
 4.088E-01, 5.284E+01, 4.092E-01, 3.167E+01,-7.914E-01
 4.574E-01, 5.391E+01, 4.578E-01, 3.175E+01,-7.748E-01
 5.060E-01, 5.521E+01, 5.065E-01, 3.183E+01,-7.347E-01
 5.547E-01, 5.701E+01, 5.551E-01, 3.194E+01,-7.001E-01
 6.033E-01, 5.860E+01, 6.038E-01, 3.203E+01,-6.825E-01
 6.519E-01, 5.988E+01, 6.524E-01, 3.212E+01,-6.483E-01
 7.005E-01, 6.151E+01, 7.011E-01, 3.224E+01,-6.070E-01
 7.491E-01, 6.353E+01, 7.497E-01, 3.235E+01,-5.714E-01
 7.977E-01, 6.488E+01, 7.984E-01, 3.246E+01,-5.217E-01
 8.463E-01, 6.594E+01, 8.470E-01, 3.261E+01,-4.703E-01
 8.949E-01, 6.881E+01, 8.957E-01, 3.279E+01,-4.351E-01
 9.435E-01, 7.825E+01, 9.443E-01, 3.384E+01,-3.737E-01
 9.921E-01, 9.844E+01, 9.930E-01, 3.944E+01,-2.607E-01
 1.041E+00, 1.203E+02, 1.042E+00, 5.430E+01, 4.016E-02
 1.089E+00, 1.488E+02, 1.090E+00, 7.428E+01, 4.021E-01
 1.138E+00, 1.821E+02, 1.139E+00, 9.822E+01, 7.289E-01
 1.187E+00, 2.016E+02, 1.188E+00, 1.203E+02, 9.275E-01
 1.235E+00, 2.082E+02, 1.236E+00, 1.421E+02, 1.123E+00
 1.284E+00, 2.111E+02, 1.285E+00, 1.610E+02, 1.278E+00
 1.332E+00, 2.128E+02, 1.334E+00, 1.739E+02, 1.417E+00
 1.381E+00, 2.139E+02, 1.382E+00, 1.808E+02, 1.569E+00
 1.430E+00, 2.147E+02, 1.431E+00, 1.829E+02, 1.652E+00
 1.478E+00, 2.152E+02, 1.479E+00, 1.832E+02, 1.657E+00
 1.527E+00, 2.157E+02, 1.528E+00, 1.886E+02, 1.729E+00
 1.575E+00, 2.161E+02, 1.577E+00, 1.955E+02, 1.882E+00
 1.624E+00, 2.163E+02, 1.625E+00, 2.001E+02, 2.039E+00
 1.673E+00, 2.165E+02, 1.674E+00, 2.031E+02, 2.251E+00
 1.721E+00, 2.166E+02, 1.723E+00, 2.063E+02, 2.534E+00
 1.770E+00, 2.167E+02, 1.771E+00, 2.093E+02, 2.545E+00
 1.818E+00, 2.170E+02, 1.820E+00, 2.053E+02, 1.220E+00
 1.867E+00, 2.173E+02,NaN,NaN,NaN
 1.916E+00, 2.175E+02,NaN,NaN,NaN
 1.964E+00, 2.179E+02,NaN,NaN,NaN
 2.013E+00, 2.183E+02,NaN,NaN,NaN
 2.061E+00, 2.193E+02,NaN,NaN,NaN
 2.110E+00, 2.190E+02,NaN,NaN,NaN
