s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.900E+01, 2.130E+00
 1.004E+01, 2.900E+01, 2.130E+00
 2.001E+01, 2.903E+01, 2.130E+00
 3.000E+01, 4.508E+01, 2.036E+00
 4.000E+01, 5.066E+01, 1.662E+00
 5.004E+01, 4.469E+01, 1.347E+00
 6.004E+01, 5.243E+01, 1.051E+00
 7.004E+01, 5.426E+01, 1.034E+00
 8.003E+01, 5.602E+01, 1.134E+00
 9.003E+01, 5.776E+01, 1.268E+00
 1.000E+02, 5.870E+01, 1.321E+00
 1.100E+02, 5.980E+01, 1.272E+00
 1.200E+02, 6.052E+01, 1.193E+00
 1.300E+02, 6.308E+01, 1.063E+00
 1.400E+02, 6.370E+01, 1.020E+00
 1.501E+02, 6.676E+01, 9.405E-01
 1.601E+02, 6.598E+01, 9.886E-01
 1.701E+02, 6.928E+01, 9.586E-01
 1.801E+02, 6.939E+01, 1.008E+00
 1.900E+02, 6.697E+01, 1.092E+00
 2.001E+02, 6.954E+01, 1.037E+00
 2.101E+02, 6.922E+01, 9.654E-01
 2.201E+02, 7.050E+01, 8.970E-01
 2.300E+02, 6.982E+01, 8.190E-01
 2.400E+02, 6.909E+01, 8.637E-01
 2.501E+02, 7.156E+01, 9.461E-01
 2.600E+02, 7.122E+01, 9.179E-01
 2.701E+02, 7.077E+01, 8.179E-01
 2.801E+02, 6.980E+01, 7.387E-01
 2.900E+02, 6.981E+01, 7.142E-01
 3.001E+02, 7.159E+01, 6.992E-01
 3.100E+02, 7.190E+01, 6.996E-01
 3.200E+02, 7.155E+01, 6.800E-01
 3.300E+02, 7.091E+01, 6.298E-01
 3.401E+02, 7.084E+01, 5.799E-01
 3.501E+02, 7.158E+01, 6.113E-01
 3.601E+02, 7.082E+01, 7.404E-01
 3.700E+02, 7.234E+01, 7.248E-01
 3.800E+02, 7.173E+01, 5.851E-01
 3.900E+02, 7.094E+01, 5.127E-01
 4.001E+02, 7.039E+01, 5.028E-01
 4.101E+02, 7.091E+01, 5.892E-01
 4.200E+02, 7.219E+01, 5.971E-01
 4.300E+02, 7.192E+01, 5.673E-01
 4.400E+02, 7.224E+01, 5.649E-01
 4.500E+02, 7.348E+01, 5.523E-01
 4.601E+02, 7.568E+01, 4.959E-01
 4.701E+02, 7.703E+01, 4.928E-01
 4.800E+02, 7.620E+01, 5.591E-01
 4.901E+02, 7.631E+01, 6.234E-01
 5.000E+02, 7.658E+01, 6.173E-01
 5.101E+02, 7.584E+01, 5.874E-01
 5.200E+02, 7.428E+01, 5.904E-01
 5.301E+02, 7.238E+01, 5.780E-01
 5.400E+02, 7.640E+01, 5.481E-01
 5.501E+02, 7.859E+01, 5.309E-01
 5.601E+02, 7.787E+01, 5.539E-01
 5.700E+02, 7.810E+01, 5.833E-01
 5.801E+02, 8.055E+01, 5.764E-01
 5.901E+02, 8.046E+01, 5.235E-01
 6.000E+02, 7.880E+01, 5.213E-01
 6.100E+02, 7.724E+01, 5.458E-01
 6.201E+02, 7.808E+01, 5.747E-01
 6.300E+02, 7.934E+01, 5.393E-01
 6.401E+02, 8.080E+01, 5.165E-01
 6.500E+02, 8.118E+01, 5.417E-01
 6.600E+02, 8.021E+01, 6.016E-01
 6.701E+02, 7.913E+01, 6.167E-01
 6.800E+02, 8.036E+01, 5.932E-01
 6.900E+02, 8.230E+01, 5.749E-01
 7.000E+02, 8.225E+01, 6.070E-01
 7.100E+02, 8.177E+01, 6.426E-01
 7.200E+02, 8.365E+01, 6.451E-01
 7.300E+02, 8.432E+01, 6.354E-01
 7.400E+02, 8.373E+01, 6.416E-01
 7.500E+02, 8.306E+01, 6.183E-01
 7.601E+02, 8.226E+01, 5.790E-01
 7.701E+02, 8.212E+01, 5.918E-01
 7.800E+02, 8.207E+01, 5.571E-01
 7.901E+02, 8.285E+01, 5.739E-01
 8.001E+02, 8.394E+01, 6.030E-01
 8.101E+02, 8.335E+01, 5.978E-01
 8.201E+02, 8.383E+01, 6.000E-01
 8.301E+02, 8.520E+01, 5.465E-01
 8.400E+02, 8.249E+01, 5.898E-01
 8.500E+02, 8.175E+01, 6.709E-01
 8.601E+02, 8.230E+01, 6.393E-01
 8.700E+02, 8.277E+01, 5.873E-01
