m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.139E+01, 2.000E-02, 2.620E+01,-4.868E-01
 6.860E-02, 3.101E+01, 6.865E-02, 2.567E+01,-5.105E-01
 1.172E-01, 3.105E+01, 1.173E-01, 2.559E+01,-4.987E-01
 1.658E-01, 3.125E+01, 1.659E-01, 2.558E+01,-4.947E-01
 2.144E-01, 3.169E+01, 2.146E-01, 2.558E+01,-4.907E-01
 2.630E-01, 3.209E+01, 2.632E-01, 2.560E+01,-4.844E-01
 3.116E-01, 3.232E+01, 3.119E-01, 2.563E+01,-4.814E-01
 3.602E-01, 3.251E+01, 3.605E-01, 2.566E+01,-4.745E-01
 4.088E-01, 3.262E+01, 4.092E-01, 2.571E+01,-4.619E-01
 4.574E-01, 3.263E+01, 4.578E-01, 2.576E+01,-4.489E-01
 5.060E-01, 3.266E+01, 5.065E-01, 2.581E+01,-4.368E-01
 5.547E-01, 3.263E+01, 5.551E-01, 2.586E+01,-4.230E-01
 6.033E-01, 3.268E+01, 6.038E-01, 2.590E+01,-4.136E-01
 6.519E-01, 3.290E+01, 6.524E-01, 2.593E+01,-4.028E-01
 7.005E-01, 3.337E+01, 7.011E-01, 2.596E+01,-3.918E-01
 7.491E-01, 3.415E+01, 7.497E-01, 2.600E+01,-3.739E-01
 7.977E-01, 3.480E+01, 7.984E-01, 2.603E+01,-3.568E-01
 8.463E-01, 3.531E+01, 8.470E-01, 2.605E+01,-3.346E-01
 8.949E-01, 3.623E+01, 8.957E-01, 2.606E+01,-3.178E-01
 9.435E-01, 3.686E+01, 9.443E-01, 2.610E+01,-2.981E-01
 9.921E-01, 3.730E+01, 9.930E-01, 2.632E+01,-2.627E-01
 1.041E+00, 3.854E+01, 1.042E+00, 2.721E+01,-2.296E-01
 1.089E+00, 4.330E+01, 1.090E+00, 2.941E+01,-1.305E-01
 1.138E+00, 5.433E+01, 1.139E+00, 3.212E+01,-1.893E-02
 1.187E+00, 7.529E+01, 1.188E+00, 3.612E+01, 2.338E-01
 1.235E+00, 9.809E+01, 1.236E+00, 4.326E+01, 3.766E-01
 1.284E+00, 1.108E+02, 1.285E+00, 5.303E+01, 4.983E-01
 1.332E+00, 1.163E+02, 1.334E+00, 6.429E+01, 6.166E-01
 1.381E+00, 1.186E+02, 1.382E+00, 7.775E+01, 7.337E-01
 1.430E+00, 1.193E+02, 1.431E+00, 8.926E+01, 8.468E-01
 1.478E+00, 1.195E+02, 1.479E+00, 9.294E+01, 8.737E-01
 1.527E+00, 1.197E+02, 1.528E+00, 9.664E+01, 9.330E-01
 1.575E+00, 1.198E+02, 1.577E+00, 9.958E+01, 1.015E+00
 1.624E+00, 1.201E+02, 1.625E+00, 1.042E+02, 1.133E+00
 1.673E+00, 1.202E+02, 1.674E+00, 1.091E+02, 1.310E+00
 1.721E+00, 1.204E+02, 1.723E+00, 1.134E+02, 1.525E+00
 1.770E+00, 1.204E+02, 1.771E+00, 1.156E+02, 1.471E+00
 1.818E+00, 1.204E+02, 1.820E+00, 1.115E+02, 4.197E-01
 1.867E+00, 1.204E+02,NaN,NaN,NaN
 1.916E+00, 1.206E+02,NaN,NaN,NaN
 1.964E+00, 1.207E+02,NaN,NaN,NaN
 2.013E+00, 1.210E+02,NaN,NaN,NaN
 2.061E+00, 1.213E+02,NaN,NaN,NaN
 2.110E+00, 1.210E+02,NaN,NaN,NaN
