m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.368E+01, 2.000E-02, 2.366E+01,-6.141E-01
 6.860E-02, 3.243E+01, 6.865E-02, 2.257E+01,-6.416E-01
 1.172E-01, 3.270E+01, 1.173E-01, 2.228E+01,-6.327E-01
 1.658E-01, 3.306E+01, 1.659E-01, 2.219E+01,-6.242E-01
 2.144E-01, 3.349E+01, 2.146E-01, 2.217E+01,-6.122E-01
 2.630E-01, 3.379E+01, 2.632E-01, 2.217E+01,-6.073E-01
 3.116E-01, 3.402E+01, 3.119E-01, 2.220E+01,-6.023E-01
 3.602E-01, 3.420E+01, 3.605E-01, 2.224E+01,-5.885E-01
 4.088E-01, 3.456E+01, 4.092E-01, 2.229E+01,-5.817E-01
 4.574E-01, 3.497E+01, 4.578E-01, 2.236E+01,-5.770E-01
 5.060E-01, 3.535E+01, 5.065E-01, 2.243E+01,-5.649E-01
 5.547E-01, 3.578E+01, 5.551E-01, 2.251E+01,-5.453E-01
 6.033E-01, 3.632E+01, 6.038E-01, 2.259E+01,-5.276E-01
 6.519E-01, 3.710E+01, 6.524E-01, 2.267E+01,-5.084E-01
 7.005E-01, 3.788E+01, 7.011E-01, 2.275E+01,-4.861E-01
 7.491E-01, 3.870E+01, 7.497E-01, 2.282E+01,-4.709E-01
 7.977E-01, 3.951E+01, 7.984E-01, 2.290E+01,-4.418E-01
 8.463E-01, 4.031E+01, 8.470E-01, 2.296E+01,-4.137E-01
 8.949E-01, 4.115E+01, 8.957E-01, 2.301E+01,-3.944E-01
 9.435E-01, 4.231E+01, 9.443E-01, 2.327E+01,-3.683E-01
 9.921E-01, 4.546E+01, 9.930E-01, 2.526E+01,-3.059E-01
 1.041E+00, 5.725E+01, 1.042E+00, 3.018E+01,-1.263E-01
 1.089E+00, 7.910E+01, 1.090E+00, 3.536E+01, 2.702E-02
 1.138E+00, 1.106E+02, 1.139E+00, 3.965E+01, 1.565E-01
 1.187E+00, 1.400E+02, 1.188E+00, 5.199E+01, 4.396E-01
 1.235E+00, 1.568E+02, 1.236E+00, 7.230E+01, 6.468E-01
 1.284E+00, 1.624E+02, 1.285E+00, 9.048E+01, 8.166E-01
 1.332E+00, 1.656E+02, 1.334E+00, 1.025E+02, 9.468E-01
 1.381E+00, 1.679E+02, 1.382E+00, 1.155E+02, 1.026E+00
 1.430E+00, 1.695E+02, 1.431E+00, 1.286E+02, 1.175E+00
 1.478E+00, 1.706E+02, 1.479E+00, 1.343E+02, 1.252E+00
 1.527E+00, 1.713E+02, 1.528E+00, 1.360E+02, 1.359E+00
 1.575E+00, 1.719E+02, 1.577E+00, 1.374E+02, 1.465E+00
 1.624E+00, 1.724E+02, 1.625E+00, 1.445E+02, 1.629E+00
 1.673E+00, 1.726E+02, 1.674E+00, 1.543E+02, 1.829E+00
 1.721E+00, 1.728E+02, 1.723E+00, 1.609E+02, 2.075E+00
 1.770E+00, 1.729E+02, 1.771E+00, 1.651E+02, 2.020E+00
 1.818E+00, 1.728E+02, 1.820E+00, 1.592E+02, 5.989E-01
 1.867E+00, 1.726E+02,NaN,NaN,NaN
 1.916E+00, 1.729E+02,NaN,NaN,NaN
 1.964E+00, 1.734E+02,NaN,NaN,NaN
 2.013E+00, 1.739E+02,NaN,NaN,NaN
 2.061E+00, 1.739E+02,NaN,NaN,NaN
 2.110E+00, 1.736E+02,NaN,NaN,NaN
