s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.300E+01, 2.130E+00
 1.004E+01, 2.301E+01, 2.130E+00
 2.005E+01, 2.305E+01, 2.130E+00
 3.004E+01, 6.070E+01, 2.011E+00
 4.003E+01, 5.586E+01, 1.365E+00
 5.002E+01, 5.382E+01, 1.040E+00
 6.001E+01, 6.151E+01, 1.009E+00
 7.003E+01, 6.450E+01, 1.100E+00
 8.005E+01, 6.469E+01, 1.240E+00
 9.000E+01, 6.703E+01, 1.193E+00
 1.000E+02, 7.118E+01, 1.134E+00
 1.100E+02, 7.685E+01, 1.006E+00
 1.200E+02, 8.270E+01, 8.972E-01
 1.301E+02, 8.229E+01, 8.657E-01
 1.400E+02, 8.728E+01, 9.532E-01
 1.500E+02, 9.058E+01, 9.114E-01
 1.601E+02, 9.281E+01, 8.841E-01
 1.700E+02, 9.430E+01, 8.869E-01
 1.800E+02, 9.402E+01, 8.786E-01
 1.900E+02, 9.786E+01, 8.128E-01
 2.001E+02, 9.965E+01, 8.334E-01
 2.101E+02, 1.007E+02, 8.499E-01
 2.200E+02, 9.937E+01, 7.931E-01
 2.300E+02, 1.017E+02, 7.345E-01
 2.400E+02, 9.914E+01, 6.989E-01
 2.500E+02, 9.962E+01, 6.631E-01
 2.601E+02, 1.014E+02, 6.307E-01
 2.700E+02, 1.047E+02, 6.035E-01
 2.800E+02, 1.044E+02, 5.694E-01
 2.900E+02, 1.042E+02, 5.674E-01
 3.000E+02, 1.058E+02, 5.671E-01
 3.100E+02, 1.084E+02, 5.519E-01
 3.201E+02, 1.089E+02, 5.216E-01
 3.301E+02, 1.112E+02, 5.330E-01
 3.400E+02, 1.156E+02, 6.160E-01
 3.500E+02, 1.205E+02, 6.470E-01
 3.600E+02, 1.203E+02, 5.561E-01
 3.701E+02, 1.198E+02, 5.168E-01
 3.800E+02, 1.220E+02, 5.642E-01
 3.900E+02, 1.223E+02, 6.005E-01
 4.001E+02, 1.254E+02, 5.617E-01
 4.100E+02, 1.262E+02, 5.069E-01
 4.200E+02, 1.251E+02, 5.602E-01
 4.301E+02, 1.272E+02, 6.279E-01
 4.400E+02, 1.270E+02, 5.366E-01
 4.500E+02, 1.267E+02, 4.472E-01
 4.601E+02, 1.274E+02, 4.847E-01
 4.701E+02, 1.315E+02, 4.964E-01
 4.801E+02, 1.334E+02, 4.918E-01
 4.900E+02, 1.303E+02, 5.361E-01
 5.000E+02, 1.319E+02, 5.456E-01
 5.100E+02, 1.337E+02, 4.325E-01
 5.200E+02, 1.335E+02, 4.084E-01
 5.301E+02, 1.339E+02, 4.288E-01
 5.400E+02, 1.348E+02, 4.213E-01
 5.501E+02, 1.380E+02, 4.333E-01
 5.600E+02, 1.394E+02, 4.444E-01
 5.700E+02, 1.406E+02, 4.814E-01
 5.801E+02, 1.396E+02, 5.303E-01
 5.900E+02, 1.453E+02, 4.621E-01
 6.000E+02, 1.441E+02, 3.844E-01
 6.100E+02, 1.427E+02, 4.899E-01
 6.200E+02, 1.440E+02, 5.089E-01
 6.300E+02, 1.442E+02, 3.622E-01
 6.400E+02, 1.459E+02, 3.779E-01
 6.500E+02, 1.489E+02, 5.046E-01
 6.600E+02, 1.498E+02, 5.120E-01
 6.700E+02, 1.544E+02, 5.347E-01
 6.800E+02, 1.548E+02, 4.532E-01
 6.900E+02, 1.507E+02, 4.636E-01
 7.000E+02, 1.533E+02, 4.495E-01
 7.101E+02, 1.526E+02, 4.006E-01
 7.200E+02, 1.531E+02, 3.962E-01
