s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 6.000E+00, 2.130E+00
 1.004E+01, 6.015E+00, 2.130E+00
 2.002E+01, 7.632E+00, 2.127E+00
 3.005E+01, 4.159E+01, 1.962E+00
 4.005E+01, 3.797E+01, 1.349E+00
 5.004E+01, 3.939E+01, 1.102E+00
 6.005E+01, 4.843E+01, 1.186E+00
 7.005E+01, 5.258E+01, 1.258E+00
 8.003E+01, 5.590E+01, 1.484E+00
 9.003E+01, 6.250E+01, 1.447E+00
 1.000E+02, 6.769E+01, 1.307E+00
 1.100E+02, 6.939E+01, 1.195E+00
 1.200E+02, 7.515E+01, 1.148E+00
 1.300E+02, 6.815E+01, 1.152E+00
 1.400E+02, 7.068E+01, 1.108E+00
 1.500E+02, 7.848E+01, 1.091E+00
 1.600E+02, 7.908E+01, 1.082E+00
 1.700E+02, 8.202E+01, 1.157E+00
 1.800E+02, 8.949E+01, 1.100E+00
 1.900E+02, 9.075E+01, 1.098E+00
 2.001E+02, 9.240E+01, 9.933E-01
 2.100E+02, 9.376E+01, 1.085E+00
 2.200E+02, 9.413E+01, 1.143E+00
 2.300E+02, 9.301E+01, 1.041E+00
 2.400E+02, 9.615E+01, 9.812E-01
 2.500E+02, 9.414E+01, 1.025E+00
 2.600E+02, 9.503E+01, 9.339E-01
 2.700E+02, 9.411E+01, 9.319E-01
 2.801E+02, 9.431E+01, 1.006E+00
 2.900E+02, 9.730E+01, 9.755E-01
 3.000E+02, 9.976E+01, 9.393E-01
 3.100E+02, 1.042E+02, 9.586E-01
 3.200E+02, 1.013E+02, 1.052E+00
 3.300E+02, 1.023E+02, 1.017E+00
 3.400E+02, 1.072E+02, 9.226E-01
 3.500E+02, 1.071E+02, 9.099E-01
 3.600E+02, 1.060E+02, 1.006E+00
 3.700E+02, 1.082E+02, 9.916E-01
 3.800E+02, 1.085E+02, 9.031E-01
 3.900E+02, 1.039E+02, 8.804E-01
 4.000E+02, 1.058E+02, 9.590E-01
 4.101E+02, 1.092E+02, 9.969E-01
 4.201E+02, 1.136E+02, 9.627E-01
 4.301E+02, 1.193E+02, 9.201E-01
 4.400E+02, 1.192E+02, 9.782E-01
 4.500E+02, 1.164E+02, 1.050E+00
 4.601E+02, 1.147E+02, 1.048E+00
 4.701E+02, 1.170E+02, 9.338E-01
 4.800E+02, 1.159E+02, 8.809E-01
 4.900E+02, 1.166E+02, 1.020E+00
 5.001E+02, 1.185E+02, 1.021E+00
 5.101E+02, 1.164E+02, 9.864E-01
 5.201E+02, 1.193E+02, 1.036E+00
 5.300E+02, 1.163E+02, 1.044E+00
 5.401E+02, 1.167E+02, 9.217E-01
 5.501E+02, 1.176E+02, 9.080E-01
 5.600E+02, 1.224E+02, 9.586E-01
 5.700E+02, 1.220E+02, 1.042E+00
 5.800E+02, 1.216E+02, 1.085E+00
 5.900E+02, 1.238E+02, 9.869E-01
 6.000E+02, 1.260E+02, 9.402E-01
 6.100E+02, 1.232E+02, 9.914E-01
 6.201E+02, 1.236E+02, 1.024E+00
 6.300E+02, 1.205E+02, 1.050E+00
 6.400E+02, 1.188E+02, 1.077E+00
 6.500E+02, 1.224E+02, 9.779E-01
 6.600E+02, 1.268E+02, 1.002E+00
 6.700E+02, 1.295E+02, 1.062E+00
 6.800E+02, 1.215E+02, 1.016E+00
 6.901E+02, 1.228E+02, 9.915E-01
 7.001E+02, 1.271E+02, 9.962E-01
 7.100E+02, 1.255E+02, 9.776E-01
 7.200E+02, 1.266E+02, 1.025E+00
 7.300E+02, 1.280E+02, 1.028E+00
 7.400E+02, 1.217E+02, 1.029E+00
 7.500E+02, 1.298E+02, 9.646E-01
 7.600E+02, 1.244E+02, 1.040E+00
 7.700E+02, 1.260E+02, 1.018E+00
 7.800E+02, 1.273E+02, 9.767E-01
 7.901E+02, 1.270E+02, 1.095E+00
 8.000E+02, 1.296E+02, 1.144E+00
 8.100E+02, 1.274E+02, 1.024E+00
 8.201E+02, 1.240E+02, 9.780E-01
 8.300E+02, 1.272E+02, 1.026E+00
 8.400E+02, 1.259E+02, 1.091E+00
 8.500E+02, 1.264E+02, 1.026E+00
 8.600E+02, 1.309E+02, 1.022E+00
 8.700E+02, 1.281E+02, 1.059E+00
 8.801E+02, 1.289E+02, 1.047E+00
 8.900E+02, 1.266E+02, 1.045E+00
 9.000E+02, 1.242E+02, 9.912E-01
 9.100E+02, 1.265E+02, 1.002E+00
 9.200E+02, 1.302E+02, 1.030E+00
 9.301E+02, 1.307E+02, 1.040E+00
 9.400E+02, 1.232E+02, 1.036E+00
 9.501E+02, 1.235E+02, 1.011E+00
 9.600E+02, 1.256E+02, 1.031E+00
 9.700E+02, 1.315E+02, 1.026E+00
 9.800E+02, 1.318E+02, 1.033E+00
 9.900E+02, 1.344E+02, 1.090E+00
 1.000E+03, 1.323E+02, 1.028E+00
 1.010E+03, 1.306E+02, 1.058E+00
 1.020E+03, 1.278E+02, 1.090E+00
 1.030E+03, 1.251E+02, 1.016E+00
 1.040E+03, 1.277E+02, 9.235E-01
 1.050E+03, 1.299E+02, 9.626E-01
 1.060E+03, 1.266E+02, 1.018E+00
 1.070E+03, 1.196E+02, 1.026E+00
 1.080E+03, 1.299E+02, 9.970E-01
 1.090E+03, 1.325E+02, 1.022E+00
 1.100E+03, 1.329E+02, 1.057E+00
 1.110E+03, 1.267E+02, 1.013E+00
 1.120E+03, 1.323E+02, 1.088E+00
 1.130E+03, 1.250E+02, 1.079E+00
 1.140E+03, 1.229E+02, 1.029E+00
 1.150E+03, 1.212E+02, 9.629E-01
 1.160E+03, 1.245E+02, 9.940E-01
 1.170E+03, 1.302E+02, 1.052E+00
 1.180E+03, 1.325E+02, 1.069E+00
 1.190E+03, 1.251E+02, 1.053E+00
 1.200E+03, 1.288E+02, 1.014E+00
 1.210E+03, 1.273E+02, 9.626E-01
 1.220E+03, 1.267E+02, 9.944E-01
 1.230E+03, 1.309E+02, 1.073E+00
 1.240E+03, 1.247E+02, 1.045E+00
 1.250E+03, 1.296E+02, 1.021E+00
 1.260E+03, 1.294E+02, 9.798E-01
 1.270E+03, 1.353E+02, 1.019E+00
 1.280E+03, 1.367E+02, 1.105E+00
 1.290E+03, 1.357E+02, 1.116E+00
 1.300E+03, 1.320E+02, 1.128E+00
 1.310E+03, 1.265E+02, 1.047E+00
 1.320E+03, 1.241E+02, 9.847E-01
 1.330E+03, 1.229E+02, 9.821E-01
 1.340E+03, 1.236E+02, 9.710E-01
 1.350E+03, 1.257E+02, 1.026E+00
 1.360E+03, 1.262E+02, 9.787E-01
 1.370E+03, 1.267E+02, 9.819E-01
 1.380E+03, 1.283E+02, 9.400E-01
 1.390E+03, 1.303E+02, 9.755E-01
 1.400E+03, 1.314E+02, 9.754E-01
 1.410E+03, 1.301E+02, 9.903E-01
 1.420E+03, 1.298E+02, 1.096E+00
