m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.544E+01, 2.000E-02, 1.640E+01,-7.832E-01
 6.860E-02, 3.357E+01, 6.865E-02, 1.496E+01,-8.064E-01
 1.172E-01, 3.351E+01, 1.173E-01, 1.473E+01,-8.003E-01
 1.658E-01, 3.424E+01, 1.659E-01, 1.471E+01,-8.122E-01
 2.144E-01, 3.534E+01, 2.146E-01, 1.473E+01,-8.041E-01
 2.630E-01, 3.644E+01, 2.632E-01, 1.477E+01,-7.901E-01
 3.116E-01, 3.715E+01, 3.119E-01, 1.481E+01,-7.731E-01
 3.602E-01, 3.772E+01, 3.605E-01, 1.485E+01,-7.669E-01
 4.088E-01, 3.850E+01, 4.092E-01, 1.490E+01,-7.494E-01
 4.574E-01, 3.900E+01, 4.578E-01, 1.496E+01,-7.315E-01
 5.060E-01, 3.969E+01, 5.065E-01, 1.501E+01,-7.139E-01
 5.547E-01, 4.005E+01, 5.551E-01, 1.506E+01,-6.923E-01
 6.033E-01, 4.055E+01, 6.038E-01, 1.512E+01,-6.610E-01
 6.519E-01, 4.163E+01, 6.524E-01, 1.518E+01,-6.353E-01
 7.005E-01, 4.333E+01, 7.011E-01, 1.523E+01,-6.123E-01
 7.491E-01, 4.482E+01, 7.497E-01, 1.530E+01,-5.860E-01
 7.977E-01, 4.636E+01, 7.984E-01, 1.539E+01,-5.442E-01
 8.463E-01, 4.839E+01, 8.470E-01, 1.554E+01,-5.120E-01
 8.949E-01, 5.150E+01, 8.957E-01, 1.718E+01,-4.718E-01
 9.435E-01, 5.925E+01, 9.443E-01, 2.350E+01,-3.126E-01
 9.921E-01, 7.131E+01, 9.930E-01, 3.370E+01,-9.922E-02
 1.041E+00, 8.680E+01, 1.042E+00, 4.867E+01, 1.504E-01
 1.089E+00, 1.104E+02, 1.090E+00, 6.911E+01, 4.327E-01
 1.138E+00, 1.330E+02, 1.139E+00, 9.374E+01, 7.615E-01
 1.187E+00, 1.517E+02, 1.188E+00, 1.162E+02, 9.640E-01
 1.235E+00, 1.658E+02, 1.236E+00, 1.329E+02, 1.090E+00
 1.284E+00, 1.779E+02, 1.285E+00, 1.401E+02, 1.164E+00
 1.332E+00, 1.856E+02, 1.334E+00, 1.479E+02, 1.279E+00
 1.381E+00, 1.926E+02, 1.382E+00, 1.601E+02, 1.412E+00
 1.430E+00, 2.001E+02, 1.431E+00, 1.723E+02, 1.553E+00
 1.478E+00, 2.055E+02, 1.479E+00, 1.808E+02, 1.689E+00
 1.527E+00, 2.094E+02, 1.528E+00, 1.875E+02, 1.800E+00
 1.575E+00, 2.140E+02, 1.577E+00, 1.933E+02, 1.972E+00
 1.624E+00, 2.178E+02, 1.625E+00, 1.970E+02, 2.113E+00
 1.673E+00, 2.200E+02, 1.674E+00, 1.993E+02, 2.277E+00
 1.721E+00, 2.210E+02, 1.723E+00, 2.020E+02, 2.474E+00
 1.770E+00, 2.219E+02, 1.771E+00, 2.043E+02, 2.538E+00
 1.818E+00, 2.233E+02, 1.820E+00, 2.036E+02, 1.470E+00
 1.867E+00, 2.240E+02,NaN,NaN,NaN
 1.916E+00, 2.238E+02,NaN,NaN,NaN
 1.964E+00, 2.238E+02,NaN,NaN,NaN
 2.013E+00, 2.237E+02,NaN,NaN,NaN
 2.061E+00, 2.241E+02,NaN,NaN,NaN
 2.110E+00, 2.228E+02,NaN,NaN,NaN
