m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.071E+01, 2.000E-02, 2.062E+01,-1.079E+00
 6.860E-02, 4.128E+01, 6.865E-02, 1.997E+01,-1.073E+00
 1.172E-01, 4.239E+01, 1.173E-01, 1.991E+01,-1.068E+00
 1.658E-01, 4.407E+01, 1.659E-01, 1.995E+01,-1.059E+00
 2.144E-01, 4.702E+01, 2.146E-01, 2.002E+01,-1.051E+00
 2.630E-01, 5.025E+01, 2.632E-01, 2.008E+01,-1.038E+00
 3.116E-01, 5.302E+01, 3.119E-01, 2.012E+01,-1.025E+00
 3.602E-01, 5.643E+01, 3.605E-01, 2.015E+01,-1.012E+00
 4.088E-01, 6.014E+01, 4.092E-01, 2.018E+01,-9.954E-01
 4.574E-01, 6.502E+01, 4.578E-01, 2.020E+01,-9.812E-01
 5.060E-01, 7.120E+01, 5.065E-01, 2.020E+01,-9.526E-01
 5.547E-01, 7.961E+01, 5.551E-01, 2.021E+01,-9.188E-01
 6.033E-01, 8.779E+01, 6.038E-01, 2.022E+01,-8.793E-01
 6.519E-01, 9.641E+01, 6.524E-01, 2.025E+01,-8.228E-01
 7.005E-01, 1.049E+02, 7.011E-01, 2.029E+01,-7.601E-01
 7.491E-01, 1.133E+02, 7.497E-01, 2.041E+01,-6.963E-01
 7.977E-01, 1.204E+02, 7.984E-01, 2.158E+01,-6.617E-01
 8.463E-01, 1.254E+02, 8.470E-01, 2.880E+01,-5.454E-01
 8.949E-01, 1.282E+02, 8.957E-01, 4.694E+01,-2.410E-01
 9.435E-01, 1.307E+02, 9.443E-01, 6.992E+01, 1.818E-01
 9.921E-01, 1.325E+02, 9.930E-01, 9.244E+01, 5.474E-01
 1.041E+00, 1.331E+02, 1.042E+00, 1.109E+02, 8.403E-01
 1.089E+00, 1.346E+02, 1.090E+00, 1.214E+02, 1.025E+00
 1.138E+00, 1.365E+02, 1.139E+00, 1.253E+02, 1.109E+00
 1.187E+00, 1.382E+02, 1.188E+00, 1.274E+02, 1.195E+00
 1.235E+00, 1.392E+02, 1.236E+00, 1.287E+02, 1.276E+00
 1.284E+00, 1.398E+02, 1.285E+00, 1.299E+02, 1.364E+00
 1.332E+00, 1.402E+02, 1.334E+00, 1.311E+02, 1.425E+00
 1.381E+00, 1.404E+02, 1.382E+00, 1.318E+02, 1.488E+00
 1.430E+00, 1.407E+02, 1.431E+00, 1.326E+02, 1.559E+00
 1.478E+00, 1.411E+02, 1.479E+00, 1.336E+02, 1.609E+00
 1.527E+00, 1.418E+02, 1.528E+00, 1.350E+02, 1.688E+00
 1.575E+00, 1.421E+02, 1.577E+00, 1.363E+02, 1.826E+00
 1.624E+00, 1.422E+02, 1.625E+00, 1.371E+02, 1.926E+00
 1.673E+00, 1.418E+02, 1.674E+00, 1.377E+02, 2.089E+00
 1.721E+00, 1.415E+02, 1.723E+00, 1.385E+02, 2.290E+00
 1.770E+00, 1.413E+02, 1.771E+00, 1.390E+02, 2.301E+00
 1.818E+00, 1.412E+02, 1.820E+00, 1.383E+02, 1.299E+00
 1.867E+00, 1.414E+02,NaN,NaN,NaN
 1.916E+00, 1.416E+02,NaN,NaN,NaN
 1.964E+00, 1.416E+02,NaN,NaN,NaN
 2.013E+00, 1.418E+02,NaN,NaN,NaN
 2.061E+00, 1.419E+02,NaN,NaN,NaN
 2.110E+00, 1.403E+02,NaN,NaN,NaN
