s,C,m
Time,HGL Temp,HGL Height
 0.000E+00, 2.300E+01, 2.130E+00
 1.003E+01, 2.301E+01, 2.130E+00
 2.000E+01, 2.305E+01, 2.130E+00
 3.000E+01, 5.947E+01, 2.004E+00
 4.002E+01, 5.486E+01, 1.272E+00
 5.004E+01, 5.315E+01, 1.025E+00
 6.004E+01, 5.723E+01, 1.030E+00
 7.002E+01, 6.206E+01, 1.140E+00
 8.000E+01, 6.701E+01, 1.204E+00
 9.000E+01, 6.866E+01, 1.176E+00
 1.000E+02, 7.145E+01, 1.140E+00
 1.100E+02, 7.438E+01, 1.083E+00
 1.200E+02, 8.388E+01, 1.052E+00
 1.300E+02, 8.535E+01, 9.839E-01
 1.400E+02, 8.886E+01, 1.036E+00
 1.500E+02, 9.053E+01, 1.052E+00
 1.600E+02, 9.179E+01, 1.008E+00
 1.700E+02, 9.646E+01, 9.342E-01
 1.800E+02, 9.864E+01, 8.642E-01
 1.900E+02, 9.852E+01, 9.585E-01
 2.000E+02, 9.909E+01, 8.963E-01
 2.100E+02, 9.805E+01, 8.836E-01
 2.200E+02, 9.778E+01, 9.398E-01
 2.300E+02, 9.635E+01, 9.291E-01
 2.401E+02, 9.431E+01, 8.458E-01
 2.501E+02, 9.261E+01, 8.067E-01
 2.600E+02, 9.017E+01, 7.197E-01
 2.700E+02, 8.944E+01, 7.602E-01
 2.800E+02, 9.103E+01, 8.332E-01
 2.900E+02, 9.158E+01, 7.633E-01
 3.000E+02, 8.919E+01, 6.971E-01
 3.100E+02, 8.778E+01, 6.650E-01
 3.200E+02, 8.755E+01, 6.455E-01
 3.301E+02, 8.756E+01, 6.298E-01
 3.401E+02, 8.846E+01, 5.713E-01
 3.500E+02, 8.984E+01, 5.105E-01
 3.600E+02, 9.272E+01, 5.759E-01
 3.701E+02, 8.816E+01, 6.808E-01
 3.800E+02, 8.834E+01, 6.644E-01
 3.900E+02, 9.153E+01, 6.111E-01
 4.000E+02, 9.189E+01, 6.364E-01
 4.100E+02, 9.143E+01, 6.406E-01
 4.200E+02, 9.496E+01, 6.163E-01
 4.300E+02, 9.954E+01, 5.731E-01
 4.400E+02, 1.004E+02, 6.284E-01
 4.501E+02, 9.755E+01, 6.831E-01
 4.600E+02, 9.575E+01, 6.907E-01
 4.700E+02, 9.565E+01, 6.712E-01
 4.800E+02, 9.782E+01, 6.150E-01
 4.901E+02, 9.926E+01, 5.765E-01
 5.000E+02, 1.001E+02, 6.418E-01
 5.100E+02, 1.019E+02, 6.634E-01
 5.200E+02, 1.011E+02, 6.739E-01
 5.301E+02, 1.001E+02, 6.627E-01
 5.400E+02, 9.958E+01, 6.648E-01
 5.500E+02, 9.969E+01, 7.141E-01
 5.600E+02, 9.957E+01, 7.284E-01
 5.700E+02, 1.012E+02, 7.140E-01
 5.800E+02, 1.018E+02, 6.831E-01
 5.901E+02, 1.034E+02, 6.819E-01
 6.000E+02, 1.066E+02, 6.852E-01
 6.100E+02, 1.058E+02, 7.348E-01
 6.200E+02, 1.038E+02, 7.622E-01
 6.300E+02, 1.030E+02, 7.936E-01
 6.400E+02, 1.013E+02, 8.228E-01
 6.500E+02, 1.024E+02, 8.042E-01
 6.600E+02, 1.049E+02, 6.761E-01
 6.701E+02, 1.077E+02, 6.109E-01
 6.800E+02, 1.064E+02, 6.442E-01
 6.900E+02, 1.011E+02, 6.885E-01
 7.000E+02, 1.015E+02, 7.746E-01
 7.100E+02, 1.015E+02, 7.936E-01
 7.201E+02, 1.043E+02, 7.806E-01
