m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.132E+01, 2.000E-02, 1.980E+01,-6.669E-01
 6.860E-02, 3.124E+01, 6.865E-02, 1.904E+01,-6.902E-01
 1.172E-01, 3.143E+01, 1.173E-01, 1.894E+01,-6.931E-01
 1.658E-01, 3.183E+01, 1.659E-01, 1.894E+01,-6.923E-01
 2.144E-01, 3.246E+01, 2.146E-01, 1.896E+01,-6.779E-01
 2.630E-01, 3.302E+01, 2.632E-01, 1.898E+01,-6.611E-01
 3.116E-01, 3.293E+01, 3.119E-01, 1.900E+01,-6.558E-01
 3.602E-01, 3.282E+01, 3.605E-01, 1.903E+01,-6.466E-01
 4.088E-01, 3.304E+01, 4.092E-01, 1.907E+01,-6.361E-01
 4.574E-01, 3.339E+01, 4.578E-01, 1.911E+01,-6.265E-01
 5.060E-01, 3.382E+01, 5.065E-01, 1.914E+01,-6.126E-01
 5.547E-01, 3.424E+01, 5.551E-01, 1.917E+01,-5.946E-01
 6.033E-01, 3.453E+01, 6.038E-01, 1.921E+01,-5.707E-01
 6.519E-01, 3.527E+01, 6.524E-01, 1.925E+01,-5.524E-01
 7.005E-01, 3.664E+01, 7.011E-01, 1.928E+01,-5.323E-01
 7.491E-01, 3.802E+01, 7.497E-01, 1.931E+01,-5.057E-01
 7.977E-01, 3.921E+01, 7.984E-01, 1.935E+01,-4.798E-01
 8.463E-01, 4.060E+01, 8.470E-01, 1.937E+01,-4.664E-01
 8.949E-01, 4.231E+01, 8.957E-01, 1.943E+01,-4.383E-01
 9.435E-01, 4.601E+01, 9.443E-01, 1.994E+01,-4.104E-01
 9.921E-01, 5.591E+01, 9.930E-01, 2.468E+01,-3.491E-01
 1.041E+00, 6.979E+01, 1.042E+00, 3.757E+01,-9.554E-02
 1.089E+00, 8.542E+01, 1.090E+00, 5.144E+01, 2.055E-01
 1.138E+00, 1.027E+02, 1.139E+00, 6.981E+01, 4.927E-01
 1.187E+00, 1.141E+02, 1.188E+00, 8.931E+01, 7.433E-01
 1.235E+00, 1.219E+02, 1.236E+00, 9.866E+01, 8.348E-01
 1.284E+00, 1.287E+02, 1.285E+00, 1.083E+02, 9.897E-01
 1.332E+00, 1.350E+02, 1.334E+00, 1.194E+02, 1.102E+00
 1.381E+00, 1.393E+02, 1.382E+00, 1.279E+02, 1.183E+00
 1.430E+00, 1.426E+02, 1.431E+00, 1.335E+02, 1.259E+00
 1.478E+00, 1.456E+02, 1.479E+00, 1.354E+02, 1.348E+00
 1.527E+00, 1.479E+02, 1.528E+00, 1.372E+02, 1.441E+00
 1.575E+00, 1.508E+02, 1.577E+00, 1.406E+02, 1.570E+00
 1.624E+00, 1.533E+02, 1.625E+00, 1.440E+02, 1.698E+00
 1.673E+00, 1.557E+02, 1.674E+00, 1.463E+02, 1.842E+00
 1.721E+00, 1.579E+02, 1.723E+00, 1.477E+02, 2.017E+00
 1.770E+00, 1.596E+02, 1.771E+00, 1.484E+02, 2.106E+00
 1.818E+00, 1.610E+02, 1.820E+00, 1.477E+02, 1.241E+00
 1.867E+00, 1.617E+02,NaN,NaN,NaN
 1.916E+00, 1.622E+02,NaN,NaN,NaN
 1.964E+00, 1.623E+02,NaN,NaN,NaN
 2.013E+00, 1.624E+02,NaN,NaN,NaN
 2.061E+00, 1.618E+02,NaN,NaN,NaN
 2.110E+00, 1.600E+02,NaN,NaN,NaN
