m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
n_40-x,n_40,d10_40-x,d10_40,d32_40-x,d32_40,d43_40-x,d43_40,w00_40-x,w00_40,w33_40-x,w33_40,f_40-x,f_40,n_60-x,n_60,d10_60-x,d10_60,d32_60-x,d32_60,d43_60-x,d43_60,w00_60-x,w00_60,w33_60-x,w33_60,f_60-x,f_60
 1.6610169E-001, 1.2256472E+010, 1.6610169E-001, 5.7586784E-001, 1.6610169E-001, 5.7586840E-001, 1.6610169E-001, 5.7586877E-001, 1.6610169E-001, 1.9235709E-001, 1.6610169E-001, 2.8366279E-004, 1.6610169E-001,-4.4690471E+000, 1.6610169E-001, 2.2823000E+010, 1.6610169E-001, 2.7461701E-001, 1.6610169E-001, 2.7461778E-001, 1.6610169E-001, 2.7461824E-001, 1.6610169E-001,-1.8505550E-001, 1.6610169E-001,-2.9101043E-001, 1.6610169E-001,-8.8520113E+000
 1.7559322E-001, 1.3061501E+010, 1.7559322E-001, 5.6127989E-001, 1.7559322E-001, 5.6128035E-001, 1.7559322E-001, 5.6128067E-001, 1.7559322E-001, 2.4923019E-001, 1.7559322E-001, 8.7319655E-002, 1.7559322E-001,-3.5524258E+000, 1.7559322E-001, 1.5185120E+010, 1.7559322E-001, 3.3412953E-001, 1.7559322E-001, 3.3413042E-001, 1.7559322E-001, 3.3413093E-001, 1.7559322E-001,-8.4484987E-002, 1.7559322E-001,-1.9457100E-001, 1.7559322E-001,-7.0765224E+000
 1.8508475E-001, 9.1654545E+009, 1.8508475E-001, 5.7665838E-001, 1.8508475E-001, 5.7665887E-001, 1.8508475E-001, 5.7665921E-001, 1.8508475E-001, 3.1781130E-001, 1.8508475E-001, 1.7836167E-001, 1.8508475E-001,-2.4279470E+000, 1.8508475E-001, 9.8697855E+009, 1.8508475E-001, 4.5073426E-001, 1.8508475E-001, 4.5073500E-001, 1.8508475E-001, 4.5073542E-001, 1.8508475E-001, 1.1488139E-001, 1.8508475E-001, 2.9945333E-002, 1.8508475E-001,-3.0433599E+000
 1.9457627E-001, 2.8718685E+009, 1.9457627E-001, 6.8737615E-001, 1.9457627E-001, 6.8737665E-001, 1.9457627E-001, 6.8737700E-001, 1.9457627E-001, 4.7387443E-001, 1.9457627E-001, 3.4666881E-001, 1.9457627E-001,-2.4339351E-001, 1.9457627E-001, 7.3655106E+009, 1.9457627E-001, 4.6112561E-001, 1.9457627E-001, 4.6112640E-001, 1.9457627E-001, 4.6112684E-001, 1.9457627E-001, 1.1593493E-001, 1.9457627E-001, 2.0234972E-002, 1.9457627E-001,-2.3943809E+000
 2.0406780E-001, 9.5773401E+008, 2.0406780E-001, 8.2703087E-001, 2.0406780E-001, 8.2703114E-001, 2.0406780E-001, 8.2703134E-001, 2.0406780E-001, 6.8635099E-001, 2.0406780E-001, 5.9888046E-001, 2.0406780E-001, 5.0797304E-001, 2.0406780E-001, 6.8269870E+009, 2.0406780E-001, 4.5749210E-001, 2.0406780E-001, 4.5749263E-001, 2.0406780E-001, 4.5749294E-001, 2.0406780E-001, 1.2019776E-001, 2.0406780E-001, 4.2076783E-002, 2.0406780E-001,-2.4175182E+000
 2.1355932E-001, 1.0313696E+009, 2.1355932E-001, 7.9601907E-001, 2.1355932E-001, 7.9601931E-001, 2.1355932E-001, 7.9601949E-001, 2.1355932E-001, 6.5249668E-001, 2.1355932E-001, 5.7355043E-001, 2.1355932E-001, 3.4912436E-001, 2.1355932E-001, 5.0652448E+009, 2.1355932E-001, 4.4714109E-001, 2.1355932E-001, 4.4714162E-001, 2.1355932E-001, 4.4714195E-001, 2.1355932E-001, 1.0101057E-001, 2.1355932E-001, 1.2618657E-002, 2.1355932E-001,-1.8847043E+000
 2.2305085E-001, 3.8157142E+008, 2.2305085E-001, 8.6175563E-001, 2.2305085E-001, 8.6175583E-001, 2.2305085E-001, 8.6175597E-001, 2.2305085E-001, 7.3784425E-001, 2.2305085E-001, 6.6225656E-001, 2.2305085E-001, 6.8972452E-001, 2.2305085E-001, 2.5221257E+009, 2.2305085E-001, 5.0760944E-001, 2.2305085E-001, 5.0760998E-001, 2.2305085E-001, 5.0761030E-001, 2.2305085E-001, 1.3331012E-001, 2.2305085E-001, 3.8518839E-002, 2.2305085E-001,-7.6788326E-001
 2.3254237E-001, 5.8321457E+007, 2.3254237E-001, 9.3248837E-001, 2.3254237E-001, 9.3248855E-001, 2.3254237E-001, 9.3248866E-001, 2.3254237E-001, 8.0115037E-001, 2.3254237E-001, 7.4205720E-001, 2.3254237E-001, 9.2148700E-001, 2.3254237E-001, 1.7039688E+009, 2.3254237E-001, 5.3944739E-001, 2.3254237E-001, 5.3944785E-001, 2.3254237E-001, 5.3944812E-001, 2.3254237E-001, 1.7535670E-001, 2.3254237E-001, 1.0001187E-001, 2.3254237E-001,-3.4476202E-001
 2.4203390E-001, 8.7998443E+007, 2.4203390E-001, 9.4037461E-001, 2.4203390E-001, 9.4037469E-001, 2.4203390E-001, 9.4037475E-001, 2.4203390E-001, 8.9271539E-001, 2.4203390E-001, 8.6335224E-001, 2.4203390E-001, 9.2290070E-001, 2.4203390E-001, 1.3057150E+009, 2.4203390E-001, 6.2700038E-001, 2.4203390E-001, 6.2700066E-001, 2.4203390E-001, 6.2700083E-001, 2.4203390E-001, 3.9420641E-001, 2.4203390E-001, 3.5168887E-001, 2.4203390E-001, 1.6479914E-001
 2.5152542E-001, 1.0501973E+008, 2.5152542E-001, 9.3663991E-001, 2.5152542E-001, 9.3663998E-001, 2.5152542E-001, 9.3664003E-001, 2.5152542E-001, 8.9487686E-001, 2.5152542E-001, 8.6884550E-001, 2.5152542E-001, 9.2189637E-001, 2.5152542E-001, 8.2739261E+008, 2.5152542E-001, 7.2840097E-001, 2.5152542E-001, 7.2840118E-001, 2.5152542E-001, 7.2840131E-001, 2.5152542E-001, 5.5715341E-001, 2.5152542E-001, 5.2432619E-001, 2.5152542E-001, 4.9187120E-001
 2.6101695E-001, 4.3443079E+007, 2.6101695E-001, 9.6723119E-001, 2.6101695E-001, 9.6723122E-001, 2.6101695E-001, 9.6723124E-001, 2.6101695E-001, 9.4721926E-001, 2.6101695E-001, 9.3684750E-001, 2.6101695E-001, 9.6078275E-001, 2.6101695E-001, 7.4051172E+008, 2.6101695E-001, 6.8791704E-001, 2.6101695E-001, 6.8791747E-001, 2.6101695E-001, 6.8791771E-001, 2.6101695E-001, 4.8378429E-001, 2.6101695E-001, 4.3938227E-001, 2.6101695E-001, 3.8267928E-001
 2.7050847E-001, 1.6824106E+007, 2.7050847E-001, 9.7979559E-001, 2.7050847E-001, 9.7979561E-001, 2.7050847E-001, 9.7979562E-001, 2.7050847E-001, 9.6650862E-001, 2.7050847E-001, 9.6075389E-001, 2.7050847E-001, 9.8460483E-001, 2.7050847E-001, 8.1573675E+008, 2.7050847E-001, 6.9273154E-001, 2.7050847E-001, 6.9273215E-001, 2.7050847E-001, 6.9273248E-001, 2.7050847E-001, 5.1386216E-001, 2.7050847E-001, 4.7084881E-001, 2.7050847E-001, 3.1168531E-001
 2.8000000E-001, 3.1664350E+005, 2.8000000E-001, 9.9665179E-001, 2.8000000E-001, 9.9665179E-001, 2.8000000E-001, 9.9665179E-001, 2.8000000E-001, 9.8889987E-001, 2.8000000E-001, 9.8765960E-001, 2.8000000E-001, 9.9789774E-001, 2.8000000E-001, 4.4725380E+008, 2.8000000E-001, 7.7654186E-001, 2.8000000E-001, 7.7654238E-001, 2.8000000E-001, 7.7654265E-001, 2.8000000E-001, 6.4192625E-001, 2.8000000E-001, 6.1155921E-001, 2.8000000E-001, 6.1877612E-001
