Time, Height, T_lower, T_upper
60.000000, 0.920848, 65.360000, 323.327117
90.010000, 0.919545, 66.115000, 337.447670
120.000000, 0.924961, 69.815000, 344.895997
150.000000, 0.910067, 72.865000, 354.507614
180.000000, 0.918521, 76.665000, 363.724055
210.000000, 0.912739, 79.415000, 371.042080
240.000000, 0.913688, 82.470000, 377.986526
270.000000, 0.942354, 84.350000, 383.180475
300.000000, 0.932458, 86.445000, 391.433244
330.000000, 0.913053, 89.395000, 395.095463
360.000000, 0.939257, 91.015000, 401.575824
390.000000, 0.997002, 84.240000, 372.747725
420.000000, 1.604430, 58.700000, 235.162434
450.000000, 1.735185, 51.355000, 200.111835
480.000000, 1.795977, 48.530000, 186.259255
510.000000, 1.864831, 47.590000, 177.648779
540.000000, 1.884572, 45.305000, 169.328497
570.000000, 1.890369, 43.645000, 161.894580
600.000000, 1.883881, 41.975000, 155.624009
630.000000, 1.924042, 41.785000, 152.109428
660.000000, 1.938996, 40.835000, 147.478523
690.000000, 1.965204, 40.335000, 143.770849
720.000000, 1.962910, 39.440000, 139.586842
750.000000, 1.982369, 39.255000, 137.095475
780.000000, 1.977348, 38.505000, 133.599587
810.000000, 1.983461, 37.865000, 130.876209
840.000000, 1.982946, 37.355000, 128.175387
870.000000, 2.003266, 37.470000, 126.390601
900.000000, 2.014329, 37.060000, 124.070511
930.000000, 2.004571, 36.365000, 121.487939
960.000000, 2.015516, 36.075000, 119.762984
990.000000, 2.031237, 35.915000, 118.160857
1020.000000, 2.039440, 35.585000, 116.369460
1050.000000, 2.036958, 35.405000, 114.819088
1080.000000, 2.027521, 35.105000, 113.007066
1110.000000, 2.040817, 34.890000, 111.628160
1140.000000, 2.020475, 34.315000, 109.419726
1170.000000, 2.036768, 34.445000, 108.515862
1200.000000, 2.054977, 34.300000, 107.617996
1230.000000, 2.063596, 34.340000, 106.578027
1260.000000, 2.052225, 33.970000, 104.932903
1290.000000, 2.059956, 33.640000, 103.853419
1320.000000, 2.066675, 33.520000, 102.812974
1350.000000, 2.052096, 33.260000, 101.510843
